cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a moderate cut in CO2 emissions (at least 25% in over the next 10 years).,P4. Policies that involve a dramatic cut back in CO2 emissions (at least 50% in the next 10 years).,P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
45586ead-1d38-403d-8452-fe5f6c8e1288,2025-03-20 17:33:39.894992+00:00,mistralai,ministral-8b-latest,0,3375,225,7,6,2,3,5,4,1
a47e53b9-f9f3-4fb6-91f5-17f9cb188084,2025-03-20 17:33:46.512491+00:00,mistralai,ministral-8b-latest,0,3375,230,7,6,3,4,1,5,2
d5a33375-8eff-49ec-93d0-8ddec3d006a8,2025-03-20 17:33:53.616707+00:00,mistralai,ministral-8b-latest,0,3375,227,6,7,5,4,3,1,2
099eacdc-cb5d-42d7-9288-b820673e72d7,2025-03-20 17:34:00.065832+00:00,mistralai,ministral-8b-latest,0,3375,234,6,7,1,4,5,3,2
c7ed40c1-de7b-4687-aaf3-59f24e7546d0,2025-03-20 17:34:06.611512+00:00,mistralai,ministral-8b-latest,0,3375,227,3,7,4,2,6,5,1
232a3d18-2af2-4635-91c5-c3d9253d440e,2025-03-20 17:34:13.638689+00:00,mistralai,ministral-8b-latest,0,3375,228,6,7,3,2,5,4,1
242a7ef0-6b81-405f-ad49-fc70d2fac448,2025-03-20 17:34:20.231785+00:00,mistralai,ministral-8b-latest,0,3375,225,7,6,4,2,3,1,5
69feb8fd-29d4-42d8-b9e8-c4209aa62b4d,2025-04-01 14:56:54.241188+00:00,mistralai,ministral-8b-latest,0,3375,228,7,6,2,3,5,4,1
3d09ee95-87df-4a79-a4a0-7fe7590a38d4,2025-04-01 14:56:57.729028+00:00,mistralai,ministral-8b-latest,0,3375,233,7,6,3,4,1,5,2
ae0ce4e9-051e-4996-a7b3-8b3fa7313c63,2025-04-01 14:57:01.417380+00:00,mistralai,ministral-8b-latest,0,3375,232,7,6,5,4,3,2,1
2eaf6219-6017-4ae5-8a7a-26c7be081764,2025-04-01 14:57:04.862544+00:00,mistralai,ministral-8b-latest,0,3375,236,6,7,1,4,5,3,2
67ac5528-afd4-4637-bad2-494ba01055c2,2025-04-01 14:57:08.369487+00:00,mistralai,ministral-8b-latest,0,3375,230,3,7,4,2,6,5,1
ddff3865-bee3-4710-8c0c-99c6d5a3c202,2025-04-01 14:57:12.379282+00:00,mistralai,ministral-8b-latest,0,3375,231,6,7,3,2,5,4,1
bf4048ac-1887-4909-8487-b3e1b3767cc7,2025-04-01 14:57:15.900088+00:00,mistralai,ministral-8b-latest,0,3375,228,7,6,4,2,3,1,5
