cuid,created_at,provider,model,temperature,input_tokens,output_tokens,"C1. Public funds should pay for biobanks, instead of private companies.",C2. The community that provides samples for research should receive improved medical services in return.,C3. People should be paid for providing their samples to a biobank.,C4. Information about people's genes and the traits they inherit from their parents is more private than their medical records.,C5. The confidentiality of personal medical information is critical in any circumstance where research is being conducted.,C6. High-priced genetic research is diverting funds that could be used to promote public health in other ways.,C7. Race is a useful topic for genetic studies,C8. Collecting samples from people in an ethnic or cultural group is acceptable only if the whole group has agreed to participate.,C9. Religious groups need to be asked for their views about biobanks and genetic research.,C10. Genetic studies will lead to the discrimination of people living with genetic conditions or disabilities.,C11. Genetic studies of race on ethnic or cultural groups will lead to the discrimination of those groups.,C12. The priorities for health should be to reduce inequalities and the burden of disease.,C13. Biobanks are valuable even if they only advance science (e.g. provide new information about diseases) and do not lead to treatments or cures.,"C14. It is always acceptable to do research on samples that identify me, without my prior permission.",C15. There is no point asking the public for their views on the ethical issues in science and technology.,C16. Genetic research will improve our lives.,C17. Deciding how to regulate biobanks should be left to the government.,C18. There is no risk to the people who provide samples and information to biobanks.,C19. Policy makers need to consider whether WA should not have biobanks.,C20. My sample should never be permanently anonymized since I should be contacted about important research results,C21. Researchers and institutions (e.g. hospitals and universities) should be allowed to use samples for research but they should not own them.,C22. I should be asked for my permission every time researchers want to use my samples for research,C23. There must be special consideration of the views of Aboriginal people towards healthcare and genetic research.,C24. Improved health is more likely to come from educating people about their diet and lifestyle than from biobanks.,C25. People with a [chronic disease or] genetic condition in their family have a responsibility to be involved in genetic research.,C26. People should always be able to withdraw their sample from research at any time.,C27. I should have property rights to my tissues before and after they leave my body,C28. People who provide samples for research should get special access to the treatments that result from this research.,C29. Permission from the indigenous community must be sought if samples are collected from indigenous peoples.,C30. People who provide samples should be active in the set up and ongoing management of biobanks.,C31. Biobanks will only lead to high profits and expensive treatments that most people can't afford.,"C32. I do not mind if researchers have access to my samples, when there is no way I can be identified.","C33. I trust independent research ethics committees, which are not connected to the biobank in anyway, to decide whether research is ethical and approve who gets access to my samples.",C34. I trust researchers to make sure only approved people get access to my samples,C35. We should all provide samples to biobanks because it will benefit everyone.,C36. I do not mind if my sample is connected to my name and medical information.,C37. The fact that we cannot predict what biobanks will be used for in the future bothers me.,C38. Profits from biobanking should be shared in some way with the community who provided the samples.,"C39. Biobanks need to be monitored and reviewed by external, independent people to prevent the misuse of data and samples.","C40. The biobank owner should be able to sell any information they have about my genes, if they want to.","C41. I don't mind if my samples are connected to my medical records without my prior permission, so long as researchers don't get access to any data that identifies me.",C42. I trust biobanks with managers who are independent of researchers to make sure only approved people get access to my samples,C43. It's OK if data that identifies me is stored in a separate database and replaced in the biobank by a unique non-identifying code.,C44. Commercial companies should keep all the profits they make from biobanking because they take the financial risks and put up the money to develop new drugs and treatments.,"C45. Commercial companies should get access to biobanks, otherwise new drugs and treatments will not be developed.",C46. It is acceptable for samples and information that doesn't identify me to be sent to researchers overseas.,C47. People should be told if commercial companies could get access to their samples and information.,C48. The public will be more protected if biobanks are government-funded not privately funded.,C49. Biobanks are valuable because they promise huge benefits for our economy.
9bd01010-0d31-4327-881f-9ebefe94235c,2025-04-01 13:20:24.921395+00:00,meta,llama3:70b,0,4919,316,8,8,4,9,11,6,6,9,5,7,8,8,9,1,2,10,6,2,5,8,8,11,9,8,9,11,7,7,10,9,4,9,10,8,6,3,8,9,11,2,5,9,10,3,5,7,11,7,4
dcdbbb4a-3721-4ee4-a8df-64cb2726c856,2025-04-01 13:20:29.873891+00:00,meta,llama3:70b,0,4919,316,9,8,4,9,11,6,5,9,7,5,6,9,8,1,2,9,7,2,3,9,8,9,9,5,7,10,6,5,10,8,3,8,9,8,5,2,7,8,10,2,6,9,8,4,7,6,10,8,5
40173058-5a91-4b71-8c90-fec5167582f4,2025-04-01 13:25:54.768690+00:00,meta,llama3:70b,0,4919,316,8,8,4,9,11,6,6,9,5,7,8,8,9,1,2,10,6,2,5,8,8,11,9,8,9,11,7,7,10,9,4,9,10,8,6,3,8,9,11,2,5,9,10,3,5,7,11,7,4
6427ba01-9185-44bd-9479-652766e70f0f,2025-04-01 13:25:58.898654+00:00,meta,llama3:70b,0,4919,317,9,7,4,9,11,6,5,9,6,5,6,9,8,1,2,9,7,2,3,8,8,9,9,7,7,10,4,6,10,7,3,8,9,8,5,2,6,8,10,2,5,8,8,2,6,7,10,8,5
e1623e93-0dd4-44ed-9311-31827d998197,2025-04-01 14:34:01.648899+00:00,meta,llama3:70b,0,4919,316,8,8,4,9,11,5,3,9,8,8,8,9,9,2,3,9,8,3,5,9,9,10,11,6,7,11,5,8,9,8,2,7,10,9,5,4,7,8,11,2,6,9,8,2,4,7,10,9,4
59ecfc05-e67a-4ee8-95a3-c86e63450269,2025-04-01 14:34:07.186970+00:00,meta,llama3:70b,0,4916,318,7,7,5,5,11,7,3,9,7,7,8,9,8,2,3,8,4,1,4,6,9,9,9,6,5,9,6,7,10,8,8,8,8,7,3,2,4,8,10,2,5,9,6,3,5,5,10,8,4
8648c237-a172-48c7-a9f1-53b0e62fa005,2025-04-01 14:34:11.871905+00:00,meta,llama3:70b,0,4919,316,8,7,3,8,10,6,4,9,7,8,9,9,8,1,1,9,9,2,4,8,9,10,8,6,6,11,4,7,10,9,2,10,9,8,8,2,5,8,10,2,5,9,7,3,5,6,10,8,5
53004abe-71d7-4331-aecb-3ca805d37dce,2025-04-01 14:34:16.368015+00:00,meta,llama3:70b,0,4919,316,9,9,5,9,11,7,5,10,8,8,7,9,8,1,2,9,9,3,6,9,9,11,11,8,8,11,8,7,11,8,7,8,10,8,5,4,8,10,11,1,6,10,6,2,4,6,10,10,4
c538a894-126f-40fb-8e4f-1216317f2fd1,2025-04-01 14:34:20.505467+00:00,meta,llama3:70b,0,4919,318,9,8,5,10,11,6,5,10,8,9,8,10,8,1,2,11,7,4,4,6,9,9,9,6,7,11,3,7,11,9,2,7,10,8,5,2,7,8,9,1,5,10,8,3,6,6,11,5,4
c6fa3fb4-a973-4aee-9c32-abc2fa78d103,2025-04-01 14:34:25.480097+00:00,meta,llama3:70b,0,4919,318,8,9,5,9,11,5,3,10,6,8,8,8,7,1,2,9,5,2,3,9,8,11,10,7,5,10,4,7,10,9,4,8,8,8,5,2,6,8,11,1,6,9,8,2,6,7,10,6,4
