cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,"P2. Policies that emphasise fewer regulations (e.g., policies that promote free trade agreements by reducing food regulation)","P3. Policies that involve a moderate sustainable regulations (e.g., banning certain types of pesticides, incentivising organic agriculture)","P4. Policies that involve a radical sustainable food regulation (e.g., banning all pesticides, banning the importation of food related product that employ non-sustanable approaches, exclusively incentivising organic agriculture)","P5. Policies that create incentives for local producers to produce sustainable food (e.g., subsidies or tax breaks for local farmers who produce organic products)",P6. Adaptation policies and expenditure. Planning controls and emergency response programs.,P7. Preparing for climate risk for food production through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
17d94c86-d0ad-45d6-9c95-99e478d3c9f5,2025-04-03 11:18:42.013953+00:00,google,gemma3:12b,0,0,0,5,7,4,1,6,3,2
f9449a17-1d19-4c26-b250-e55377d52785,2025-04-03 12:15:54.868417+00:00,google,gemma3:12b,0,0,0,2,6,3,1,7,5,4
9bc757b5-7ec7-4df9-aad1-c7de6ea24390,2025-04-03 12:16:26.231033+00:00,google,gemma3:12b,0,0,0,5,7,2,4,1,6,3
b17cdc46-e954-4d0a-b5f7-72f5777b12da,2025-04-03 12:16:56.662889+00:00,google,gemma3:12b,0,0,0,7,6,2,4,3,1,5
8d89d108-66fc-4f1f-b933-2a5d0210f701,2025-04-03 12:17:27.120369+00:00,google,gemma3:12b,0,0,0,7,5,2,6,1,4,3
0bc75d43-733d-4fa7-b63c-3dd687cbd11d,2025-04-03 12:17:57.613181+00:00,google,gemma3:12b,0,0,0,4,7,5,1,2,3,6
df42c96d-6157-439a-9906-c0a59c034623,2025-04-03 12:18:27.853142+00:00,google,gemma3:12b,0,0,0,4,5,6,7,3,2,1
5e3ef20f-06e0-4294-8931-fc7383d92fee,2025-04-03 12:18:57.969443+00:00,google,gemma3:12b,0,0,0,3,1,7,6,5,2,4
20816017-dc61-453a-beba-18e73e8db4da,2025-04-03 12:19:28.037241+00:00,google,gemma3:12b,0,0,0,3,7,6,4,2,5,1
1f204ac8-a97c-4763-8d58-bee4ef542767,2025-04-03 12:19:58.094264+00:00,google,gemma3:12b,0,0,0,7,3,6,2,1,5,4
c9dfab3d-c4b6-4ea2-8589-48b76a732ab3,2025-04-03 12:20:28.162383+00:00,google,gemma3:12b,0,0,0,6,1,3,7,2,4,5
e102fd36-8987-4232-8abe-40aa88c1efda,2025-04-03 14:52:01.162583+00:00,google,gemma3:12b,0,0,0,2,5,7,6,4,1,3
8a138578-5cc7-4441-b824-381cabf6f27f,2025-04-03 14:52:31.931516+00:00,google,gemma3:12b,0,0,0,3,2,6,1,5,7,4
a59f922e-caff-4724-bb4a-75906c60b45b,2025-04-03 14:53:01.699292+00:00,google,gemma3:12b,0,0,0,4,7,3,5,1,6,2
