cuid,created_at,provider,model,temperature,input_tokens,output_tokens,"P1. Invest in innovation and the development of environmentally-friendly practices and industries (e.g. eco-tourism, sustainable agriculture). ",P2. Reduce funding for extractive and resource-intensive industries. ,"P3. No new coal mines, close all existing coal-fired power plants as soon as possible.","P4. Strengthen environmental protection regulations, such as regulation around mining and agriculture, to better protect the reef.",P5. Maintain current levels of environmental protection.,P6. Reduce current environmental regulations to boost local business.,"P7. Maintain current mixture of industries, land uses and practices (e.g. mining, refineries, agriculture and tourism)."
c3223e65-5f28-4136-82f2-bf249e28d0a1,2025-04-03 12:30:43.763881+00:00,google,gemma3:12b,0,0,0,5,2,1,7,4,3,6
646456f0-8687-4617-9a98-2d563f65cffe,2025-04-03 12:31:10.680862+00:00,google,gemma3:12b,0,0,0,4,1,2,6,3,7,5
62c7698f-1fb4-4122-adb2-727940d466ef,2025-04-03 12:31:35.812026+00:00,google,gemma3:12b,0,0,0,1,7,5,2,3,6,4
81f61910-dee7-4d23-bec4-45ffa79f6978,2025-04-03 12:32:01.091192+00:00,google,gemma3:12b,0,0,0,1,4,2,5,3,7,6
2b004de9-f15f-4eaf-8229-61c7826e6682,2025-04-03 12:32:26.509185+00:00,google,gemma3:12b,0,0,0,1,5,4,3,6,2,7
c52bf446-efea-4e67-8c75-d5d2a5f84108,2025-04-03 12:32:51.839310+00:00,google,gemma3:12b,0,0,0,3,4,1,2,5,6,7
efc7fb64-872c-465a-a1c8-829b36e01441,2025-04-03 12:33:17.475048+00:00,google,gemma3:12b,0,0,0,1,3,4,2,7,5,6
46115eea-8abf-40a1-aec6-8b9bbb0c18d9,2025-04-03 12:33:42.721467+00:00,google,gemma3:12b,0,0,0,3,6,1,4,5,7,2
9d8bb85e-ee17-4f87-a949-fa28db0420b4,2025-04-03 12:34:07.786250+00:00,google,gemma3:12b,0,0,0,3,6,1,2,5,7,4
2daa7b4c-2e35-4818-87fc-37b88c270880,2025-04-03 12:34:33.062423+00:00,google,gemma3:12b,0,0,0,2,6,1,7,3,4,5
1d8f9bea-c74a-4ba6-ade4-2efd41385582,2025-04-03 15:25:39.342738+00:00,google,gemma3:12b,0,0,0,2,1,5,3,7,6,4
7201a909-c190-4f94-9fde-8220a347c862,2025-04-03 15:26:10.149186+00:00,google,gemma3:12b,0,0,0,2,4,1,6,5,7,3
9bb902b2-f6b7-4e76-9efe-958ff9e3600d,2025-04-03 15:26:37.072904+00:00,google,gemma3:12b,0,0,0,1,6,7,5,2,4,3
53d7bc84-63fd-4c09-a04b-028c3cb42b81,2025-04-03 15:27:03.296330+00:00,google,gemma3:12b,0,0,0,1,6,4,2,3,5,7
a17eb69c-6b9c-425e-85f4-d9572b7f0d34,2025-04-03 15:27:38.686095+00:00,google,gemma3:12b,0,0,0,3,2,1,7,5,6,4
50d072d9-2395-4ce9-8eac-e31468ecd056,2025-04-03 15:28:05.570689+00:00,google,gemma3:12b,0,0,0,6,3,1,2,5,7,4
abf2e073-9ec3-4609-9739-6cc7598451fd,2025-04-03 15:28:32.195086+00:00,google,gemma3:12b,0,0,0,4,1,2,6,3,7,5
3a43383c-c023-4b96-9228-6b8e75bece0d,2025-04-03 15:28:59.089637+00:00,google,gemma3:12b,0,0,0,2,4,1,3,6,7,5
692f8ead-1e86-4c1d-9ad8-2b2c175b7a58,2025-04-03 15:29:26.877053+00:00,google,gemma3:12b,0,0,0,3,6,1,2,5,7,4
8d491184-dbf2-4c2d-9c4b-c9ed131fdcfa,2025-04-03 15:29:54.013708+00:00,google,gemma3:12b,0,0,0,4,7,1,3,2,6,5
0525960a-99a3-4190-ad35-9c5e4517d141,2025-04-03 15:30:21.548137+00:00,google,gemma3:12b,0,0,0,1,7,4,6,2,3,5
b503143d-f44f-4e43-9afb-e750dbe28b18,2025-04-03 15:30:51.092365+00:00,google,gemma3:12b,0,0,0,5,7,2,4,3,6,1
2796253a-a82d-4cd8-87fc-af8d4aa4a1c4,2025-04-03 15:31:18.399468+00:00,google,gemma3:12b,0,0,0,2,4,5,1,7,3,6
bdf23a03-da06-4d67-9d7b-cdd01c3bee71,2025-04-03 15:31:45.284108+00:00,google,gemma3:12b,0,0,0,4,3,1,2,5,7,6
1416e5d2-aa6c-442a-bd3a-7d2026fa711f,2025-04-03 15:32:11.837578+00:00,google,gemma3:12b,0,0,0,2,6,3,1,7,5,4
45718e5f-2413-40c5-88e2-686ad8ee7a52,2025-04-03 15:32:38.917660+00:00,google,gemma3:12b,0,0,0,3,7,1,2,4,6,5
b8136d54-8775-42cc-ae1d-f47c29221a2f,2025-04-03 15:33:05.808446+00:00,google,gemma3:12b,0,0,0,2,6,1,5,7,4,3
43e4dad2-74da-4e1c-a660-45321e3ec9e8,2025-04-03 15:33:33.124311+00:00,google,gemma3:12b,0,0,0,5,3,7,1,4,6,2
be0f3ed3-b3fe-47b8-834b-40e41946af09,2025-04-03 15:34:01.168078+00:00,google,gemma3:12b,0,0,0,4,6,1,2,7,5,3
6a05f018-3669-4621-b4f1-77ca313f5b0e,2025-04-03 15:34:28.418611+00:00,google,gemma3:12b,0,0,0,4,7,1,3,2,6,5
838c1274-a64b-4f87-b585-aefc7c716974,2025-04-03 15:34:55.518824+00:00,google,gemma3:12b,0,0,0,4,5,2,1,3,7,6
41892bb4-7898-49f2-9db1-1b4e2ed82452,2025-04-03 15:35:23.001748+00:00,google,gemma3:12b,0,0,0,6,5,7,3,2,1,4
