cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,"P3. ""Policies that involve a moderate reduction in CO₂ emissions (e.g., reducing emissions by 25% to 50% over the next 10 years).""","P4. ""Policies that involve a radical reduction in CO₂ emissions (e.g., reducing emissions by 50% to 100% over the next 10 years).""",P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
7798c27a-8404-4941-bf58-316e24e8dd17,2025-03-24 16:19:09.027010+00:00,deepseek,deepseek-reasoner,0,3324,2937,2,3,6,4,7,5,1
9afd93c8-ebe9-4ee4-b6e2-d965b4b8ca24,2025-03-24 16:21:43.410775+00:00,deepseek,deepseek-reasoner,0,3324,3564,4,3,5,1,7,6,2
008e901d-1e18-4065-ac26-e51f2e11e922,2025-03-24 16:24:42.624057+00:00,deepseek,deepseek-reasoner,0,3324,3184,7,3,6,5,2,1,4
fbea3cce-cd5b-4990-8b03-e35c462d9d7a,2025-03-24 16:27:25.569895+00:00,deepseek,deepseek-reasoner,0,3324,2655,6,7,5,4,1,3,2
900a13ea-1216-4a82-80a2-5108614adb64,2025-03-24 16:29:44.385134+00:00,deepseek,deepseek-reasoner,0,3324,5388,6,5,7,2,1,3,4
c21f278f-8743-4368-b7ea-a44c0f2b535c,2025-03-24 16:34:08.386244+00:00,deepseek,deepseek-reasoner,0,3324,2607,1,6,3,5,7,4,2
157408f7-428c-42c0-8b70-b7f0dd1f5cfb,2025-03-24 16:36:23.454084+00:00,deepseek,deepseek-reasoner,0,3324,2347,2,4,1,3,7,6,5
f44c0d07-0f2c-45b4-81c9-34401b33d233,2025-03-24 16:38:30.120025+00:00,deepseek,deepseek-reasoner,0,3324,2718,7,6,1,4,5,3,2
c48cf041-2826-40fd-81d8-5a5e0c01d248,2025-03-24 16:40:54.578276+00:00,deepseek,deepseek-reasoner,0,3324,3224,5,2,6,1,4,3,7
bb391cb9-5e2c-4b95-83bd-9f4db6b631d9,2025-03-24 16:43:40.284646+00:00,deepseek,deepseek-reasoner,0,3324,2516,2,1,6,3,5,4,7
1a031128-9160-403a-b6dd-38c36fa6d1c9,2025-03-26 01:02:34.085704+00:00,deepseek,deepseek-reasoner,0,3324,3856,7,6,4,3,2,5,1
d8c61899-6f6e-4cd6-95ab-9cceb89f4d8f,2025-03-26 01:05:40.377833+00:00,deepseek,deepseek-reasoner,0,3317,3660,6,7,4,5,2,3,1
202de293-a954-48cc-873b-239b810ac83a,2025-03-26 01:08:36.596925+00:00,deepseek,deepseek-reasoner,0,3324,2730,6,4,7,3,2,5,1
3c005478-7266-4136-b585-212a6a3718f2,2025-03-26 01:10:55.875656+00:00,deepseek,deepseek-reasoner,0,3324,4994,2,5,6,4,7,3,1
aa1b84a5-52b3-46f2-8041-7b2e9a9ed0c1,2025-03-26 01:15:03.091201+00:00,deepseek,deepseek-reasoner,0,3324,3357,4,1,3,2,7,5,6
b842f946-97cf-4dd5-bc5e-c456ca279661,2025-03-26 01:17:57.139896+00:00,deepseek,deepseek-reasoner,0,3324,2188,7,6,4,5,1,3,2
0ff6fce5-7435-45e9-997e-72a066d5c59c,2025-03-26 01:19:55.404407+00:00,deepseek,deepseek-reasoner,0,3324,3611,7,4,5,6,1,3,2
d225bd66-334c-4070-b40c-d913b4b2dc15,2025-03-26 01:23:01.890707+00:00,deepseek,deepseek-reasoner,0,3324,3835,7,6,1,4,5,3,2
