cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,"P3. ""Policies that involve a moderate reduction in CO₂ emissions (e.g., reducing emissions by 25% to 50% over the next 10 years).""","P4. ""Policies that involve a radical reduction in CO₂ emissions (e.g., reducing emissions by 50% to 100% over the next 10 years).""",P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
aed1fba7-5c6b-4f3f-8d3b-d0f9a7b9d746,2025-04-02 09:48:15.478646+00:00,qwen,qwq-plus,0,3505,3868,4,1,6,2,7,3,5
57e3673e-9911-4fc2-9fa8-cca66ee7fcc4,2025-04-02 09:49:36.501993+00:00,qwen,qwq-plus,0,3498,5528,7,6,5,1,2,4,3
1706f8ea-a8b1-4ce3-a02e-d1bb4876ea65,2025-04-02 09:51:30.968800+00:00,qwen,qwq-plus,0,3505,4515,7,6,5,1,4,3,2
a3dd8a59-2442-4d33-a675-d0397cf7a936,2025-04-02 09:53:05.031002+00:00,qwen,qwq-plus,0,3503,3521,5,1,6,7,4,3,2
a558053c-783d-44fc-bfaf-f75abae4a5f2,2025-04-02 09:54:18.888851+00:00,qwen,qwq-plus,0,3505,3079,2,7,1,6,5,4,3
613d7efb-d0cf-47b6-b0d9-79332fde6842,2025-04-02 17:05:55.927116+00:00,qwen,qwq-plus,0,3505,5490,6,7,4,1,2,5,3
649fa707-2fd1-4e93-bd98-66892a258dc7,2025-04-02 17:07:50.037246+00:00,qwen,qwq-plus,0,3503,5226,7,6,5,1,3,4,2
d0d35f7f-688a-4ddc-be7b-25ba9896855c,2025-04-02 17:09:37.834756+00:00,qwen,qwq-plus,0,3505,4191,6,7,5,2,3,4,1
e4952343-73f2-499b-8e49-cea59571fa62,2025-04-02 17:11:05.226764+00:00,qwen,qwq-plus,0,3503,4243,6,7,5,1,2,3,4
47c7eed5-7718-4a29-95f1-e94f487dd1bb,2025-04-02 17:12:33.715797+00:00,qwen,qwq-plus,0,3505,5682,7,6,5,1,2,4,3
22c43197-3dea-45e6-8953-3eb5a0aa8d25,2025-04-02 17:14:30.795680+00:00,qwen,qwq-plus,0,3505,4446,7,6,5,1,2,4,3
9e84a191-b5d7-4432-bea0-af1797e4958a,2025-04-02 17:16:02.871808+00:00,qwen,qwq-plus,0,3503,4790,7,2,1,4,3,6,5
4c36ec0f-fed2-4684-8e08-e851614e69a3,2025-04-02 17:17:42.536226+00:00,qwen,qwq-plus,0,3505,3076,7,6,5,1,3,4,2
c0d2ddee-6699-46a8-b808-b77236e1dca1,2025-04-02 17:18:47.152635+00:00,qwen,qwq-plus,0,3505,4955,4,3,5,2,7,6,1
c9441693-bd50-45f8-a2fb-5a984f7471d2,2025-04-02 17:20:29.209865+00:00,qwen,qwq-plus,0,3503,3343,2,6,4,5,3,7,1
fd9d1b9a-5258-48a3-a784-aaeda3dabe4a,2025-04-03 09:45:23.845096+00:00,qwen,qwq-plus,0,3503,2241,6,4,7,2,3,1,5
638f31ee-14fa-42f4-a463-1f52ba3ad6ff,2025-04-03 09:46:11.941711+00:00,qwen,qwq-plus,0,3505,4556,7,6,5,4,2,3,1
bc556137-6ec0-4c5b-930c-1cbca3c525ef,2025-04-03 09:47:47.130337+00:00,qwen,qwq-plus,0,3505,4934,6,7,5,2,1,4,3
e73f923e-7e01-4910-88a2-a10bd2f21bb0,2025-04-03 09:49:30.109450+00:00,qwen,qwq-plus,0,3503,4039,7,6,5,3,1,4,2
9bde56fa-bd7c-4cc0-94c4-1317b2a8ab48,2025-04-03 09:50:54.446126+00:00,qwen,qwq-plus,0,3503,4006,6,2,5,3,4,1,7
