cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Permit all uses of human genome editing and mitochondrial donation only if not for profit,"P2. Prohibit all forms of human genome editing for now, except for research purposes.",P3.  Permit only non-heritable human genome editing in both research and in clinics.,"P4. Permit only non-heritable human genome editing for clinical treatments, and mitochondrial donation.",P5.  Permit both heritable and non-heritable uses of genome editing for any purpose with minimal restrictions to ensure safety and compliance with ethical standards.,"P6. Permit non-heritable and heritable human genome editing (including mitochondrial donation), but only for clinical purposes, and if there is strong oversight, regular community input and (re)approval.",P7. Prohibit all uses of human genome editing and mitochondrial donation.,P8. Permit only non-heritable human genome editing in both research and in clinics and mitochondrial donation only if not for profit.
4f4627fe-c0f3-4225-88e5-f3f5671cc452,2025-04-17 15:12:35.504585+00:00,ibm,granite3.3,0,0,0,3,1,6,2,5,4,8,7
1e114f5b-b54a-4ee7-a287-b6a8c6d36d05,2025-04-17 15:13:06.309042+00:00,ibm,granite3.3,0,0,0,7,1,8,6,2,4,3,5
9f67fcf7-7622-44eb-8d21-9b380559993b,2025-04-17 15:13:34.407450+00:00,ibm,granite3.3,0,0,0,4,6,2,3,8,5,1,7
68f0c919-4ba5-4a61-a235-0db7577d1e33,2025-04-17 15:13:58.858484+00:00,ibm,granite3.3,0,0,0,7,2,6,4,8,5,1,3
c0c7d573-c913-4069-8652-c5f6aa7709cf,2025-04-17 18:53:40.619235+00:00,ibm,granite3.3,0,0,0,6,5,7,2,1,3,8,4
c1b35d11-b1fc-4275-9c3d-47f4d19f35fc,2025-04-17 18:54:31.264403+00:00,ibm,granite3.3,0,0,0,8,3,1,4,6,2,7,5
9f1add2d-fb24-449f-84d0-507fd324a30c,2025-04-17 18:55:01.663787+00:00,ibm,granite3.3,0,0,0,6,1,4,5,3,2,8,7
9f2409bd-a6a0-4ed6-84a4-e7db079266ca,2025-04-17 18:55:30.841951+00:00,ibm,granite3.3,0,0,0,5,6,7,3,1,2,8,4
d8c6d66b-fe77-448f-adcc-58989ab24379,2025-04-17 18:56:02.585314+00:00,ibm,granite3.3,0,0,0,4,7,2,3,6,1,8,5
fb60753c-b42a-44af-a177-d1e91c42ca93,2025-04-17 18:56:32.491770+00:00,ibm,granite3.3,0,0,0,7,8,5,1,2,6,3,4
874d6be1-a900-474e-89f0-0a846f64c0c8,2025-04-17 18:57:27.235876+00:00,ibm,granite3.3,0,0,0,8,5,4,7,2,3,1,6
164f4425-a9f5-460e-b1e4-684d46202b69,2025-04-17 18:57:52.048972+00:00,ibm,granite3.3,0,0,0,8,6,7,5,4,3,2,1
6bb2d60d-385c-4aba-97b3-9cca179a46d7,2025-04-17 18:58:21.568823+00:00,ibm,granite3.3,0,0,0,8,1,4,7,3,6,2,5
38503f34-1c41-4a11-aebd-045200a50e49,2025-04-17 18:58:46.556030+00:00,ibm,granite3.3,0,0,0,4,5,6,2,1,3,8,7
652c0011-7404-44b6-b926-9177b4358bb2,2025-04-17 18:59:12.833738+00:00,ibm,granite3.3,0,0,0,6,7,3,5,8,1,2,4
ba1c8575-2b88-468f-b249-24f17f17a2df,2025-04-17 18:59:42.484140+00:00,ibm,granite3.3,0,0,0,6,7,4,3,1,5,8,2
15df4484-4c1a-41bc-ac1a-8f8735eef3d0,2025-04-17 19:00:44.939105+00:00,ibm,granite3.3,0,0,0,1,6,5,8,4,3,7,2
c821da5d-0818-4b85-a177-bdf8e155a3bf,2025-04-17 19:01:12.498548+00:00,ibm,granite3.3,0,0,0,5,2,1,3,7,6,4,8
84c525bb-5a3b-40e1-a6ea-570bdf6434b1,2025-04-17 19:02:03.071754+00:00,ibm,granite3.3,0,0,0,4,8,5,2,3,1,7,6
f4afcf03-4523-4932-aec6-17399c6a9954,2025-04-17 19:02:28.738815+00:00,ibm,granite3.3,0,0,0,6,7,4,1,2,3,8,5
ef59cac4-a123-4b34-9d0c-21e29803a10d,2025-04-17 19:02:59.399102+00:00,ibm,granite3.3,0,0,0,8,7,2,5,1,3,6,4
f15a5637-e4f0-48ac-bee6-a5d6f9e5c9bb,2025-04-17 19:03:26.066691+00:00,ibm,granite3.3,0,0,0,5,2,8,4,7,6,1,3
9fb0359e-9f26-4c1c-8bd3-1b5a8e129cc9,2025-04-17 19:03:51.941862+00:00,ibm,granite3.3,0,0,0,8,7,2,4,1,6,5,3
ca63f8a7-4a6e-459d-a8d3-5af14088906f,2025-04-17 19:04:24.261773+00:00,ibm,granite3.3,0,0,0,5,8,3,4,7,1,6,2
5ebf544f-7487-4739-aa4d-fa4f702b747a,2025-04-17 19:04:49.708697+00:00,ibm,granite3.3,0,0,0,7,3,2,8,4,6,5,1
2ba8124e-42d4-4c45-bcd0-b0af94fa840c,2025-04-17 19:05:14.223777+00:00,ibm,granite3.3,0,0,0,5,6,3,4,7,1,8,2
21f36790-33b8-4225-80cf-3e7eaaa73237,2025-04-17 19:05:44.229191+00:00,ibm,granite3.3,0,0,0,6,2,5,3,7,1,8,4
be78132d-6ce9-4d84-8190-bd1aecd54b70,2025-04-17 19:06:13.470570+00:00,ibm,granite3.3,0,0,0,7,6,3,2,8,5,1,4
ae258c96-206b-4206-81a0-34f814c54539,2025-04-17 19:06:38.452763+00:00,ibm,granite3.3,0,0,0,8,3,6,5,1,7,4,2
e1c5c947-afd9-4bb7-9a7d-6cae9ebbe9a7,2025-04-17 19:07:06.361816+00:00,ibm,granite3.3,0,0,0,3,8,5,1,6,2,7,4
