cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Ban Begging within Sweden,P2. Deport any immigrants found begging on the streets who have stayed in Sweden longer than three months,P3. Enforce existing laws without special consideration for beggars,P4. Forbid giving money to beggars,P5. Focus resources on addressing the the problem in source countries such as Romania,P6. Ban Illegal Settlements,P7. Provide accommodation for beggars (more)
311468a2-e5a3-4b36-ace0-eb703afd3b44,2025-03-24 12:24:37.873214+00:00,deepseek,deepseek-reasoner,0,3466,2766,5,7,3,6,1,4,2
6a4adb58-0889-48af-bdb3-b7b8ed958014,2025-03-24 12:27:17.685544+00:00,deepseek,deepseek-reasoner,0,3466,2243,7,3,1,5,4,6,2
ca182640-9cc9-434f-b617-5fd6318f3fca,2025-03-24 12:29:29.874864+00:00,deepseek,deepseek-reasoner,0,3466,2427,1,7,5,2,4,6,3
06466209-7c25-423b-ad05-ef7917edf245,2025-03-24 12:31:50.648241+00:00,deepseek,deepseek-reasoner,0,3468,1901,6,7,4,5,2,3,1
24993c26-7503-4e7c-a78d-3a941da23d95,2025-03-24 12:33:46.500574+00:00,deepseek,deepseek-reasoner,0,3466,2500,5,7,3,6,1,4,2
9a820dd2-df05-43c9-b9be-8ea7a656cec2,2025-03-24 12:36:10.451057+00:00,deepseek,deepseek-reasoner,0,3463,3414,6,4,5,7,1,2,3
0289c0d6-52af-4878-abe0-41217e20d607,2025-03-24 12:39:16.333424+00:00,deepseek,deepseek-reasoner,0,3466,1925,6,5,3,7,1,4,2
5377a9af-e062-41d9-835c-a86728d69516,2025-03-24 12:41:16.048759+00:00,deepseek,deepseek-reasoner,0,3466,2087,7,4,3,6,1,2,5
9d294ddb-6739-49d8-8fcb-e734d74f6707,2025-03-24 12:43:17.809131+00:00,deepseek,deepseek-reasoner,0,3466,3239,6,4,5,3,1,7,2
e75736df-c24e-4c4b-88bf-dd96dea5dc50,2025-03-24 12:46:20.381264+00:00,deepseek,deepseek-reasoner,0,3466,2739,6,7,5,4,1,2,3
157bb03d-cce2-4ed4-b748-d2e7345326ea,2025-03-25 22:03:11.167169+00:00,deepseek,deepseek-reasoner,0,3466,2655,7,5,4,6,1,3,2
bed0c5f9-e43a-462c-a126-ecd93cbb7686,2025-03-25 22:04:42.272248+00:00,deepseek,deepseek-reasoner,0,3466,5358,7,1,3,4,5,6,2
aceecc6b-22d8-4187-a0f9-981a27cf0670,2025-03-25 22:07:39.441722+00:00,deepseek,deepseek-reasoner,0,3466,2170,2,7,5,1,4,6,3
6fd7edf4-c483-4666-8167-d610cdc012ea,2025-03-25 22:08:57.576199+00:00,deepseek,deepseek-reasoner,0,3468,3690,1,5,3,7,6,4,2
eaaaf1b1-044f-4542-a6e4-18f44b1287ae,2025-03-25 22:11:02.896254+00:00,deepseek,deepseek-reasoner,0,3466,2881,5,7,3,6,1,4,2
c3b29443-2789-4893-a6b8-a013fcacdb1b,2025-03-25 22:12:41.014927+00:00,deepseek,deepseek-reasoner,0,3463,2451,6,4,5,7,1,3,2
a3c5867e-7aa8-4825-a434-ad03100e6f59,2025-03-25 22:14:08.267972+00:00,deepseek,deepseek-reasoner,0,3466,2065,6,7,4,5,1,3,2
524495bf-464a-4767-9f4f-4d19dd618d11,2025-03-25 22:15:22.252907+00:00,deepseek,deepseek-reasoner,0,3466,2941,7,4,5,1,2,3,6
7a14f7f1-d89b-4280-9e08-46b5544d5762,2025-03-25 22:17:07.267551+00:00,deepseek,deepseek-reasoner,0,3466,3544,6,1,5,3,4,7,2
296b02c5-1589-40a4-9c54-2975c9cdb6b0,2025-03-25 22:19:08.180803+00:00,deepseek,deepseek-reasoner,0,3466,2639,6,7,5,4,2,1,3
85646121-ade8-4b1a-895e-4f1c30905b91,2025-03-26 20:43:11.445501+00:00,deepseek,deepseek-reasoner,0,3466,4075,1,7,3,6,5,4,2
48d50bea-cb28-454e-ba99-b2b2ab431fc6,2025-03-26 20:45:17.087034+00:00,deepseek,deepseek-reasoner,0,3466,4144,7,3,1,5,4,6,2
8f4e3a44-b68e-4325-a7ac-48d3bb03e08b,2025-03-26 20:47:25.979360+00:00,deepseek,deepseek-reasoner,0,3466,4284,1,7,5,2,3,6,4
28c71861-d769-49f1-bcd0-1678338779b9,2025-03-26 20:49:40.172552+00:00,deepseek,deepseek-reasoner,0,3468,3899,6,4,7,5,1,3,2
ddf7356b-cee2-4ff6-bcb5-273008650f62,2025-03-26 20:51:40.311160+00:00,deepseek,deepseek-reasoner,0,3466,2673,7,4,3,6,1,2,5
092da27a-7ede-4ba6-941f-7716cf642860,2025-03-26 20:53:09.753403+00:00,deepseek,deepseek-reasoner,0,3463,2422,6,4,5,7,1,3,2
f2b77931-1162-4a5d-8bad-8b6ae495f1e6,2025-03-26 20:54:29.924120+00:00,deepseek,deepseek-reasoner,0,3466,2262,6,7,3,5,1,4,2
ae4e3996-1bbd-485d-b912-5d8093cdccb9,2025-03-26 20:55:45.661174+00:00,deepseek,deepseek-reasoner,0,3466,5335,5,4,1,2,3,7,6
bde00cc7-ceaa-442d-ae67-5582d6696073,2025-03-26 20:58:28.579247+00:00,deepseek,deepseek-reasoner,0,3466,2249,6,7,5,4,1,2,3
18dbe781-f2a9-40cf-91e0-2abeeed0320c,2025-03-26 20:59:43.750698+00:00,deepseek,deepseek-reasoner,0,3466,3388,2,7,3,4,1,6,5
0a19bb70-6a08-4e8c-88af-09cb13eca8cb,2025-03-26 21:01:30.219146+00:00,deepseek,deepseek-reasoner,0,3466,2123,5,3,6,1,7,4,2
