cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a moderate cut in CO2 emissions (at least 25% in over the next 10 years).,P4. Policies that involve a dramatic cut back in CO2 emissions (at least 50% in the next 10 years).,P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
98ce348d-c423-4764-8050-1a2f8dc87ed7,2025-03-20 10:57:36.910436+00:00,google,gemini-2.0-flash,0,3544,230,7,6,4,3,1,5,2
21330cdd-c5aa-4d65-a729-588267be8f8b,2025-03-20 10:57:41.294616+00:00,google,gemini-2.0-flash,0,3544,232,6,7,2,1,5,4,3
3b8b4315-75fe-48fb-b67b-acdb4656bc57,2025-03-20 10:57:45.491368+00:00,google,gemini-2.0-flash,0,3544,236,7,6,5,3,2,4,1
1b6fc375-3ee9-4e86-81e9-67d1d8ef3914,2025-03-20 10:57:49.485556+00:00,google,gemini-2.0-flash,0,3544,232,7,6,5,1,2,4,3
ce38f4f8-a702-4a03-b73b-490ae61f6cdf,2025-03-20 10:57:53.868035+00:00,google,gemini-2.0-flash,0,3544,232,7,6,4,5,1,3,2
ddff623b-b9ee-4649-a2f9-ec165281c42e,2025-03-20 10:57:57.837822+00:00,google,gemini-2.0-flash,0,3544,232,6,7,3,2,4,5,1
bf237fcb-a32f-4ab6-8638-896838eabd4f,2025-03-20 10:58:02.118730+00:00,google,gemini-2.0-flash,0,3544,234,7,6,4,1,5,3,2
d94dc688-2cfe-481e-a26d-11ec4224ec93,2025-03-20 10:58:06.789353+00:00,google,gemini-2.0-flash,0,3544,231,7,6,4,5,1,3,2
ca3e2aff-b084-4946-a55d-b268f88fd9f4,2025-03-20 10:58:10.709594+00:00,google,gemini-2.0-flash,0,3544,233,6,7,4,1,3,2,5
c36b3901-10e7-4a71-af55-6076b454d590,2025-03-20 10:58:14.673764+00:00,google,gemini-2.0-flash,0,3544,231,7,6,3,2,1,4,5
e0ccd748-cdfe-445f-a73b-4d3aa6f141f8,2025-03-25 13:52:07.700334+00:00,google,gemini-2.0-flash,0,3544,230,7,6,4,3,1,5,2
adb9be2a-9b1f-4ae0-90cc-dd78fbdf0b62,2025-03-25 13:52:11.192041+00:00,google,gemini-2.0-flash,0,3544,232,6,7,2,1,5,4,3
f8567473-86bb-4afa-9ee7-7c816e9ea1bf,2025-03-25 13:52:14.255543+00:00,google,gemini-2.0-flash,0,3544,236,7,6,5,3,2,4,1
bb907013-f972-4af4-a7b0-90f17df9c394,2025-03-25 13:52:17.380927+00:00,google,gemini-2.0-flash,0,3544,230,7,6,5,4,1,3,2
095ac6a9-e1d3-4c3d-a083-60a7421e522c,2025-03-25 13:52:20.977292+00:00,google,gemini-2.0-flash,0,3544,230,7,6,4,1,5,3,2
ba10aa2a-5ab5-4999-a28d-ca3cab838871,2025-03-25 13:52:23.897211+00:00,google,gemini-2.0-flash,0,3544,232,6,7,3,4,2,5,1
b3b695cc-bbb4-466b-8bf6-55952aa6c352,2025-03-25 13:52:26.898633+00:00,google,gemini-2.0-flash,0,3544,233,7,6,4,1,5,3,2
30a771f1-af53-41ea-8a46-9839a755cf43,2025-03-25 13:52:30.464274+00:00,google,gemini-2.0-flash,0,3544,231,7,6,4,5,1,3,2
7005309c-0e68-4eb9-a5c2-44530bf431cb,2025-03-25 13:52:33.527717+00:00,google,gemini-2.0-flash,0,3544,230,6,7,4,1,2,3,5
ddc49cdc-73c4-4596-b999-805b41422d5d,2025-03-25 13:52:36.641963+00:00,google,gemini-2.0-flash,0,3544,231,7,6,3,2,1,4,5
bce5fed9-bd63-4e54-a12c-3fc593badfdd,2025-03-27 09:29:01.496256+00:00,google,gemini-2.0-flash,0,3544,230,7,6,3,4,1,5,2
261940f9-845c-4b22-93cc-3f2005d425bf,2025-03-27 09:29:05.003210+00:00,google,gemini-2.0-flash,0,3544,232,6,7,2,1,5,4,3
a5ae1c2e-dc66-4db6-bf64-758d5630b2ac,2025-03-27 09:29:08.115409+00:00,google,gemini-2.0-flash,0,3544,236,7,6,5,3,2,4,1
ec991179-d32d-4806-a879-f2a9cbef654a,2025-03-27 09:29:11.292953+00:00,google,gemini-2.0-flash,0,3544,230,7,6,5,4,1,3,2
cfef3ef1-f76b-4f26-9dea-4a1961780a56,2025-03-27 09:29:14.826571+00:00,google,gemini-2.0-flash,0,3544,230,7,6,4,5,1,3,2
88891035-790d-4cdd-a677-6b438721d63a,2025-03-27 09:29:17.826265+00:00,google,gemini-2.0-flash,0,3544,232,6,7,3,2,4,5,1
d65a4ecc-7c41-48b0-b05e-ad3b31b3508f,2025-03-27 09:29:20.840163+00:00,google,gemini-2.0-flash,0,3544,233,7,6,4,1,5,3,2
ecdb22c5-259c-4d0f-8cdb-b60ed6281678,2025-03-27 09:29:24.694047+00:00,google,gemini-2.0-flash,0,3544,231,7,6,4,5,1,3,2
cc9285cd-3bcc-4bbd-8810-014373cbfa30,2025-03-27 09:29:27.671814+00:00,google,gemini-2.0-flash,0,3544,230,6,7,4,1,2,3,5
5e6e0c81-3516-4a55-a1d9-bfa2ec9fd96b,2025-03-27 09:29:30.773291+00:00,google,gemini-2.0-flash,0,3544,231,7,6,3,2,1,4,5
