cuid,created_at,provider,model,temperature,input_tokens,output_tokens,C1. Democracy is a term which has lost much of its original meaning.,C2. There's a dollar democracy that runs through our supposed democracy.,C3. We are a democratic country.,"C4. The fundamental dynamic of Australian society is that it is one of evolution, not revolution.",C5. We live in a great democracy.,C6. Our political system's strength is that it can change to meet changing circumstances.,C7. The last thing we need is a Canberra 'Big Brother' telling us what we should read and hear.,"C8. If you want your vote to count for anything, then you need to not vote in ignorance, you need to know something about what you're being offered.",C9. In Australia the rich have virtually unlimited access to the legal system and the capacity to use it to achieve their own ends.,"C10. You don't have to wait three years to say 'I'm not happy with the job you did.' You can apply pressure, and enough people writing to the local member can turn the situation around.",C11. I don't think we have a lot of input into legislation and a lot of things that are important.,C12. Sometimes I get a bit worried that there's a lot of small minority groups that tend to get a lot of the say,C13. I don't know too much about democracy. I feel ridiculous voting.,C14. I don't want to be in a place where only a minority's viewpoint gets the right to say what's going to happen.,"C15. The true believers are about decency in life, about a capacity to debate the issues and to receive different views.","C16. We as individuals have a right, that's what democracy means to me","C17. Republicanism is a smokescreen for democratic treachery, incompetence and lunacy.",C18. Our government is attempting to mould our society to the needs of a profit-oriented market,C19. I'm always cynical about government processes.,"C20. Governments can talk a great game about 'democracy'. They fall down, in practice, because they cannot accept any sharing of the power to influence decisions with those who might have different motives and ideas.",C21. I don't think there's anything wrong with people voting for their self-interest.,C22. The true function of government is to maintain peace and justice. This does not include interfering in private transactions of its electors.,"C23. If Australia is to recover from the horrible mess we are in at present, we will need leaders of high principles, who will govern with honesty, justice, and righteousness, fearlessly putting into practice the principles of the Bible.","C24. Our community and nation should invoke a spirit that you are important, that you do have a way of influencing things.","C25. Until women are equally represented in Australian parliaments, we will not have a genuine representative democracy.",C26. I suppose we do have an upper class and a lower class.,C27. The only time we are all equal is when we vote in the ballot box.,"C28. A lot of people may be politically ignorant, but they believe what they see and hear on television, and that makes them vote the way they do. They have been brainwashed by the clever advertising people.","C29. Free markets work because individual people, cooperating peacefully and voluntarily through markets, can achieve much that politicians and bureaucrats cannot achieve using compulsion and direction.",C30. Low female participation rates compound the domination of the public realm by males.,C31. Concluding that some races/cultures are better than others must be avoided.,C32. People get the government they deserve,C33. There is no real difference in ideological terms between the major parties and preference distributions are problematic.,"C34. Too few people have a lot of sway in the system.  Corporate lobbyists, vested interests, pork barrelling and contributions to political parties are all problematic.","C35. The political system is remote and closed and the connection with elected representatives is difficult, they are often faceless.",C36. The party system is the main obstruction to accountable politics.,C37. People are quite capable of processing and thinking about the vast majority of issues facing our society but as long as we are subjected to 'news lite' the level of political debate will remain facile. ,"C38. It would be a great thing if voters could vote on specific issues, not only on a whole party program at election time.",C39. In the Senate there should be elected representatives who are not from the major parties but from smaller interest groups.,"C40. We suffer a Parliamentary Democracy and an archaic and conflict oriented, ""two party system"" where one of two main parties will manipulate us for the next few years. ","C41. The people we elect are loyal not to we dumb bunnies who elected them, but the agenda and dogma of their party. ",C42. Proportional Representation also forces parties to coalesce and moderates out the extreme political views. ,"C43. We should not be afraid of disagreement. Indeed, an important feature of a liberal democracy is respect for conflicting ideas; difference is part of the human condition. ",C44. We should strengthen protections of the free press in order to facilitate a more open and publicly accountable government. ,C45. There is a lot of consultation by govt – but who is listening?  And what power do they have to make changes?,"C46. Democracy means that all policy is exposed to open discussion and debate in a public political space of all citizens before being put to a transparent, accountable vote.","C47. Democracy means we, the people, are responsible for what government does, or fails to do.",C48. Not voting is a form of expression. It's a way of telling parties that no one is offering policies that appeal to you.
e393b45f-b469-439f-9ba3-1eebac8d7cb2,2025-03-20 17:11:20.389343+00:00,openai,gpt-4o,0,4859,283,5,6,8,7,7,8,8,9,7,7,6,5,4,8,8,9,3,6,8,7,7,7,4,9,8,5,8,7,7,7,9,6,6,8,6,7,7,9,8,6,6,8,10,10,6,9,8,6
9b79dafa-8861-4172-b25c-a58ab7d78fb4,2025-03-20 17:11:29.638051+00:00,openai,gpt-4o,0,4861,285,6,7,9,8,9,10,9,10,8,9,7,7,6,8,9,10,5,7,8,7,8,7,5,10,9,7,10,7,10,9,11,6,7,8,7,8,8,9,9,6,8,9,11,10,6,10,9,8
000b47b5-0e7a-4d70-8182-cee260dca439,2025-03-20 17:11:39.315804+00:00,openai,gpt-4o,0,4859,283,7,7,8,8,7,9,8,9,8,8,6,6,3,10,9,10,4,7,7,7,6,8,5,9,9,6,9,8,7,8,11,6,7,8,6,7,8,9,9,5,8,9,10,9,6,10,9,7
b4b57f96-226e-4e9e-8bd4-021ad12b4f13,2025-03-20 17:11:49.342037+00:00,openai,gpt-4o,0,4859,283,7,7,9,8,9,8,8,10,8,9,6,6,5,10,9,9,4,6,7,6,8,5,5,9,9,6,10,7,7,7,10,7,6,8,7,6,8,9,9,7,7,8,10,10,6,10,9,8
a5c8a1d2-e428-47d0-8025-078747c31677,2025-03-20 17:11:59.021661+00:00,openai,gpt-4o,0,4859,283,7,8,8,8,6,8,8,11,8,9,8,7,5,10,9,10,3,8,7,8,9,6,4,9,9,6,9,8,9,7,10,7,7,10,8,7,9,10,9,7,8,9,10,10,7,9,9,8
06265b11-9931-406f-a03d-93bc48773175,2025-03-20 17:12:09.773689+00:00,openai,gpt-4o,0,4861,284,6,7,10,9,10,9,8,10,7,9,5,5,3,8,10,10,4,7,7,6,8,8,4,10,9,8,9,6,8,9,11,6,7,8,5,7,9,10,8,6,7,9,11,10,6,10,9,7
6690008c-4778-49e5-99ec-728a33d91ffe,2025-03-20 17:12:19.088373+00:00,openai,gpt-4o,0,4861,284,7,7,8,8,8,8,8,10,8,9,7,6,5,9,9,9,4,7,7,9,8,7,5,9,9,6,9,7,8,8,10,8,6,8,7,7,8,9,9,6,7,9,11,10,7,10,9,8
d198c783-45f2-4b0e-8a43-f15fb657b8c6,2025-03-20 17:12:28.592979+00:00,openai,gpt-4o,0,4861,280,7,8,9,9,9,10,8,10,9,9,7,7,3,9,9,10,4,7,7,8,8,9,6,10,10,6,8,8,8,9,11,8,7,10,8,7,9,10,9,6,8,9,11,11,7,11,10,8
2f2c59dc-8f2f-4a72-8f39-b161cc353ac2,2025-03-20 17:12:39.360596+00:00,openai,gpt-4o,0,4859,287,7,9,9,8,8,10,9,10,10,8,9,7,5,9,10,11,6,9,9,10,8,8,7,10,10,6,7,9,9,10,11,7,8,10,8,9,9,10,9,9,9,8,11,10,8,10,10,8
d489431d-0bb6-4cfb-9de7-b71198bd21e7,2025-03-20 17:12:54.012967+00:00,openai,gpt-4o,0,4859,285,7,7,9,8,9,9,9,10,8,8,5,6,3,8,9,10,4,7,6,6,8,8,5,9,8,7,9,6,8,7,10,7,6,8,6,7,8,10,9,7,7,9,10,10,6,9,9,7
d2bd9a1e-2299-4458-8746-405c1f8569f6,2025-04-01 09:38:07.400406+00:00,openai,gpt-4o,0,4859,280,7,8,8,8,8,9,8,9,8,9,7,6,3,9,9,10,3,7,6,7,8,7,4,9,10,6,8,7,9,9,10,7,6,8,7,7,8,9,8,5,6,9,10,10,6,9,8,7
