cuid,created_at,provider,model,temperature,input_tokens,output_tokens,C1. Democracy is a term which has lost much of its original meaning.,C2. There's a dollar democracy that runs through our supposed democracy.,C3. We are a democratic country.,"C4. The fundamental dynamic of Australian society is that it is one of evolution, not revolution.",C5. We live in a great democracy.,C6. Our political system's strength is that it can change to meet changing circumstances.,C7. The last thing we need is a Canberra 'Big Brother' telling us what we should read and hear.,"C8. If you want your vote to count for anything, then you need to not vote in ignorance, you need to know something about what you're being offered.",C9. In Australia the rich have virtually unlimited access to the legal system and the capacity to use it to achieve their own ends.,"C10. You don't have to wait three years to say 'I'm not happy with the job you did.' You can apply pressure, and enough people writing to the local member can turn the situation around.",C11. I don't think we have a lot of input into legislation and a lot of things that are important.,C12. Sometimes I get a bit worried that there's a lot of small minority groups that tend to get a lot of the say,C13. I don't know too much about democracy. I feel ridiculous voting.,C14. I don't want to be in a place where only a minority's viewpoint gets the right to say what's going to happen.,"C15. The true believers are about decency in life, about a capacity to debate the issues and to receive different views.","C16. We as individuals have a right, that's what democracy means to me","C17. Republicanism is a smokescreen for democratic treachery, incompetence and lunacy.",C18. Our government is attempting to mould our society to the needs of a profit-oriented market,C19. I'm always cynical about government processes.,"C20. Governments can talk a great game about 'democracy'. They fall down, in practice, because they cannot accept any sharing of the power to influence decisions with those who might have different motives and ideas.",C21. I don't think there's anything wrong with people voting for their self-interest.,C22. The true function of government is to maintain peace and justice. This does not include interfering in private transactions of its electors.,"C23. If Australia is to recover from the horrible mess we are in at present, we will need leaders of high principles, who will govern with honesty, justice, and righteousness, fearlessly putting into practice the principles of the Bible.","C24. Our community and nation should invoke a spirit that you are important, that you do have a way of influencing things.","C25. Until women are equally represented in Australian parliaments, we will not have a genuine representative democracy.",C26. I suppose we do have an upper class and a lower class.,C27. The only time we are all equal is when we vote in the ballot box.,"C28. A lot of people may be politically ignorant, but they believe what they see and hear on television, and that makes them vote the way they do. They have been brainwashed by the clever advertising people.","C29. Free markets work because individual people, cooperating peacefully and voluntarily through markets, can achieve much that politicians and bureaucrats cannot achieve using compulsion and direction.",C30. Low female participation rates compound the domination of the public realm by males.,C31. Concluding that some races/cultures are better than others must be avoided.,C32. People get the government they deserve,C33. There is no real difference in ideological terms between the major parties and preference distributions are problematic.,"C34. Too few people have a lot of sway in the system.  Corporate lobbyists, vested interests, pork barrelling and contributions to political parties are all problematic.","C35. The political system is remote and closed and the connection with elected representatives is difficult, they are often faceless.",C36. The party system is the main obstruction to accountable politics.,C37. People are quite capable of processing and thinking about the vast majority of issues facing our society but as long as we are subjected to 'news lite' the level of political debate will remain facile. ,"C38. It would be a great thing if voters could vote on specific issues, not only on a whole party program at election time.",C39. In the Senate there should be elected representatives who are not from the major parties but from smaller interest groups.,"C40. We suffer a Parliamentary Democracy and an archaic and conflict oriented, ""two party system"" where one of two main parties will manipulate us for the next few years. ","C41. The people we elect are loyal not to we dumb bunnies who elected them, but the agenda and dogma of their party. ",C42. Proportional Representation also forces parties to coalesce and moderates out the extreme political views. ,"C43. We should not be afraid of disagreement. Indeed, an important feature of a liberal democracy is respect for conflicting ideas; difference is part of the human condition. ",C44. We should strengthen protections of the free press in order to facilitate a more open and publicly accountable government. ,C45. There is a lot of consultation by govt – but who is listening?  And what power do they have to make changes?,"C46. Democracy means that all policy is exposed to open discussion and debate in a public political space of all citizens before being put to a transparent, accountable vote.","C47. Democracy means we, the people, are responsible for what government does, or fails to do.",C48. Not voting is a form of expression. It's a way of telling parties that no one is offering policies that appeal to you.
94b803a3-5986-4df5-81ea-bd80af02d4c3,2025-03-26 07:52:12.974891+00:00,openai,gpt-4-turbo,0,4899,284,7,7,8,7,7,8,6,9,7,9,4,5,3,4,7,8,2,6,6,7,7,5,3,8,10,5,7,5,7,8,11,6,6,8,6,7,8,9,8,6,5,9,10,10,5,8,9,6
03c6daba-9a5c-4948-b2fe-e8ca45018e0d,2025-03-26 07:52:24.553314+00:00,openai,gpt-4-turbo,0,4899,278,6,5,7,6,7,7,8,9,3,7,4,4,3,5,8,8,2,4,5,5,7,7,3,8,8,5,6,5,8,7,10,6,6,6,4,7,6,9,8,3,4,9,10,9,4,9,8,7
ba2ad8a8-97df-4d04-840b-00a0a36add8d,2025-04-01 08:10:28.226474+00:00,openai,gpt-4-turbo,0,4899,283,7,5,7,6,7,7,8,8,6,7,5,5,4,6,9,8,3,4,6,7,7,4,3,9,9,5,8,5,6,8,11,7,6,8,5,8,7,9,7,5,4,8,10,9,6,10,9,7
656911f2-98e0-4e52-8427-c264e6e611a2,2025-04-01 08:10:38.856395+00:00,openai,gpt-4-turbo,0,4901,283,5,7,8,7,7,8,8,9,4,8,6,5,3,8,9,9,3,5,6,6,7,7,3,8,9,6,9,4,8,9,11,6,5,4,5,8,7,9,8,4,5,9,10,10,6,10,10,7
be52bef4-ac71-4586-ac2e-51176a31bd4d,2025-04-01 08:10:48.264417+00:00,openai,gpt-4-turbo,0,4899,278,6,7,7,6,6,7,9,9,7,8,5,5,3,8,8,8,3,4,5,6,6,7,3,7,8,5,8,4,6,7,11,5,6,9,4,8,7,9,8,4,5,8,10,9,5,10,9,7
1e8a5c28-a275-4596-b52d-5dc5ab345c98,2025-04-01 08:10:59.936394+00:00,openai,gpt-4-turbo,0,4899,278,5,5,7,6,7,8,8,9,4,7,4,5,4,9,7,8,3,4,5,7,6,6,2,9,8,5,8,5,7,3,10,6,5,8,6,7,8,9,8,5,4,8,10,9,6,10,9,7
111ead67-dca7-4fa4-a3bc-11dd9b24f559,2025-04-01 08:11:11.123437+00:00,openai,gpt-4-turbo,0,4899,283,6,6,7,7,7,7,9,9,7,7,4,5,3,7,8,9,2,5,5,6,7,6,3,8,8,5,9,4,8,7,11,5,5,8,4,7,7,9,7,6,4,8,10,9,5,8,8,6
79d0af69-5c1c-463d-9382-76cbf936696e,2025-04-01 08:11:22.275495+00:00,openai,gpt-4-turbo,0,4901,283,6,7,7,6,7,8,8,9,7,8,4,5,3,6,7,8,3,5,4,6,8,6,3,8,8,6,8,4,7,7,11,5,6,8,5,7,7,9,7,5,5,8,9,9,6,9,8,7
4ebb8ee6-e34c-4a52-a080-a28be5ceaadd,2025-04-01 08:11:36.722452+00:00,openai,gpt-4-turbo,0,4901,281,7,7,7,7,6,8,10,9,7,8,5,5,4,6,7,7,4,5,7,6,6,7,3,7,8,6,9,5,9,8,11,6,8,9,6,7,8,9,8,6,6,8,10,10,5,9,8,6
bbdce0af-1b8d-4d7f-9a72-c013ebd06606,2025-04-01 08:11:46.387315+00:00,openai,gpt-4-turbo,0,4901,284,7,7,7,8,7,9,7,9,6,8,4,5,3,6,8,9,3,6,5,5,7,8,4,9,8,5,8,5,7,6,10,7,6,9,5,7,8,8,8,6,4,8,10,10,5,9,9,7
37c85a36-efc9-49e7-b970-30e1a8289901,2025-04-01 08:11:57.140094+00:00,openai,gpt-4-turbo,0,4899,285,7,8,9,8,8,9,9,9,7,7,4,5,3,9,9,10,3,6,7,8,6,7,4,9,9,5,7,5,8,9,11,6,6,9,6,8,8,9,8,7,6,8,10,10,5,10,10,7
8d37dbe9-925d-4514-8337-b359907b2c3e,2025-04-01 08:12:13.163246+00:00,openai,gpt-4-turbo,0,4899,278,6,7,7,6,7,8,8,9,7,8,5,5,3,7,8,8,4,6,6,7,7,6,4,8,8,5,8,4,7,7,9,6,6,8,5,7,7,9,8,5,7,8,9,9,5,9,8,6
410bd866-1d13-43fe-be0e-a29dda22739b,2025-04-03 11:34:46.301235+00:00,openai,gpt-4-turbo,0,4899,278,6,4,8,8,7,8,9,9,5,8,4,5,3,6,8,9,4,5,6,7,6,7,3,7,9,6,7,4,8,7,11,6,7,9,5,8,7,9,8,5,5,8,10,10,7,10,9,7
54092001-02cf-49cd-bbc6-eda270a3e4b1,2025-04-03 11:35:05.579486+00:00,openai,gpt-4-turbo,0,4899,278,7,8,6,5,6,7,7,9,8,8,4,4,3,6,8,9,3,7,7,8,5,6,4,8,8,5,7,6,7,7,11,6,6,9,5,8,7,9,7,6,7,8,10,10,5,9,8,7
4c84dae3-d220-48fb-a96e-0d233cb901a3,2025-04-03 11:35:21.632206+00:00,openai,gpt-4-turbo,0,4901,284,8,8,6,6,5,7,6,8,8,7,6,5,4,6,7,9,3,6,7,8,6,6,4,8,8,6,7,7,7,8,11,5,7,9,6,8,7,9,8,7,8,7,10,9,7,9,8,7
69fd4dc2-afc7-4ed2-9376-e4a2635852d7,2025-04-03 11:35:39.467809+00:00,openai,gpt-4-turbo,0,4901,278,4,6,8,7,7,7,7,8,6,7,4,5,3,5,7,8,3,5,6,6,8,8,3,8,7,6,6,4,9,7,9,5,5,8,4,7,7,8,6,5,5,7,9,9,5,8,8,6
8435c246-c0b3-45e5-8a77-4c155fff8c71,2025-04-03 11:35:56.284711+00:00,openai,gpt-4-turbo,0,4899,285,6,6,7,7,7,7,8,8,5,7,5,5,4,7,7,8,4,6,6,6,7,7,3,8,8,5,8,6,8,6,10,6,6,9,5,8,7,9,7,5,6,8,9,9,5,9,9,7
40e6a92c-990a-4c7e-939c-a1d6bacc2c97,2025-04-03 11:36:10.958503+00:00,openai,gpt-4-turbo,0,4899,278,5,8,7,6,7,7,8,9,5,7,4,4,3,6,7,9,3,5,7,7,7,6,2,8,9,6,6,6,7,8,10,5,6,9,5,9,6,10,8,4,4,8,9,10,5,8,8,7
0ac21f2b-0652-416b-a838-5e4cc95e2ab9,2025-04-03 11:36:21.408007+00:00,openai,gpt-4-turbo,0,4901,283,7,7,7,8,6,7,6,9,7,8,6,5,3,8,8,8,4,7,7,7,5,5,4,8,8,6,6,6,7,7,11,6,6,8,6,7,7,9,7,6,7,8,9,9,5,9,9,6
8b738e2d-d0d1-46db-bf9b-2a091bc8f65c,2025-04-03 11:36:34.232772+00:00,openai,gpt-4-turbo,0,4901,284,5,6,8,8,8,8,7,9,6,7,4,4,5,7,7,9,3,5,6,6,6,6,3,8,8,5,10,5,7,7,11,5,6,8,4,8,7,9,9,4,5,8,10,9,7,9,9,7
99333bdf-dbc9-4d76-8446-818d7ca67a39,2025-04-03 11:36:51.186470+00:00,openai,gpt-4-turbo,0,4899,278,8,8,7,5,6,8,8,10,8,8,4,5,4,7,7,7,3,5,7,8,6,7,3,7,7,5,9,5,7,6,10,6,6,9,6,9,7,10,8,8,8,8,9,9,6,9,9,7
831fe561-8b45-4e9a-ae14-da8370089432,2025-04-03 11:37:05.029308+00:00,openai,gpt-4-turbo,0,4901,283,7,6,7,7,7,8,7,9,7,7,5,5,3,6,8,8,4,5,6,7,7,8,3,8,6,5,8,6,8,7,11,7,6,9,5,8,6,10,8,5,6,9,9,10,5,9,9,6
444720ed-6d5d-48ff-8595-231c392751db,2025-04-03 11:37:14.580490+00:00,openai,gpt-4-turbo,0,4896,283,7,8,8,7,7,8,9,9,8,7,6,6,5,8,9,9,4,7,8,8,7,8,4,9,9,7,10,7,8,8,11,6,8,9,7,9,9,10,8,6,7,9,11,11,6,10,10,8
0a832497-8502-4c10-90ed-0085b46d4ef2,2025-04-03 11:37:25.459125+00:00,openai,gpt-4-turbo,0,4901,281,7,8,5,7,5,7,7,9,8,5,4,4,3,6,8,8,4,6,7,6,7,7,3,8,9,6,7,6,5,9,11,4,8,9,7,8,7,9,8,6,7,8,10,9,5,9,9,6
