cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a dramatic cut back in CO2 emissions (by 50% in the next 10 years).,P4. Policies that involve a moderate cut in CO2 emissions (by 25% in over the next 10 years).,"P5. Adaptation policies and expenditure (e.g. coastal protection, water desalinisation, improving infrastructure etc). Planning controls and emergency response programs.","P6. Adaptation policies that target individual, small business or community-based actions (eg support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change. 
b0ff4596-59f3-4261-8de3-03ad3c558165,2025-03-24 10:24:23.933053+00:00,deepseek,deepseek-chat,0,3231,221,6,7,2,5,3,4,1
3624704f-cf67-478c-896a-9177b3674668,2025-03-24 10:24:45.119138+00:00,deepseek,deepseek-chat,0,3231,221,7,6,2,3,1,5,4
cbd93eb1-d7a2-4896-8643-4c3f3d0fa039,2025-03-24 10:25:05.778011+00:00,deepseek,deepseek-chat,0,3231,220,7,6,3,2,4,1,5
843bca06-9fe6-4141-bc33-760b67ec394f,2025-03-24 10:25:29.657507+00:00,deepseek,deepseek-chat,0,3231,220,6,7,1,5,4,2,3
de77c7a1-8d86-4949-9923-ea43cad6172f,2025-03-24 10:25:53.864754+00:00,deepseek,deepseek-chat,0,3231,217,5,7,1,2,3,4,6
f00a309e-9223-4cf7-b229-c4e3cf00e324,2025-03-24 10:26:15.941173+00:00,deepseek,deepseek-chat,0,3231,218,7,6,1,2,3,5,4
0cb76d05-f7ed-43c2-9e3c-a5945e882c5d,2025-03-24 10:26:38.877362+00:00,deepseek,deepseek-chat,0,3231,218,5,6,2,7,3,4,1
34046e10-710b-434f-8bbf-adfd0cd231bf,2025-03-24 10:26:59.865634+00:00,deepseek,deepseek-chat,0,3231,221,4,7,3,5,1,2,6
93e4010f-9733-47f6-bf73-273d2439dee3,2025-03-24 10:27:21.986929+00:00,deepseek,deepseek-chat,0,3231,222,7,6,4,3,5,2,1
6794ee21-8559-407e-9af9-7790aba2f1ff,2025-03-24 10:27:43.081916+00:00,deepseek,deepseek-chat,0,3231,220,6,5,4,3,1,2,7
e6ccabb1-f4d2-4593-8cbf-7f85fb32613a,2025-03-26 21:05:12.649511+00:00,deepseek,deepseek-chat,0,3231,217,7,6,2,4,5,3,1
5fccedb0-4e1c-4f87-b5b4-34ed209d4600,2025-03-26 21:05:34.104074+00:00,deepseek,deepseek-chat,0,3231,219,6,4,3,7,2,5,1
a895a295-dc63-4da0-855d-98641e15f2a2,2025-03-26 21:05:54.965605+00:00,deepseek,deepseek-chat,0,3231,216,2,1,7,6,5,3,4
51ed3651-af52-4e9c-a2e9-061be22e2a76,2025-03-26 21:06:13.926441+00:00,deepseek,deepseek-chat,0,3231,216,7,6,2,1,5,4,3
ab284f31-18ca-44c9-8e02-3e5cc53b9284,2025-03-26 21:06:35.865837+00:00,deepseek,deepseek-chat,0,3231,218,7,5,4,3,6,2,1
304a85df-b5e9-4303-8238-8173cd954d86,2025-03-26 21:06:56.201960+00:00,deepseek,deepseek-chat,0,3231,221,4,6,5,3,1,2,7
b5d4153a-4245-4993-8e3c-18cb1bd1e7fe,2025-03-26 21:07:16.685935+00:00,deepseek,deepseek-chat,0,3231,219,7,1,6,5,2,4,3
6f8512b9-a688-4dc3-ad2b-6705aa8895d2,2025-03-26 21:07:38.655716+00:00,deepseek,deepseek-chat,0,3231,218,3,7,5,1,2,6,4
7114d7e5-671d-42eb-90b9-74ca241e61cf,2025-03-26 21:07:57.848543+00:00,deepseek,deepseek-chat,0,3231,222,7,6,4,2,5,1,3
aed7912f-8072-4fd3-9685-0ada4bf7fa02,2025-03-26 21:08:20.964217+00:00,deepseek,deepseek-chat,0,3231,220,7,1,5,4,6,3,2
9cd2ee48-747e-45b3-958a-cce7cd06f818,2025-03-26 21:08:41.195015+00:00,deepseek,deepseek-chat,0,3231,220,6,7,1,3,2,5,4
622e192f-39eb-4ca2-bde2-efbc0d4cd9bd,2025-03-26 21:09:02.944612+00:00,deepseek,deepseek-chat,0,3231,219,7,6,1,4,2,3,5
785e1e05-730f-4ef8-a5c5-ee6db8787255,2025-03-26 21:09:25.083940+00:00,deepseek,deepseek-chat,0,3231,220,7,5,1,3,2,6,4
3a980843-d549-4372-adcb-ebb49a18b5bc,2025-03-26 21:09:46.270696+00:00,deepseek,deepseek-chat,0,3231,222,6,7,2,3,4,5,1
87d93007-fc42-458a-9f6a-eefa8fe1be18,2025-03-26 21:10:08.303147+00:00,deepseek,deepseek-chat,0,3231,217,7,6,1,4,2,5,3
bf0c3232-87c5-4bae-97a6-d635e75d83cf,2025-03-26 21:10:29.708254+00:00,deepseek,deepseek-chat,0,3231,216,6,7,5,4,2,3,1
5aeb28c8-f75f-43df-b2f5-cf2f339e3482,2025-03-26 21:10:53.257812+00:00,deepseek,deepseek-chat,0,3231,217,4,7,1,5,2,6,3
1e66ede0-e7fa-40af-a03f-0073cef83194,2025-03-26 21:11:13.736525+00:00,deepseek,deepseek-chat,0,3231,218,7,6,5,3,2,4,1
aa37bf73-82c2-4520-894e-4b96acf344d2,2025-03-26 21:11:34.521398+00:00,deepseek,deepseek-chat,0,3231,220,6,7,5,3,4,2,1
ac07f37a-de26-428a-83d1-0042a8b3bc3b,2025-03-26 21:11:57.774152+00:00,deepseek,deepseek-chat,0,3231,216,6,7,5,3,4,2,1
e7765760-bcdc-4f37-8492-dedd1f807505,2025-03-27 08:21:59.193348+00:00,deepseek,deepseek-chat,0,3231,217,7,6,4,2,1,5,3
cfb084f8-f206-40f0-83ad-7637e4737de3,2025-03-27 08:22:23.604806+00:00,deepseek,deepseek-chat,0,3231,220,7,4,5,1,6,3,2
