cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Wind,P2. Biomass,P3. Coal with CO2 Burial,P4. Hydroelectric,P5. Natural Gas,P6. Geothermal Energy,P7. Solar Energy,P8. Nuclear Energy,P9. Coal
1a2aa71a-c667-41e5-b13f-52aa63a3ac6f,2025-03-20 11:56:26.777898+00:00,google,gemini-1.5-flash,0,4949,330,4,9,6,7,8,5,3,1,2
89014a55-cfb4-4f89-b72d-922dd92a7fca,2025-03-20 11:56:32.291111+00:00,google,gemini-1.5-flash,0,4947,325,7,6,2,3,8,4,5,1,9
3967a6ee-5e27-4b5d-b631-7da0f5fa2c00,2025-03-20 11:56:37.511045+00:00,google,gemini-1.5-flash,0,4947,323,4,2,5,9,3,8,1,7,6
c14ae7c3-437f-484a-bdd8-26e1408b57d4,2025-03-20 11:56:42.736028+00:00,google,gemini-1.5-flash,0,4945,322,3,4,8,5,7,1,6,2,9
5ce92f4d-2f2d-4541-b8c1-1631b86cea59,2025-03-20 11:56:47.934481+00:00,google,gemini-1.5-flash,0,4947,328,9,6,7,3,1,2,4,5,8
bbbb81ed-cdb2-4038-86bc-78f32d892b74,2025-03-20 11:56:53.237570+00:00,google,gemini-1.5-flash,0,4945,323,9,5,4,2,6,7,3,1,8
65604fd8-e5dd-43c2-9af4-9fc1f8ddc411,2025-03-20 11:56:58.504726+00:00,google,gemini-1.5-flash,0,4939,320,4,6,1,7,3,5,8,2,9
1dbb6ba3-e426-492b-ba8c-c479d55a6f01,2025-03-20 11:57:03.931561+00:00,google,gemini-1.5-flash,0,4947,325,2,4,6,7,9,5,3,1,8
5854a1dc-e26f-492a-96b4-175aa8b9589c,2025-03-20 11:57:09.203056+00:00,google,gemini-1.5-flash,0,4941,322,6,8,2,7,4,3,5,1,9
f114e0b4-a8ec-40e3-a032-1e27ace163cd,2025-03-20 11:57:14.686251+00:00,google,gemini-1.5-flash,0,4951,327,7,3,2,6,5,8,4,1,9
ddfef6b3-dc01-4fb8-89b3-fdbd12bc2f51,2025-03-21 13:37:44.299150+00:00,google,gemini-1.5-flash,0,4947,326,1,3,5,8,6,2,7,4,9
759aee6b-8f36-4e5b-a668-0c5c7f91708d,2025-03-21 13:37:48.445416+00:00,google,gemini-1.5-flash,0,4943,323,6,2,8,5,3,7,4,1,9
9e52a7b3-7852-4ce9-96d9-f1b1142b0035,2025-03-21 13:37:52.658959+00:00,google,gemini-1.5-flash,0,4951,328,3,5,7,8,4,6,1,2,9
9efb54eb-6b20-4089-bea6-b5001e659f8b,2025-03-21 13:37:57.138480+00:00,google,gemini-1.5-flash,0,4941,325,5,4,6,9,2,3,8,1,7
3814ea2e-3d4a-4759-885e-ea81a2c09548,2025-03-21 13:38:01.581163+00:00,google,gemini-1.5-flash,0,4943,325,6,5,4,7,3,2,8,1,9
