cuid,created_at,provider,model,temperature,input_tokens,output_tokens,"C1. Public funds should pay for biobanks, instead of private companies.",C2. The community that provides samples for research should receive improved medical services in return.,C3. People should be paid for providing their samples to a biobank.,C4. Information about people's genes and the traits they inherit from their parents is more private than their medical records.,C5. The confidentiality of personal medical information is critical in any circumstance where research is being conducted.,C6. High-priced genetic research is diverting funds that could be used to promote public health in other ways.,C7. Race is a useful topic for genetic studies,C8. Collecting samples from people in an ethnic or cultural group is acceptable only if the whole group has agreed to participate.,C9. Religious groups need to be asked for their views about biobanks and genetic research.,C10. Genetic studies will lead to the discrimination of people living with genetic conditions or disabilities.,C11. Genetic studies of race on ethnic or cultural groups will lead to the discrimination of those groups.,C12. The priorities for health should be to reduce inequalities and the burden of disease.,C13. Biobanks are valuable even if they only advance science (e.g. provide new information about diseases) and do not lead to treatments or cures.,"C14. It is always acceptable to do research on samples that identify me, without my prior permission.",C15. There is no point asking the public for their views on the ethical issues in science and technology.,C16. Genetic research will improve our lives.,C17. Deciding how to regulate biobanks should be left to the government.,C18. There is no risk to the people who provide samples and information to biobanks.,C19. Policy makers need to consider whether WA should not have biobanks.,C20. My sample should never be permanently anonymized since I should be contacted about important research results,C21. Researchers and institutions (e.g. hospitals and universities) should be allowed to use samples for research but they should not own them.,C22. I should be asked for my permission every time researchers want to use my samples for research,C23. There must be special consideration of the views of Aboriginal people towards healthcare and genetic research.,C24. Improved health is more likely to come from educating people about their diet and lifestyle than from biobanks.,C25. People with a [chronic disease or] genetic condition in their family have a responsibility to be involved in genetic research.,C26. People should always be able to withdraw their sample from research at any time.,C27. I should have property rights to my tissues before and after they leave my body,C28. People who provide samples for research should get special access to the treatments that result from this research.,C29. Permission from the indigenous community must be sought if samples are collected from indigenous peoples.,C30. People who provide samples should be active in the set up and ongoing management of biobanks.,C31. Biobanks will only lead to high profits and expensive treatments that most people can't afford.,"C32. I do not mind if researchers have access to my samples, when there is no way I can be identified.","C33. I trust independent research ethics committees, which are not connected to the biobank in anyway, to decide whether research is ethical and approve who gets access to my samples.",C34. I trust researchers to make sure only approved people get access to my samples,C35. We should all provide samples to biobanks because it will benefit everyone.,C36. I do not mind if my sample is connected to my name and medical information.,C37. The fact that we cannot predict what biobanks will be used for in the future bothers me.,C38. Profits from biobanking should be shared in some way with the community who provided the samples.,"C39. Biobanks need to be monitored and reviewed by external, independent people to prevent the misuse of data and samples.","C40. The biobank owner should be able to sell any information they have about my genes, if they want to.","C41. I don't mind if my samples are connected to my medical records without my prior permission, so long as researchers don't get access to any data that identifies me.",C42. I trust biobanks with managers who are independent of researchers to make sure only approved people get access to my samples,C43. It's OK if data that identifies me is stored in a separate database and replaced in the biobank by a unique non-identifying code.,C44. Commercial companies should keep all the profits they make from biobanking because they take the financial risks and put up the money to develop new drugs and treatments.,"C45. Commercial companies should get access to biobanks, otherwise new drugs and treatments will not be developed.",C46. It is acceptable for samples and information that doesn't identify me to be sent to researchers overseas.,C47. People should be told if commercial companies could get access to their samples and information.,C48. The public will be more protected if biobanks are government-funded not privately funded.,C49. Biobanks are valuable because they promise huge benefits for our economy.
18db8db2-92de-44a2-82c6-f4f01315f475,2025-03-24 20:34:35.702769+00:00,deepseek,deepseek-reasoner,0,4879,3389,9,9,5,8,11,8,4,8,6,7,7,11,7,1,2,9,7,2,5,6,7,5,10,6,2,11,11,7,11,8,7,8,8,5,3,3,6,9,10,1,6,8,8,3,6,7,9,8,7
d6125299-943f-4ec2-ba23-718c60798d3c,2025-03-24 20:36:35.154104+00:00,deepseek,deepseek-reasoner,0,4876,2498,8,8,5,8,11,7,4,8,7,8,8,10,8,1,2,8,7,2,4,6,8,5,11,5,6,11,7,7,11,7,4,7,9,6,6,3,7,9,10,1,5,9,9,3,7,7,10,8,6
770bf75f-be74-4ac6-8c43-17f9deb6d645,2025-03-24 20:38:10.367716+00:00,deepseek,deepseek-reasoner,0,4879,3549,8,8,5,9,11,7,3,8,7,8,7,10,10,1,2,9,6,2,5,7,7,3,10,8,5,11,6,4,11,7,3,8,8,5,8,5,7,9,9,1,3,7,8,4,6,7,10,6,6
6ce8d837-de0b-40f0-96b2-792e8cf62128,2025-03-24 20:40:15.915816+00:00,deepseek,deepseek-reasoner,0,4876,1700,9,8,6,9,11,7,5,10,8,8,8,11,10,2,2,9,8,3,3,6,8,5,10,7,6,10,10,4,11,8,8,8,8,7,5,3,7,9,11,1,7,8,8,3,7,7,10,9,7
d0ad3f1c-e8b5-48bf-9236-d9142b10794e,2025-03-24 20:41:24.705898+00:00,deepseek,deepseek-reasoner,0,4879,2768,8,8,4,9,11,7,4,9,7,9,9,10,8,1,1,9,8,1,2,6,7,3,10,5,5,10,10,3,10,8,7,7,6,5,6,2,8,8,9,1,6,7,7,3,6,7,9,8,5
be7668bb-46af-4357-8858-962aca8a7dc0,2025-03-24 20:43:07.840501+00:00,deepseek,deepseek-reasoner,0,4879,2843,8,8,3,10,11,8,3,9,8,9,9,10,9,1,2,9,7,2,5,5,7,4,11,7,4,10,4,5,11,7,8,9,8,6,6,2,8,8,10,1,6,8,9,3,7,8,10,9,6
aa8a2a35-2f88-4aab-9526-fbbd38aa6e5a,2025-03-24 20:44:51.360905+00:00,deepseek,deepseek-reasoner,0,4879,3658,8,8,6,9,11,7,4,9,8,8,8,10,9,2,1,9,7,2,3,6,7,4,11,5,5,11,11,3,11,9,7,8,7,6,7,3,7,10,10,1,6,8,8,2,6,7,10,8,6
75b0f0bb-8474-4e36-be5d-f0de1bce26d2,2025-03-24 20:46:58.213359+00:00,deepseek,deepseek-reasoner,0,4879,4621,9,8,4,9,11,7,4,9,7,8,8,10,9,1,1,8,7,2,5,6,8,5,10,6,5,10,8,3,11,6,7,8,8,5,6,3,7,9,10,1,7,8,8,2,6,7,10,8,6
16f41e1f-8077-4808-9134-249bad85886a,2025-03-24 20:49:36.245480+00:00,deepseek,deepseek-reasoner,0,4879,2594,9,8,4,9,11,7,5,9,7,8,9,11,8,2,1,9,6,2,4,7,8,10,10,7,8,11,7,6,11,7,8,8,7,6,6,2,7,8,10,1,7,7,8,3,6,7,10,8,6
28a39331-b9bd-420e-87cb-71c9562a384d,2025-03-24 20:51:12.452764+00:00,deepseek,deepseek-reasoner,0,4879,3139,8,8,6,9,10,7,4,10,7,9,9,10,8,1,1,8,6,1,3,6,7,7,10,5,3,10,6,5,11,8,7,8,8,5,7,3,7,9,10,1,7,8,8,4,6,7,11,8,6
