cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Ban Begging within Sweden,P2. Deport any immigrants found begging on the streets who have stayed in Sweden longer than three months,P3. Enforce existing laws without special consideration for beggars,P4. Forbid giving money to beggars,P5. Focus resources on addressing the the problem in source countries such as Romania,P6. Ban Illegal Settlements,P7. Provide accommodation for beggars (more)
01445ef5-fe51-476a-adb3-f54bb7431b29,2025-03-20 11:45:21.738808+00:00,google,gemini-1.5-flash,0,3713,292,7,5,4,6,1,3,2
d62a35f3-0a0c-44eb-990e-8a5596573eaa,2025-03-20 11:45:27.089403+00:00,google,gemini-1.5-flash,0,3713,296,6,7,3,5,4,1,2
524370ab-cec5-49bd-829b-bdc7a1e85733,2025-03-20 11:45:32.111888+00:00,google,gemini-1.5-flash,0,3713,295,6,5,2,7,4,1,3
743668eb-ca22-4de2-b22e-8de70f97a903,2025-03-20 11:45:37.097062+00:00,google,gemini-1.5-flash,0,3713,297,6,5,1,7,3,2,4
378cf27f-78aa-42ea-bfb1-66ca742c24ef,2025-03-20 11:45:42.453868+00:00,google,gemini-1.5-flash,0,3713,293,5,7,3,6,1,2,4
9374b6a8-d60d-4ff8-bb6d-4a2df151bd24,2025-03-20 11:45:47.674333+00:00,google,gemini-1.5-flash,0,3713,292,6,4,1,7,2,5,3
d3d19304-e329-49e4-8b97-e8bb921ca4b7,2025-03-20 11:45:52.697148+00:00,google,gemini-1.5-flash,0,3713,293,6,5,4,7,2,3,1
45cad980-f888-4e27-b229-711cdf04a64c,2025-03-20 11:45:57.786293+00:00,google,gemini-1.5-flash,0,3713,292,6,4,2,7,1,3,5
cde0ccd4-9219-4c84-b7a8-84c9e9496beb,2025-03-20 11:46:02.934861+00:00,google,gemini-1.5-flash,0,3713,294,2,4,3,7,1,5,6
1b50fe0e-b753-4acb-9bf9-5bab255378c2,2025-03-20 11:46:07.953286+00:00,google,gemini-1.5-flash,0,3713,293,2,7,3,6,1,5,4
2872d7f0-f290-4808-8c90-0f8d6f2cabc6,2025-03-21 11:35:38.593739+00:00,google,gemini-1.5-flash,0,3713,295,7,5,4,6,1,3,2
24629aab-ae93-47fa-9063-e3de2fb798d3,2025-03-21 11:35:42.966147+00:00,google,gemini-1.5-flash,0,3713,296,6,7,3,5,4,1,2
f4c6a0ef-9716-4bbc-ae75-12d33161f293,2025-03-21 11:35:47.461488+00:00,google,gemini-1.5-flash,0,3713,295,6,5,2,7,4,1,3
aea26b32-03d2-4df5-82ef-5c5a42c76618,2025-03-21 11:35:51.623430+00:00,google,gemini-1.5-flash,0,3713,295,6,5,1,7,3,2,4
e7ca2879-3cef-4981-82c4-669f6da887c4,2025-03-21 11:35:55.663847+00:00,google,gemini-1.5-flash,0,3713,293,5,7,3,6,1,2,4
df4d7666-d842-4661-a0a3-f8799bdccb9a,2025-03-21 11:36:00.319804+00:00,google,gemini-1.5-flash,0,3713,297,6,4,1,7,3,5,2
3c84b1d3-0c67-40f4-a0db-0fd3416a2c30,2025-03-21 11:36:04.570550+00:00,google,gemini-1.5-flash,0,3713,292,6,4,1,7,5,2,3
13b12abe-eee4-4cb1-b421-c74773ecdc9d,2025-03-21 11:36:08.544684+00:00,google,gemini-1.5-flash,0,3713,297,6,4,2,7,1,3,5
29fd11d2-3e2b-46c0-99e5-301c97d9cb6d,2025-03-21 11:36:12.762048+00:00,google,gemini-1.5-flash,0,3713,295,2,6,3,7,4,5,1
d8068444-dbdf-4660-856f-664d03c39e49,2025-03-21 11:36:16.859223+00:00,google,gemini-1.5-flash,0,3713,294,2,7,3,6,1,5,4
c600375a-ff0a-482e-a204-a58e757f55c7,2025-03-21 11:36:20.929368+00:00,google,gemini-1.5-flash,0,3713,293,5,7,2,6,1,4,3
2051f361-d719-474c-8ac0-602c5f67337f,2025-03-21 11:36:24.948807+00:00,google,gemini-1.5-flash,0,3713,293,7,3,5,6,1,4,2
e46e0f79-5149-4985-ba79-70e12759c1ed,2025-03-21 11:36:29.148324+00:00,google,gemini-1.5-flash,0,3713,294,5,6,1,7,4,3,2
866ed130-297e-49b0-b47d-b3f4b883e048,2025-03-21 11:36:39.757865+00:00,google,gemini-1.5-flash,0,3713,292,6,7,5,2,1,4,3
7ee719c9-2cd3-41d2-aa46-de976f2a7bb4,2025-03-21 11:36:43.713736+00:00,google,gemini-1.5-flash,0,3713,297,6,7,1,4,2,5,3
4b386adc-ec29-41e7-b2c5-c63c1072c630,2025-03-21 11:36:47.846799+00:00,google,gemini-1.5-flash,0,3713,299,7,6,2,5,4,3,1
6a5f7421-57ee-49dd-bfeb-1c748e207e9f,2025-03-21 11:36:51.947035+00:00,google,gemini-1.5-flash,0,3713,293,6,7,1,5,4,3,2
dfe79b0e-af36-4753-96df-c92ba1c9764a,2025-03-21 11:36:55.974934+00:00,google,gemini-1.5-flash,0,3713,297,5,3,2,7,1,6,4
d1cebece-5c1d-4e1c-844c-98ac6e47fe72,2025-03-21 11:37:00.114224+00:00,google,gemini-1.5-flash,0,3713,296,5,7,3,4,1,6,2
d01e849f-a62e-49be-a421-54790786070f,2025-03-21 11:37:07.344524+00:00,google,gemini-1.5-flash,0,3713,293,6,7,3,5,1,2,4
3a628e90-4663-48df-a3ff-f1df859bf433,2025-03-21 11:37:11.260970+00:00,google,gemini-1.5-flash,0,3713,294,5,6,4,7,1,3,2
842ea4a9-6de9-4e7b-8065-0baa4abd41e7,2025-03-21 11:37:15.292557+00:00,google,gemini-1.5-flash,0,3713,297,6,7,1,5,2,3,4
50249cf7-80a3-4fde-b31d-c44edcc9eb55,2025-03-21 11:37:19.527917+00:00,google,gemini-1.5-flash,0,3713,297,2,7,5,6,1,4,3
12f0fb9b-c3b3-4e98-905c-87a098be98ff,2025-03-21 11:37:23.723636+00:00,google,gemini-1.5-flash,0,3713,295,6,5,3,7,1,4,2
843604f8-b2d0-4f30-85f5-4fe7a1698eaf,2025-03-21 11:37:27.938936+00:00,google,gemini-1.5-flash,0,3713,292,6,7,3,5,1,4,2
4e20a8fe-dfa2-4a0b-9b8f-555fb4f811a4,2025-03-21 11:37:31.951790+00:00,google,gemini-1.5-flash,0,3713,297,3,7,5,6,1,4,2
82e6d01a-6ee6-4118-b8a9-04ab14da0e58,2025-03-21 11:37:36.118846+00:00,google,gemini-1.5-flash,0,3713,292,6,7,4,2,1,3,5
7527804a-ff7b-45eb-a7c9-7cfcd267e33e,2025-03-21 11:37:40.213659+00:00,google,gemini-1.5-flash,0,3713,293,3,7,4,5,2,6,1
a61370af-7128-43af-86cd-657507cc4384,2025-03-21 11:37:44.207704+00:00,google,gemini-1.5-flash,0,3713,297,6,7,1,3,4,5,2
b9e40bd5-61d3-4667-93bd-88c097c9a64b,2025-03-21 11:37:48.198467+00:00,google,gemini-1.5-flash,0,3713,292,6,2,3,7,1,4,5
b27e28da-5dfc-4fc2-8ed2-304883306972,2025-03-21 11:37:55.475302+00:00,google,gemini-1.5-flash,0,3713,293,3,7,1,6,4,2,5
177071fc-be77-4686-9552-66aaa95e9b25,2025-03-21 11:37:59.558848+00:00,google,gemini-1.5-flash,0,3713,297,5,7,3,4,2,6,1
20520cf9-a4b7-4a84-98cd-7edeafede625,2025-03-21 11:38:03.561547+00:00,google,gemini-1.5-flash,0,3713,299,4,6,5,7,1,2,3
9879fbe0-6106-4436-b676-1a751a0ad176,2025-03-21 11:38:07.775803+00:00,google,gemini-1.5-flash,0,3713,295,7,5,4,6,1,2,3
096372c2-b486-42f8-b203-932aba0c0a15,2025-03-21 11:38:11.802465+00:00,google,gemini-1.5-flash,0,3713,296,5,7,1,6,3,2,4
1e9a9b53-520f-497c-a274-3d62755f433c,2025-03-21 11:38:16.050723+00:00,google,gemini-1.5-flash,0,3713,297,5,2,3,6,1,4,7
8040a7ee-d0af-4cb1-9070-9890914b2248,2025-03-21 11:38:20.353940+00:00,google,gemini-1.5-flash,0,3713,293,3,7,4,5,1,6,2
0aad6fd2-8562-4bcb-9063-0d4141036821,2025-03-21 11:38:24.341258+00:00,google,gemini-1.5-flash,0,3713,297,6,5,2,7,1,4,3
8aab065c-bb5d-4ea3-9015-37e928112572,2025-03-21 11:38:28.438560+00:00,google,gemini-1.5-flash,0,3713,293,7,6,3,4,1,5,2
