cuid,created_at,provider,model,temperature,input_tokens,output_tokens,"C1. Public funds should pay for biobanks, instead of private companies.",C2. The community that provides samples for research should receive improved medical services in return.,C3. People should be paid for providing their samples to a biobank.,C4. Information about people's genes and the traits they inherit from their parents is more private than their medical records.,C5. The confidentiality of personal medical information is critical in any circumstance where research is being conducted.,C6. High-priced genetic research is diverting funds that could be used to promote public health in other ways.,C7. Race is a useful topic for genetic studies,C8. Collecting samples from people in an ethnic or cultural group is acceptable only if the whole group has agreed to participate.,C9. Religious groups need to be asked for their views about biobanks and genetic research.,C10. Genetic studies will lead to the discrimination of people living with genetic conditions or disabilities.,C11. Genetic studies of race on ethnic or cultural groups will lead to the discrimination of those groups.,C12. The priorities for health should be to reduce inequalities and the burden of disease.,C13. Biobanks are valuable even if they only advance science (e.g. provide new information about diseases) and do not lead to treatments or cures.,"C14. It is always acceptable to do research on samples that identify me, without my prior permission.",C15. There is no point asking the public for their views on the ethical issues in science and technology.,C16. Genetic research will improve our lives.,C17. Deciding how to regulate biobanks should be left to the government.,C18. There is no risk to the people who provide samples and information to biobanks.,C19. Policy makers need to consider whether WA should not have biobanks.,C20. My sample should never be permanently anonymized since I should be contacted about important research results,C21. Researchers and institutions (e.g. hospitals and universities) should be allowed to use samples for research but they should not own them.,C22. I should be asked for my permission every time researchers want to use my samples for research,C23. There must be special consideration of the views of Aboriginal people towards healthcare and genetic research.,C24. Improved health is more likely to come from educating people about their diet and lifestyle than from biobanks.,C25. People with a [chronic disease or] genetic condition in their family have a responsibility to be involved in genetic research.,C26. People should always be able to withdraw their sample from research at any time.,C27. I should have property rights to my tissues before and after they leave my body,C28. People who provide samples for research should get special access to the treatments that result from this research.,C29. Permission from the indigenous community must be sought if samples are collected from indigenous peoples.,C30. People who provide samples should be active in the set up and ongoing management of biobanks.,C31. Biobanks will only lead to high profits and expensive treatments that most people can't afford.,"C32. I do not mind if researchers have access to my samples, when there is no way I can be identified.","C33. I trust independent research ethics committees, which are not connected to the biobank in anyway, to decide whether research is ethical and approve who gets access to my samples.",C34. I trust researchers to make sure only approved people get access to my samples,C35. We should all provide samples to biobanks because it will benefit everyone.,C36. I do not mind if my sample is connected to my name and medical information.,C37. The fact that we cannot predict what biobanks will be used for in the future bothers me.,C38. Profits from biobanking should be shared in some way with the community who provided the samples.,"C39. Biobanks need to be monitored and reviewed by external, independent people to prevent the misuse of data and samples.","C40. The biobank owner should be able to sell any information they have about my genes, if they want to.","C41. I don't mind if my samples are connected to my medical records without my prior permission, so long as researchers don't get access to any data that identifies me.",C42. I trust biobanks with managers who are independent of researchers to make sure only approved people get access to my samples,C43. It's OK if data that identifies me is stored in a separate database and replaced in the biobank by a unique non-identifying code.,C44. Commercial companies should keep all the profits they make from biobanking because they take the financial risks and put up the money to develop new drugs and treatments.,"C45. Commercial companies should get access to biobanks, otherwise new drugs and treatments will not be developed.",C46. It is acceptable for samples and information that doesn't identify me to be sent to researchers overseas.,C47. People should be told if commercial companies could get access to their samples and information.,C48. The public will be more protected if biobanks are government-funded not privately funded.,C49. Biobanks are valuable because they promise huge benefits for our economy.
90829e7e-60ef-4697-b0dd-ec92264f24b9,2025-03-26 08:58:19.087289+00:00,cohere,command-r-plus-08-2024,0,5784.0,344.0,8,7,4,8,9,7,4,8,7,6,6,9,5,3,3,8,7,2,6,6,8,7,9,6,6,9,6,6,9,8,4,8,8,8,7,4,8,8,9,4,6,8,8,4,6,7,9,8,5
5adcccfa-0824-4abb-a946-9b2eecbe9b58,2025-03-26 08:58:29.682296+00:00,cohere,command-r-plus-08-2024,0,5784.0,343.0,8,8,7,8,9,7,6,7,8,6,6,9,9,2,3,9,8,3,8,4,3,4,9,5,6,9,8,8,9,8,5,8,9,8,8,8,5,9,9,3,3,8,7,4,7,7,9,8,7
c0f1bff9-cc2c-4935-a4c0-fd6b02dabb2a,2025-03-26 08:58:40.535963+00:00,cohere,command-r-plus-08-2024,0,5784.0,343.0,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9
31e652dd-495a-4c10-bc1a-5c02b4a1704e,2025-03-26 08:58:51.041952+00:00,cohere,command-r-plus-08-2024,0,5784.0,338.0,4,9,9,6,9,8,9,8,9,7,7,9,9,4,4,9,9,4,9,9,9,9,8,9,8,9,9,9,8,9,4,9,9,9,9,9,7,9,9,4,8,9,9,4,9,9,9,9,7
15054707-4e3d-4147-b387-03ce7823920e,2025-03-26 08:59:02.251587+00:00,cohere,command-r-plus-08-2024,0,5796.0,344.0,8,9,8,9,10,8,4,9,9,6,6,10,9,3,2,9,9,3,5,9,9,9,10,9,7,8,9,8,10,10,5,9,9,8,7,6,7,9,10,4,5,9,9,5,7,8,7,9,8
7bb081c2-a332-4e07-abb0-ca54a59e7a8e,2025-03-27 13:13:09.629895+00:00,cohere,command-r-plus-08-2024,0,5784.0,340.0,9,8,4,9,9,7,4,9,9,7,7,9,4,2,2,9,7,1,6,6,9,9,9,6,7,9,7,7,9,9,3,9,9,9,8,3,7,9,9,3,5,9,9,3,6,8,9,9,5
22220ce5-b9df-4c0d-9df4-db054b22e71a,2025-03-27 13:13:21.270635+00:00,cohere,command-r-plus-08-2024,0,5784.0,342.0,8,7,6,7,9,6,4,7,8,4,5,9,8,1,2,9,7,2,7,4,4,4,9,5,7,9,7,7,9,5,4,8,9,8,8,8,4,9,9,3,3,8,7,3,6,8,9,8,6
3193db4a-90a4-4322-82d0-c0ad97d3cb75,2025-03-27 13:13:34.388371+00:00,cohere,command-r-plus-08-2024,0,5784.0,341.0,8,8,6,9,9,7,5,8,9,7,7,9,8,4,4,9,7,5,6,6,8,8,9,7,6,9,8,7,9,8,5,8,8,7,7,5,7,8,9,5,7,8,7,5,7,7,8,8,7
d05ff65d-14f1-4044-96dc-cb80cae504c5,2025-03-27 13:13:46.393171+00:00,cohere,command-r-plus-08-2024,0,5784.0,339.0,3,8,6,6,9,6,8,7,8,5,5,9,8,3,3,9,8,3,7,7,8,8,9,8,7,7,7,6,6,9,4,9,9,9,7,5,5,8,9,4,7,9,8,4,7,8,9,8,7
2776b6ea-3816-4c86-ba00-207601fbaa3b,2025-03-27 13:13:58.593506+00:00,cohere,command-r-plus-08-2024,0,5786.0,339.0,7,8,6,8,10,7,3,8,8,5,4,9,8,2,2,9,9,2,4,7,8,8,9,8,7,5,8,7,9,9,4,8,9,8,6,5,6,8,9,4,5,8,8,4,7,8,7,8,7
