cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a moderate cut in CO2 emissions (at least 25% in over the next 10 years).,P4. Policies that involve a dramatic cut back in CO2 emissions (at least 50% in the next 10 years).,P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
4a887334-7b3c-4727-978b-8898ce7cba53,2025-04-02 10:32:13.090284+00:00,google,gemma2:27b,0,3594,229,7,2,6,3,1,4,5
1a1ce37b-4818-4c80-8265-2ce115eabe4e,2025-04-02 10:32:20.516213+00:00,google,gemma2:27b,0,3597,226,6,7,3,2,4,5,1
e70ccc74-5fbf-450f-9687-560790a70711,2025-04-02 11:04:00.806382+00:00,google,gemma2:27b,0,3597,228,6,7,1,3,2,4,5
f0cbfce0-45ca-420f-a1bf-a67c95bc78e5,2025-04-02 11:04:09.583029+00:00,google,gemma2:27b,0,3597,230,6,7,2,3,1,4,5
1d296d11-74e4-45a5-bb63-0aa2a4a26b60,2025-04-02 11:04:18.880747+00:00,google,gemma2:27b,0,3597,229,3,7,5,6,2,4,1
e795145f-df3e-4e3b-9f51-21860fd07944,2025-04-02 11:04:27.816130+00:00,google,gemma2:27b,0,3597,229,6,7,2,3,1,5,4
a2452806-d2dd-42cb-98e1-43c409d64ea3,2025-04-02 11:04:35.407034+00:00,google,gemma2:27b,0,3597,229,7,6,5,3,1,2,4
4f07cf83-fc7e-455c-b508-7c2d71e3f0a8,2025-04-02 11:04:44.508514+00:00,google,gemma2:27b,0,3594,226,6,7,5,4,2,1,3
de81cd8d-6b28-41c5-bdab-51b6523140b3,2025-04-02 11:04:51.594477+00:00,google,gemma2:27b,0,3597,235,7,6,2,5,1,3,4
210ffbe7-4b7b-4831-a634-df453227dc8a,2025-04-02 11:05:02.378760+00:00,google,gemma2:27b,0,3594,228,7,6,5,4,2,3,1
5ce693d4-97ce-48b0-a81a-f7c303ea1c29,2025-04-02 11:05:09.803361+00:00,google,gemma2:27b,0,3597,230,5,7,3,4,1,2,6
f11b77da-c7a6-450c-ae92-387a79e4f775,2025-04-02 11:05:16.771161+00:00,google,gemma2:27b,0,3597,229,2,7,3,1,6,5,4
4bfd48b0-7e55-4c7e-8eec-a603ca4c80c6,2025-04-02 11:05:24.488157+00:00,google,gemma2:27b,0,3597,231,6,7,5,1,4,3,2
e0d73209-c004-4262-9d0f-5476ebafcfbd,2025-04-02 11:05:32.720200+00:00,google,gemma2:27b,0,3597,228,6,7,4,3,2,5,1
5e92e06b-2c9e-485c-8f50-713274ef19f5,2025-04-02 11:05:40.040574+00:00,google,gemma2:27b,0,3597,230,7,6,5,1,4,3,2
9b5ddb11-6985-4010-88d0-ca1d9d58a54d,2025-04-02 11:05:48.783822+00:00,google,gemma2:27b,0,3597,230,7,6,2,1,4,5,3
36b00d50-6dba-4d53-96af-417693a68099,2025-04-02 11:05:57.104275+00:00,google,gemma2:27b,0,3597,228,4,5,3,1,6,7,2
19ca2313-1c8a-4488-ad80-b0c1c16a3b6d,2025-04-02 11:06:04.664517+00:00,google,gemma2:27b,0,3597,230,6,7,5,1,2,4,3
1c9fd7f4-5a4e-4f12-b574-80d9d97d7bb4,2025-04-02 11:06:13.750973+00:00,google,gemma2:27b,0,3594,229,7,6,5,1,4,3,2
493c4a3a-9314-49f7-9019-ce0cc96acc8b,2025-04-02 11:06:23.198747+00:00,google,gemma2:27b,0,3597,228,3,7,4,6,2,5,1
60c807a9-1e17-4987-bbe4-0dfbf7af2b79,2025-04-02 11:06:32.132771+00:00,google,gemma2:27b,0,3597,228,7,6,2,5,1,4,3
7c3bbb48-46a5-481f-b99a-ea9814192a46,2025-04-02 11:06:41.273415+00:00,google,gemma2:27b,0,3597,228,7,6,2,5,1,3,4
ec989366-350a-4ff5-ad72-dc3c815bf45d,2025-04-02 11:06:50.246605+00:00,google,gemma2:27b,0,3597,230,7,6,5,1,3,2,4
5e302ddd-ba98-49d9-acb6-9c1e31fda87b,2025-04-02 11:07:00.023158+00:00,google,gemma2:27b,0,3597,229,7,6,5,3,2,4,1
d3b5c415-3b3a-443a-94e1-4cfea612154c,2025-04-02 11:07:07.861211+00:00,google,gemma2:27b,0,3597,228,7,4,3,2,1,6,5
ff0b4a8b-b06e-4cba-a667-6b9960f219eb,2025-04-02 11:07:15.321681+00:00,google,gemma2:27b,0,3597,229,2,6,5,7,3,4,1
3df51593-6d29-4d01-a21f-4f96e47f150e,2025-04-02 11:07:21.957993+00:00,google,gemma2:27b,0,3597,228,6,7,5,4,1,3,2
78c7ef28-11a6-49e5-9b81-ff0cd25772ee,2025-04-02 11:07:28.774127+00:00,google,gemma2:27b,0,3597,239,6,7,3,2,5,1,4
04209612-f3ca-4757-be53-7f3c6c6efd4b,2025-04-02 11:07:36.717824+00:00,google,gemma2:27b,0,3597,231,7,6,2,1,5,3,4
ce005b91-3339-4dd1-8a62-2e903995c02c,2025-04-02 11:07:43.330862+00:00,google,gemma2:27b,0,3597,233,4,7,5,6,2,3,1
