cuid,created_at,provider,model,temperature,input_tokens,output_tokens,"C1. Public funds should pay for biobanks, instead of private companies.",C2. The community that provides samples for research should receive improved medical services in return.,C3. People should be paid for providing their samples to a biobank.,C4. Information about people's genes and the traits they inherit from their parents is more private than their medical records.,C5. The confidentiality of personal medical information is critical in any circumstance where research is being conducted.,C6. High-priced genetic research is diverting funds that could be used to promote public health in other ways.,C7. Race is a useful topic for genetic studies,C8. Collecting samples from people in an ethnic or cultural group is acceptable only if the whole group has agreed to participate.,C9. Religious groups need to be asked for their views about biobanks and genetic research.,C10. Genetic studies will lead to the discrimination of people living with genetic conditions or disabilities.,C11. Genetic studies of race on ethnic or cultural groups will lead to the discrimination of those groups.,C12. The priorities for health should be to reduce inequalities and the burden of disease.,C13. Biobanks are valuable even if they only advance science (e.g. provide new information about diseases) and do not lead to treatments or cures.,"C14. It is always acceptable to do research on samples that identify me, without my prior permission.",C15. There is no point asking the public for their views on the ethical issues in science and technology.,C16. Genetic research will improve our lives.,C17. Deciding how to regulate biobanks should be left to the government.,C18. There is no risk to the people who provide samples and information to biobanks.,C19. Policy makers need to consider whether WA should not have biobanks.,C20. My sample should never be permanently anonymized since I should be contacted about important research results,C21. Researchers and institutions (e.g. hospitals and universities) should be allowed to use samples for research but they should not own them.,C22. I should be asked for my permission every time researchers want to use my samples for research,C23. There must be special consideration of the views of Aboriginal people towards healthcare and genetic research.,C24. Improved health is more likely to come from educating people about their diet and lifestyle than from biobanks.,C25. People with a [chronic disease or] genetic condition in their family have a responsibility to be involved in genetic research.,C26. People should always be able to withdraw their sample from research at any time.,C27. I should have property rights to my tissues before and after they leave my body,C28. People who provide samples for research should get special access to the treatments that result from this research.,C29. Permission from the indigenous community must be sought if samples are collected from indigenous peoples.,C30. People who provide samples should be active in the set up and ongoing management of biobanks.,C31. Biobanks will only lead to high profits and expensive treatments that most people can't afford.,"C32. I do not mind if researchers have access to my samples, when there is no way I can be identified.","C33. I trust independent research ethics committees, which are not connected to the biobank in anyway, to decide whether research is ethical and approve who gets access to my samples.",C34. I trust researchers to make sure only approved people get access to my samples,C35. We should all provide samples to biobanks because it will benefit everyone.,C36. I do not mind if my sample is connected to my name and medical information.,C37. The fact that we cannot predict what biobanks will be used for in the future bothers me.,C38. Profits from biobanking should be shared in some way with the community who provided the samples.,"C39. Biobanks need to be monitored and reviewed by external, independent people to prevent the misuse of data and samples.","C40. The biobank owner should be able to sell any information they have about my genes, if they want to.","C41. I don't mind if my samples are connected to my medical records without my prior permission, so long as researchers don't get access to any data that identifies me.",C42. I trust biobanks with managers who are independent of researchers to make sure only approved people get access to my samples,C43. It's OK if data that identifies me is stored in a separate database and replaced in the biobank by a unique non-identifying code.,C44. Commercial companies should keep all the profits they make from biobanking because they take the financial risks and put up the money to develop new drugs and treatments.,"C45. Commercial companies should get access to biobanks, otherwise new drugs and treatments will not be developed.",C46. It is acceptable for samples and information that doesn't identify me to be sent to researchers overseas.,C47. People should be told if commercial companies could get access to their samples and information.,C48. The public will be more protected if biobanks are government-funded not privately funded.,C49. Biobanks are valuable because they promise huge benefits for our economy.
f2fcb27e-b3cf-460b-a0fd-790f4b7b2157,2025-03-27 19:54:22.427247+00:00,qwen,qwen2-72b-instruct,0,5171,368,11,11,2,11,11,5,5,11,11,11,9,11,10,1,1,11,11,1,1,3,11,11,11,6,8,11,11,11,11,11,2,11,11,9,10,4,8,11,11,1,7,10,9,3,7,11,11,11,7
23df406f-12c7-4b44-9078-171276c39769,2025-03-27 19:54:33.081133+00:00,qwen,qwen2-72b-instruct,0,5157,362,11,10,3,11,11,3,6,11,9,4,8,11,9,1,1,10,7,1,2,3,11,9,11,6,7,11,5,6,11,11,2,11,10,10,8,5,7,10,11,1,4,10,11,2,5,10,11,9,5
2e666fec-c6a0-4d03-b1ab-e77c5d3ce6f1,2025-03-27 19:54:43.706156+00:00,qwen,qwen2-72b-instruct,0,5133,349,6,9,5,10,11,6,6,9,5,5,4,10,8,3,2,10,7,2,3,4,9,8,10,7,8,11,4,7,10,9,3,9,9,8,8,7,6,8,10,2,7,8,8,3,5,7,10,6,7
7f3a7c52-42bf-4ab9-b73b-91a5ed708730,2025-03-27 19:54:53.910148+00:00,qwen,qwen2-72b-instruct,0,5157,363,10,10,6,11,11,6,3,11,10,6,9,11,9,1,1,11,8,1,1,3,10,10,11,4,8,11,11,7,11,10,2,8,11,8,9,3,7,10,11,2,5,10,9,2,5,10,11,9,7
01f8e152-7d9d-4655-bfd3-b69b140c0450,2025-03-27 19:55:04.587230+00:00,qwen,qwen2-72b-instruct,0,5133,350,8,9,3,10,11,3,5,8,7,2,2,10,7,1,1,10,8,1,1,7,9,7,10,4,7,11,3,5,10,9,2,9,9,8,8,4,4,9,10,1,6,9,9,4,8,9,10,8,6
9e77aafb-64d6-4b6f-94bb-b1ea6b8f1af5,2025-03-27 19:55:14.938938+00:00,qwen,qwen2-72b-instruct,0,5148,359,10,11,4,11,11,5,5,11,10,9,9,11,7,1,1,11,8,1,2,8,9,11,10,6,8,11,5,7,11,11,2,7,10,9,9,4,5,10,11,1,7,10,9,3,6,9,11,8,7
f5eed3aa-4e59-40a3-ad30-6097363b22a2,2025-03-27 19:55:25.383421+00:00,qwen,qwen2-72b-instruct,0,5129,348,8,7,4,9,11,7,6,9,8,5,6,10,7,2,2,10,10,3,4,4,9,7,10,5,6,9,6,6,10,8,4,7,9,8,9,3,5,9,10,2,6,8,8,3,7,8,9,8,7
169afb45-0175-48d6-9102-19685e421553,2025-03-27 19:55:35.545933+00:00,qwen,qwen2-72b-instruct,0,5117,340,8,7,4,8,10,4,5,7,6,7,7,9,8,2,2,9,6,4,3,3,9,8,8,3,6,9,5,4,9,8,3,6,8,7,6,4,5,8,9,2,3,7,7,3,5,6,7,7,5
635ae735-9204-4562-8405-649998fcba55,2025-03-27 19:55:45.655231+00:00,qwen,qwen2-72b-instruct,0,5139,356,9,9,3,10,11,4,5,9,7,8,6,10,6,2,2,10,6,2,4,5,8,10,10,6,7,11,7,7,11,10,3,9,10,8,7,4,5,8,10,2,6,9,9,3,5,7,10,8,5
a35b0ae0-4732-490e-86b1-3078711face4,2025-03-27 19:55:59.867590+00:00,qwen,qwen2-72b-instruct,0,5147,358,10,10,4,11,11,6,6,10,8,9,9,11,9,2,2,10,8,2,2,5,10,8,11,7,8,11,7,6,11,9,3,9,10,8,9,4,5,11,11,3,7,9,7,4,6,10,11,8,7
