cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,"P3. ""Policies that involve a moderate reduction in CO₂ emissions (e.g., reducing emissions by 25% to 50% over the next 10 years).""","P4. ""Policies that involve a radical reduction in CO₂ emissions (e.g., reducing emissions by 50% to 100% over the next 10 years).""",P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
cefe3f7b-05a7-41f8-87da-7ad8f000ecf7,2025-03-20 10:21:06.378184+00:00,google,gemini-1.5-pro,0,3613,237,4,6,7,3,2,5,1
a0c5c387-98c0-4388-a123-f6ba3ba9d9ef,2025-03-20 10:21:13.207724+00:00,google,gemini-1.5-pro,0,3613,242,6,7,5,1,3,4,2
541cb91b-de22-41e4-a626-c09c8a80f245,2025-03-20 10:21:19.883572+00:00,google,gemini-1.5-pro,0,3613,238,1,7,3,5,4,6,2
e6a924f3-5917-46ab-afb0-c87cc9495e92,2025-03-20 10:21:26.553395+00:00,google,gemini-1.5-pro,0,3613,236,6,7,2,1,4,3,5
7f47655d-07ef-4b46-8b9f-ede64beff4e0,2025-03-20 10:21:38.248699+00:00,google,gemini-1.5-pro,0,3613,233,7,6,2,3,1,4,5
6e463f27-ada7-4f85-bf58-bd4be2ebe0aa,2025-03-20 10:21:44.837923+00:00,google,gemini-1.5-pro,0,3613,233,6,2,5,7,4,3,1
2ba2daa7-ce1c-45cf-8d2b-7a381db45d5d,2025-03-20 10:21:51.475838+00:00,google,gemini-1.5-pro,0,3613,238,6,7,5,1,4,3,2
2ae57965-0639-4802-ad86-cb894e306ce6,2025-03-20 10:21:58.236289+00:00,google,gemini-1.5-pro,0,3613,232,1,7,6,5,4,3,2
36c6c7b9-6d67-405a-a766-99783dcd9bfa,2025-03-20 10:22:04.623294+00:00,google,gemini-1.5-pro,0,3613,242,6,7,2,5,3,4,1
4ce29b8c-635e-4cb7-8fa2-dd7d07e3bbe5,2025-03-25 13:27:16.517823+00:00,google,gemini-1.5-pro,0,3613,237,4,6,7,3,2,5,1
d63c930c-5851-475b-95e1-6d67be8743bc,2025-03-25 13:27:22.048453+00:00,google,gemini-1.5-pro,0,3613,242,6,7,5,1,3,4,2
ced9c1e5-d310-485a-aad6-77106e08b45b,2025-03-25 13:27:27.668332+00:00,google,gemini-1.5-pro,0,3613,238,1,7,3,5,4,6,2
541a89a7-db39-4fd4-9972-a2f90d929419,2025-03-25 13:27:33.098606+00:00,google,gemini-1.5-pro,0,3613,233,6,7,5,1,4,3,2
a0249d08-3399-4833-803b-0d3620342891,2025-03-25 13:27:43.024012+00:00,google,gemini-1.5-pro,0,3613,236,7,6,2,3,1,4,5
4937c8ce-75ae-42d9-96f3-3222bb280a78,2025-03-25 13:27:48.665201+00:00,google,gemini-1.5-pro,0,3613,233,6,2,5,7,4,3,1
edee3370-475a-4332-a961-3c7b5eca7577,2025-03-25 13:27:54.160071+00:00,google,gemini-1.5-pro,0,3613,238,5,6,7,1,4,3,2
93ae54db-575b-4743-8c10-48b2d4c8f5de,2025-03-25 13:27:59.927899+00:00,google,gemini-1.5-pro,0,3613,232,1,7,6,5,4,3,2
b5d21fca-7a36-45b5-bb24-f9f20b0a14e7,2025-03-25 13:28:05.458839+00:00,google,gemini-1.5-pro,0,3613,241,5,7,2,3,1,4,6
da9dabdd-bad9-4397-b3aa-fc41d50c85af,2025-03-27 09:53:13.580586+00:00,google,gemini-1.5-pro,0,3613,231,6,5,4,7,3,2,1
5c473cde-16c2-40d7-9edd-941a5f50d398,2025-03-27 09:53:23.184513+00:00,google,gemini-1.5-pro,0,3613,236,7,3,5,1,6,2,4
1706f705-5a8c-4b16-8954-8d815b968054,2025-03-27 09:53:28.778218+00:00,google,gemini-1.5-pro,0,3613,233,6,7,3,2,1,5,4
b8e6df5c-0172-402a-b919-98c4737c8ee9,2025-03-27 09:53:34.262609+00:00,google,gemini-1.5-pro,0,3613,233,7,6,5,4,3,2,1
06be5054-acab-441e-b3a6-50660fec2f27,2025-03-27 09:53:40.268301+00:00,google,gemini-1.5-pro,0,3613,237,6,7,5,4,1,2,3
0760f633-bbbf-4724-80e9-df770fd34a68,2025-03-27 09:53:46.557749+00:00,google,gemini-1.5-pro,0,3613,236,3,7,2,4,6,1,5
b9e05c9b-e724-4e56-9b30-73cdfa1c0e55,2025-03-27 09:53:53.069563+00:00,google,gemini-1.5-pro,0,3613,238,6,7,2,1,5,4,3
05a6c1c3-cadd-40f9-9a9f-d2ebdb501d9d,2025-03-27 09:53:59.471011+00:00,google,gemini-1.5-pro,0,3613,242,7,5,6,3,2,4,1
d75fec86-e87c-4c98-80e4-b54f0c30d7dc,2025-03-27 09:54:05.050116+00:00,google,gemini-1.5-pro,0,3613,238,3,5,7,4,1,6,2
d3a36b86-1e12-42b0-9175-36a8900002b2,2025-03-27 09:54:10.664778+00:00,google,gemini-1.5-pro,0,3613,238,7,5,4,1,2,6,3
65dadee2-9e86-46a2-ad0d-f71d4e8e18fe,2025-03-27 09:54:16.389050+00:00,google,gemini-1.5-pro,0,3613,240,6,3,7,1,5,4,2
333a285b-490b-4284-98a9-5bdfb7ab8369,2025-03-27 10:10:43.211406+00:00,google,gemini-1.5-pro,0,3613,233,1,3,2,7,4,5,6
2df9e334-d964-4ce2-8a55-189cb3df52d3,2025-03-27 10:10:48.848043+00:00,google,gemini-1.5-pro,0,3613,231,7,6,4,5,1,3,2
f30125e8-ece0-401f-b8aa-3a3555a6a637,2025-03-27 10:10:54.648577+00:00,google,gemini-1.5-pro,0,3613,233,6,7,5,1,3,4,2
da1d0562-b410-4a9f-819c-93b4cd1c622f,2025-03-27 10:10:59.921139+00:00,google,gemini-1.5-pro,0,3613,233,6,7,4,2,1,5,3
e385afc1-c1e1-49c9-a316-5a97b0382f4f,2025-03-28 10:15:40.444000+00:00,google,gemini-1.5-pro,0,3613,233,7,3,6,5,2,4,1
