cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Wind,P2. Biomass,P3. Coal with CO2 Burial,P4. Hydroelectric,P5. Natural Gas,P6. Geothermal Energy,P7. Solar Energy,P8. Nuclear Energy,P9. Coal
c76c63ee-9507-47b3-8723-d425ceb97bc6,2025-03-26 08:44:21.812142+00:00,cohere,command-r-plus-08-2024,0,5526.0,326.0,4,7,8,1,6,3,5,2,9
42f13509-a026-4790-91cb-15d13b04bff4,2025-03-27 12:53:57.840185+00:00,cohere,command-r-plus-08-2024,0,5533.0,330.0,5,2,8,7,4,3,1,6,9
9357f26e-1e85-4f2a-9c3e-a051d8b96e21,2025-03-27 12:54:09.584977+00:00,cohere,command-r-plus-08-2024,0,5526.0,323.0,9,2,6,7,1,5,3,4,8
02f12674-53ba-48ee-a2f0-98a6f67aa66e,2025-03-27 12:54:19.747091+00:00,cohere,command-r-plus-08-2024,0,5526.0,330.0,7,5,2,4,6,1,3,8,9
6d784e1b-9cf4-4854-afe1-edc9d9197892,2025-03-27 12:54:31.809425+00:00,cohere,command-r-plus-08-2024,0,5526.0,325.0,6,3,7,1,5,2,4,9,8
21c5e377-976e-4e49-ae46-5937cb8cdc84,2025-03-27 12:54:43.151836+00:00,cohere,command-r-plus-08-2024,0,5528.0,333.0,2,4,5,1,6,7,8,3,9
dede2088-f325-4ec9-82b7-b45a4a09f5cf,2025-03-27 12:54:54.984990+00:00,cohere,command-r-plus-08-2024,0,5526.0,327.0,5,2,8,4,1,3,7,6,9
7fa69cd2-0f14-48d1-b026-4b106163303a,2025-03-27 13:48:51.315673+00:00,cohere,command-r-plus-08-2024,0,5526.0,327.0,3,2,8,5,7,4,6,1,9
816bd9ce-68b9-460b-a8d7-e45b14c5d0bd,2025-03-27 13:49:11.175762+00:00,cohere,command-r-plus-08-2024,0,5532.0,334.0,1,5,2,7,4,9,8,3,6
32a5e1ef-e827-439e-aea9-fa0886ab94c8,2025-03-27 13:49:32.068929+00:00,cohere,command-r-plus-08-2024,0,5526.0,325.0,2,1,8,5,6,4,7,3,9
5d1847f9-c321-42a5-abc4-4edd94717a16,2025-03-27 13:50:10.570081+00:00,cohere,command-r-plus-08-2024,0,5528.0,332.0,4,1,9,7,5,6,2,3,8
670ad7e7-d7f9-44a0-b23c-922d9d249ac6,2025-03-27 13:50:35.045310+00:00,cohere,command-r-plus-08-2024,0,5526.0,328.0,6,4,2,3,7,1,9,5,8
0633a809-6457-4ac7-aca1-0202cf753b27,2025-03-27 14:05:17.153588+00:00,cohere,command-r-plus-08-2024,0,5526.0,318.0,7,1,9,8,5,3,4,6,2
