cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,"P3. ""Policies that involve a moderate reduction in CO₂ emissions (e.g., reducing emissions by 25% to 50% over the next 10 years).""","P4. ""Policies that involve a radical reduction in CO₂ emissions (e.g., reducing emissions by 50% to 100% over the next 10 years).""",P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
4b2bac5c-87b6-4521-9432-3153d9d2e1b3,2025-04-01 13:18:43.610330+00:00,meta,llama3.1:405B-turbo,0,3446,217,7,6,4,2,5,3,1
840a87c3-9ca2-4a0c-8cf2-508b3baf0e62,2025-04-01 13:18:50.574407+00:00,meta,llama3.1:405B-turbo,0,3446,209,6,7,4,3,2,5,1
ab4c317d-9088-496a-acec-7c41889aa310,2025-04-02 12:16:44.030879+00:00,meta,llama3.1:405B-turbo,0,3446,210,6,7,4,3,1,5,2
8e5f2e6d-a9ef-4c49-a94f-79b5c64d1e45,2025-04-02 12:16:48.479398+00:00,meta,llama3.1:405B-turbo,0,3446,212,7,6,4,1,5,3,2
3dab48e0-deb6-41ab-b384-79c6f87cfab4,2025-04-02 12:16:53.114971+00:00,meta,llama3.1:405B-turbo,0,3444,211,7,6,2,1,3,4,5
3c3acfeb-e429-4fbb-ac67-6d82becbe603,2025-04-02 12:16:58.105299+00:00,meta,llama3.1:405B-turbo,0,3446,211,7,6,5,1,3,4,2
ea5fcb90-7d2a-4ff5-9ea7-ff46a33d3fa8,2025-04-02 12:17:03.148989+00:00,meta,llama3.1:405B-turbo,0,3446,214,7,6,4,1,3,2,5
8783cd15-2c06-4580-8b0c-b4f06ca8311c,2025-04-02 12:17:07.455611+00:00,meta,llama3.1:405B-turbo,0,3444,210,7,6,5,1,3,2,4
e29b391b-2377-42b3-a3fe-6c25088956a3,2025-04-02 12:17:11.742335+00:00,meta,llama3.1:405B-turbo,0,3444,210,6,7,5,1,4,2,3
ddf5317c-cafd-4e11-a524-71e09e7e19c9,2025-04-02 12:17:16.391157+00:00,meta,llama3.1:405B-turbo,0,3444,212,6,7,5,1,3,4,2
86f743a5-18dd-429a-9612-f3cd3ed05984,2025-04-02 12:17:20.815702+00:00,meta,llama3.1:405B-turbo,0,3444,214,6,7,4,5,3,2,1
