cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Permit all uses of human genome editing and mitochondrial donation only if not for profit,"P2. Prohibit all forms of human genome editing for now, except for research purposes.",P3.  Permit only non-heritable human genome editing in both research and in clinics.,"P4. Permit only non-heritable human genome editing for clinical treatments, and mitochondrial donation.",P5.  Permit both heritable and non-heritable uses of genome editing for any purpose with minimal restrictions to ensure safety and compliance with ethical standards.,"P6. Permit non-heritable and heritable human genome editing (including mitochondrial donation), but only for clinical purposes, and if there is strong oversight, regular community input and (re)approval.",P7. Prohibit all uses of human genome editing and mitochondrial donation.,P8. Permit only non-heritable human genome editing in both research and in clinics and mitochondrial donation only if not for profit.
90ed47cb-6dfe-4445-8786-4cf95803b3bf,2025-03-20 18:53:34.453655+00:00,openai,gpt-3.5-turbo,0,4265,328,4,7,1,5,8,2,6,3
2eb9c93a-f485-483d-a276-8f2e4711d7c8,2025-03-20 18:53:41.710441+00:00,openai,gpt-3.5-turbo,0,4267,286,2,7,3,6,1,5,8,4
bf3265d7-08b1-4bdf-b43f-da3e7b7a6700,2025-03-20 18:53:48.041376+00:00,openai,gpt-3.5-turbo,0,4267,284,4,1,7,2,3,6,8,5
ea4c6e0c-74de-4c0b-950a-944c34a18802,2025-03-20 18:53:55.659613+00:00,openai,gpt-3.5-turbo,0,4267,288,6,7,3,8,4,1,2,5
26389fc6-4961-4527-9ede-68caafbb9497,2025-03-20 18:54:01.525604+00:00,openai,gpt-3.5-turbo,0,4265,280,8,5,2,4,1,3,6,7
2b054263-fa58-46da-8231-ecb89a0ad6a7,2025-03-20 18:54:06.285062+00:00,openai,gpt-3.5-turbo,0,4267,284,3,6,4,7,5,2,8,1
6988c98d-fff5-4181-9671-db2554bafb7e,2025-03-20 18:54:13.659105+00:00,openai,gpt-3.5-turbo,0,4267,286,6,8,4,7,3,2,5,1
af12ae96-59cc-445b-9e48-6bc913c7dd36,2025-03-20 18:54:17.847774+00:00,openai,gpt-3.5-turbo,0,4265,362,8,5,1,2,6,4,7,3
f5e53738-049e-4266-bf15-f22a36d38c56,2025-03-25 13:01:34.942006+00:00,openai,gpt-3.5-turbo,0,4267,285,2,6,1,3,4,7,8,5
7b4ad349-5526-4f6e-8197-15b1d92d3e50,2025-03-25 13:01:42.775632+00:00,openai,gpt-3.5-turbo,0,4267,284,6,5,4,2,3,7,1,8
2f810d2b-f7c3-4079-be66-2bef7b9ca079,2025-03-25 13:01:47.556514+00:00,openai,gpt-3.5-turbo,0,4267,283,8,1,7,2,6,4,3,5
dd21d951-24a3-48c2-9a8a-953eacd62c97,2025-03-25 13:01:59.657344+00:00,openai,gpt-3.5-turbo,0,4267,283,4,1,7,6,3,2,8,5
7abfa24c-eb5f-4b2e-ad41-498888cb7fb0,2025-03-25 13:02:13.442846+00:00,openai,gpt-3.5-turbo,0,4267,298,4,8,2,6,3,7,5,1
b950616c-bca4-4e28-a4f1-9b86c21e65e5,2025-03-25 13:02:18.499917+00:00,openai,gpt-3.5-turbo,0,4267,330,2,5,6,1,7,3,8,4
11781188-842d-4b6e-a276-5cc9ef7a58f0,2025-03-28 07:03:15.134572+00:00,openai,gpt-3.5-turbo,0,4267,334,5,7,4,2,3,6,8,1
45a2cd45-d95f-4d3b-bb27-af73b1ba7ef5,2025-03-28 07:03:21.344392+00:00,openai,gpt-3.5-turbo,0,4267,282,6,8,1,3,2,4,7,5
93b3c1d8-2b5e-42c8-ac5d-ec3bacf67a7a,2025-03-28 07:03:29.480718+00:00,openai,gpt-3.5-turbo,0,4265,344,8,2,4,3,5,6,7,1
