cuid,created_at,provider,model,temperature,input_tokens,output_tokens,"C1. Public funds should pay for biobanks, instead of private companies.",C2. The community that provides samples for research should receive improved medical services in return.,C3. People should be paid for providing their samples to a biobank.,C4. Information about people's genes and the traits they inherit from their parents is more private than their medical records.,C5. The confidentiality of personal medical information is critical in any circumstance where research is being conducted.,C6. High-priced genetic research is diverting funds that could be used to promote public health in other ways.,C7. Race is a useful topic for genetic studies,C8. Collecting samples from people in an ethnic or cultural group is acceptable only if the whole group has agreed to participate.,C9. Religious groups need to be asked for their views about biobanks and genetic research.,C10. Genetic studies will lead to the discrimination of people living with genetic conditions or disabilities.,C11. Genetic studies of race on ethnic or cultural groups will lead to the discrimination of those groups.,C12. The priorities for health should be to reduce inequalities and the burden of disease.,C13. Biobanks are valuable even if they only advance science (e.g. provide new information about diseases) and do not lead to treatments or cures.,"C14. It is always acceptable to do research on samples that identify me, without my prior permission.",C15. There is no point asking the public for their views on the ethical issues in science and technology.,C16. Genetic research will improve our lives.,C17. Deciding how to regulate biobanks should be left to the government.,C18. There is no risk to the people who provide samples and information to biobanks.,C19. Policy makers need to consider whether WA should not have biobanks.,C20. My sample should never be permanently anonymized since I should be contacted about important research results,C21. Researchers and institutions (e.g. hospitals and universities) should be allowed to use samples for research but they should not own them.,C22. I should be asked for my permission every time researchers want to use my samples for research,C23. There must be special consideration of the views of Aboriginal people towards healthcare and genetic research.,C24. Improved health is more likely to come from educating people about their diet and lifestyle than from biobanks.,C25. People with a [chronic disease or] genetic condition in their family have a responsibility to be involved in genetic research.,C26. People should always be able to withdraw their sample from research at any time.,C27. I should have property rights to my tissues before and after they leave my body,C28. People who provide samples for research should get special access to the treatments that result from this research.,C29. Permission from the indigenous community must be sought if samples are collected from indigenous peoples.,C30. People who provide samples should be active in the set up and ongoing management of biobanks.,C31. Biobanks will only lead to high profits and expensive treatments that most people can't afford.,"C32. I do not mind if researchers have access to my samples, when there is no way I can be identified.","C33. I trust independent research ethics committees, which are not connected to the biobank in anyway, to decide whether research is ethical and approve who gets access to my samples.",C34. I trust researchers to make sure only approved people get access to my samples,C35. We should all provide samples to biobanks because it will benefit everyone.,C36. I do not mind if my sample is connected to my name and medical information.,C37. The fact that we cannot predict what biobanks will be used for in the future bothers me.,C38. Profits from biobanking should be shared in some way with the community who provided the samples.,"C39. Biobanks need to be monitored and reviewed by external, independent people to prevent the misuse of data and samples.","C40. The biobank owner should be able to sell any information they have about my genes, if they want to.","C41. I don't mind if my samples are connected to my medical records without my prior permission, so long as researchers don't get access to any data that identifies me.",C42. I trust biobanks with managers who are independent of researchers to make sure only approved people get access to my samples,C43. It's OK if data that identifies me is stored in a separate database and replaced in the biobank by a unique non-identifying code.,C44. Commercial companies should keep all the profits they make from biobanking because they take the financial risks and put up the money to develop new drugs and treatments.,"C45. Commercial companies should get access to biobanks, otherwise new drugs and treatments will not be developed.",C46. It is acceptable for samples and information that doesn't identify me to be sent to researchers overseas.,C47. People should be told if commercial companies could get access to their samples and information.,C48. The public will be more protected if biobanks are government-funded not privately funded.,C49. Biobanks are valuable because they promise huge benefits for our economy.
041cf26f-c1e3-409b-b739-e8262ce86b20,2025-03-20 18:14:54.822216+00:00,meta,llama3.2,0,0,0,8,7,5,5,11,3,1,9,7,11,5,10,9,8,2,6,1,11,3,9,10,1,10,11,6,11,7,2,8,1,3,10,6,4,8,4,10,6,4,10,1,2,6,9,4,8,9,5,7
5389dc6c-6fc5-4940-9db5-1650d668b45a,2025-03-20 18:15:14.356639+00:00,meta,llama3.2,0,0,0,6,8,7,9,5,11,7,10,4,6,1,4,8,8,2,10,7,4,9,2,11,3,2,5,9,1,3,5,10,6,6,4,7,6,1,7,10,8,11,1,8,10,5,3,10,9,11,8,9
bf06f80b-39ec-4433-9305-3e5641315a11,2025-03-20 18:15:50.662123+00:00,meta,llama3.2,0,0,0,8,7,10,9,11,5,9,10,6,10,11,9,10,2,1,11,8,1,1,4,7,11,7,8,11,11,5,8,9,10,10,1,8,4,1,3,5,4,2,5,2,9,7,3,4,3,6,6,6
a37693bb-11e1-4a52-a3ca-b4b9e77211b6,2025-03-20 18:16:10.680373+00:00,meta,llama3.2,0,0,0,11,11,6,9,11,8,5,1,9,6,7,8,9,5,1,8,3,1,1,10,11,6,4,2,9,1,2,4,10,8,6,5,9,10,3,7,9,5,10,4,3,8,2,6,7,4,10,4,7
06ba6aac-495c-4f24-9121-6a6605274446,2025-03-20 18:16:31.420972+00:00,meta,llama3.2,0,0,0,1,5,5,9,11,8,2,9,2,2,10,11,6,8,4,8,10,1,11,4,7,3,7,9,7,4,8,1,7,6,5,11,8,10,3,4,9,9,11,5,6,9,3,2,6,6,10,4,1
e6880647-9f1e-4945-bbf3-ad63e250bb95,2025-03-20 18:16:51.718140+00:00,meta,llama3.2,0,0,0,7,4,8,10,11,10,1,7,6,5,4,6,10,9,10,11,7,9,6,4,11,8,4,9,4,5,3,9,10,9,8,6,5,8,11,2,5,5,11,2,7,6,3,1,2,3,8,1,1
3f5ac803-83d9-488c-90d3-74dfe33ecf63,2025-03-20 18:17:11.906765+00:00,meta,llama3.2,0,0,0,5,9,7,9,11,4,2,6,9,11,8,11,8,2,1,8,2,1,4,3,10,11,10,3,7,4,9,4,7,5,10,8,10,7,1,6,3,5,1,11,6,10,5,1,8,9,10,6,6
7810a54f-9e4d-402a-8aea-f5c494ecd543,2025-03-20 18:24:38.376967+00:00,meta,llama3.2,0,0,0,8,7,5,5,11,3,1,9,7,11,5,10,9,8,2,6,1,11,3,9,10,1,10,11,6,11,7,2,8,1,3,10,6,4,8,4,10,6,4,10,1,2,6,9,4,8,9,5,7
d45f4c44-804f-420e-b98e-c3a91d52bacb,2025-03-20 18:24:52.284516+00:00,meta,llama3.2,0,0,0,6,8,7,9,5,11,7,10,4,6,1,4,8,8,2,10,7,4,9,2,11,3,2,5,9,1,3,5,10,6,6,4,7,6,1,7,10,8,11,1,8,10,5,3,10,9,11,8,9
108ec083-b555-4e9b-9667-fe9a35a26f8a,2025-03-20 18:25:18.484259+00:00,meta,llama3.2,0,0,0,8,7,10,9,11,5,9,10,6,10,11,9,10,2,1,11,8,1,1,4,7,11,7,8,11,11,5,8,9,10,10,1,8,4,1,3,5,4,2,5,2,9,7,3,4,3,6,6,6
