cuid,created_at,provider,model,temperature,input_tokens,output_tokens,C1. Democracy is a term which has lost much of its original meaning.,C2. There's a dollar democracy that runs through our supposed democracy.,C3. We are a democratic country.,"C4. The fundamental dynamic of Australian society is that it is one of evolution, not revolution.",C5. We live in a great democracy.,C6. Our political system's strength is that it can change to meet changing circumstances.,C7. The last thing we need is a Canberra 'Big Brother' telling us what we should read and hear.,"C8. If you want your vote to count for anything, then you need to not vote in ignorance, you need to know something about what you're being offered.",C9. In Australia the rich have virtually unlimited access to the legal system and the capacity to use it to achieve their own ends.,"C10. You don't have to wait three years to say 'I'm not happy with the job you did.' You can apply pressure, and enough people writing to the local member can turn the situation around.",C11. I don't think we have a lot of input into legislation and a lot of things that are important.,C12. Sometimes I get a bit worried that there's a lot of small minority groups that tend to get a lot of the say,C13. I don't know too much about democracy. I feel ridiculous voting.,C14. I don't want to be in a place where only a minority's viewpoint gets the right to say what's going to happen.,"C15. The true believers are about decency in life, about a capacity to debate the issues and to receive different views.","C16. We as individuals have a right, that's what democracy means to me","C17. Republicanism is a smokescreen for democratic treachery, incompetence and lunacy.",C18. Our government is attempting to mould our society to the needs of a profit-oriented market,C19. I'm always cynical about government processes.,"C20. Governments can talk a great game about 'democracy'. They fall down, in practice, because they cannot accept any sharing of the power to influence decisions with those who might have different motives and ideas.",C21. I don't think there's anything wrong with people voting for their self-interest.,C22. The true function of government is to maintain peace and justice. This does not include interfering in private transactions of its electors.,"C23. If Australia is to recover from the horrible mess we are in at present, we will need leaders of high principles, who will govern with honesty, justice, and righteousness, fearlessly putting into practice the principles of the Bible.","C24. Our community and nation should invoke a spirit that you are important, that you do have a way of influencing things.","C25. Until women are equally represented in Australian parliaments, we will not have a genuine representative democracy.",C26. I suppose we do have an upper class and a lower class.,C27. The only time we are all equal is when we vote in the ballot box.,"C28. A lot of people may be politically ignorant, but they believe what they see and hear on television, and that makes them vote the way they do. They have been brainwashed by the clever advertising people.","C29. Free markets work because individual people, cooperating peacefully and voluntarily through markets, can achieve much that politicians and bureaucrats cannot achieve using compulsion and direction.",C30. Low female participation rates compound the domination of the public realm by males.,C31. Concluding that some races/cultures are better than others must be avoided.,C32. People get the government they deserve,C33. There is no real difference in ideological terms between the major parties and preference distributions are problematic.,"C34. Too few people have a lot of sway in the system.  Corporate lobbyists, vested interests, pork barrelling and contributions to political parties are all problematic.","C35. The political system is remote and closed and the connection with elected representatives is difficult, they are often faceless.",C36. The party system is the main obstruction to accountable politics.,C37. People are quite capable of processing and thinking about the vast majority of issues facing our society but as long as we are subjected to 'news lite' the level of political debate will remain facile. ,"C38. It would be a great thing if voters could vote on specific issues, not only on a whole party program at election time.",C39. In the Senate there should be elected representatives who are not from the major parties but from smaller interest groups.,"C40. We suffer a Parliamentary Democracy and an archaic and conflict oriented, ""two party system"" where one of two main parties will manipulate us for the next few years. ","C41. The people we elect are loyal not to we dumb bunnies who elected them, but the agenda and dogma of their party. ",C42. Proportional Representation also forces parties to coalesce and moderates out the extreme political views. ,"C43. We should not be afraid of disagreement. Indeed, an important feature of a liberal democracy is respect for conflicting ideas; difference is part of the human condition. ",C44. We should strengthen protections of the free press in order to facilitate a more open and publicly accountable government. ,C45. There is a lot of consultation by govt – but who is listening?  And what power do they have to make changes?,"C46. Democracy means that all policy is exposed to open discussion and debate in a public political space of all citizens before being put to a transparent, accountable vote.","C47. Democracy means we, the people, are responsible for what government does, or fails to do.",C48. Not voting is a form of expression. It's a way of telling parties that no one is offering policies that appeal to you.
710a0000-0601-441f-bd05-ddb941b0d11e,2025-03-26 08:01:31.135959+00:00,openai,gpt-4,0,4899,285,5,3,7,8,6,7,4,9,3,7,4,5,2,5,8,10,2,4,4,3,6,5,2,8,9,5,10,4,6,7,11,6,4,3,4,3,6,9,7,4,3,8,10,10,5,10,8,5
dc9507ff-55b3-4921-9898-72cf0334123c,2025-04-01 10:25:24.285136+00:00,openai,gpt-4,0,4899,285,5,5,8,7,7,7,7,9,5,7,6,6,4,6,8,10,3,6,5,7,6,7,4,9,9,6,9,4,7,8,10,7,5,6,5,5,8,9,8,4,5,8,10,10,6,10,10,6
5035c55c-274f-4a92-9aa0-4f2e4aadddc4,2025-04-01 10:25:36.558142+00:00,openai,gpt-4,0,4899,284,7,8,9,8,9,8,9,10,9,8,7,6,4,9,8,10,3,8,7,8,7,5,4,10,10,6,10,7,6,9,11,7,7,10,9,8,9,10,9,7,8,8,11,11,8,11,10,6
6553058f-f724-4421-9736-aff9e9e131ce,2025-04-01 10:25:49.430181+00:00,openai,gpt-4,0,4901,282,5,7,11,8,9,9,8,10,7,10,5,5,3,6,10,11,2,6,4,7,7,6,7,10,11,6,11,3,8,10,10,8,4,7,5,6,9,9,8,4,8,7,10,11,6,11,11,5
deefcfcd-89b6-4c3b-aa76-980b16fe954e,2025-04-01 10:26:02.128450+00:00,openai,gpt-4,0,4899,282,6,4,10,7,9,9,7,10,4,9,3,6,2,6,10,11,2,5,5,4,7,8,4,10,8,5,10,3,7,3,11,8,5,5,3,7,8,10,9,4,4,9,11,11,8,11,11,6
808f2db2-dc0f-4a74-8865-3e896f779f8b,2025-04-01 10:26:15.081452+00:00,openai,gpt-4,0,4899,282,5,3,10,7,10,8,3,10,2,9,8,6,2,8,10,11,2,5,5,4,7,6,5,10,8,4,11,3,9,7,11,6,3,2,3,4,9,9,7,4,3,8,11,11,5,11,10,6
7b6fa97f-4be3-4e1a-bd8f-ac588bf9a316,2025-04-03 16:52:06.404432+00:00,openai,gpt-4,0,4899,281,5,3,10,9,9,9,6,10,3,8,4,5,2,6,9,11,2,5,4,4,7,7,3,10,8,6,11,3,8,5,11,8,4,2,3,5,7,10,7,6,4,8,11,10,5,10,9,7
ce4b46ed-e659-4273-ac54-c7eb7765a548,2025-04-03 16:52:21.048489+00:00,openai,gpt-4,0,4901,282,6,7,8,7,8,9,8,10,7,9,6,5,4,9,9,9,3,6,6,6,7,9,4,9,10,6,8,5,7,8,11,7,6,10,7,6,8,10,7,5,6,8,10,11,7,11,10,7
0835175d-1999-4b63-96e2-ac5605fe49b0,2025-04-03 16:52:34.104460+00:00,openai,gpt-4,0,4899,280,6,5,8,7,7,7,4,10,6,8,5,6,3,10,8,11,2,5,5,5,7,4,3,10,9,6,10,4,7,9,11,7,4,8,4,5,8,9,7,3,5,8,11,10,6,11,11,6
eae06202-324b-4fde-84f9-91d7ad721015,2025-04-03 16:52:46.360949+00:00,openai,gpt-4,0,4899,281,8,7,8,7,7,8,9,10,7,9,7,6,3,10,9,11,4,6,7,9,6,7,4,10,10,6,9,6,6,10,11,5,7,9,8,8,8,10,9,8,8,8,11,10,7,10,10,5
0e904baa-e0a1-4920-b46f-91fb4a83725f,2025-04-08 09:01:23.648584+00:00,openai,gpt-4,0,4899,282,6,3,10,7,9,7,7,10,5,9,4,6,3,9,10,11,3,5,5,5,7,8,4,10,9,6,11,4,8,7,10,6,4,5,5,4,8,10,8,5,6,7,10,11,6,9,10,6
48716863-8e87-4346-8134-2e534c5968ca,2025-04-08 09:01:35.722099+00:00,openai,gpt-4,0,4899,283,6,7,9,7,8,8,4,9,8,8,6,5,3,7,9,11,3,7,4,8,6,6,7,10,10,5,11,4,7,10,11,5,6,9,6,6,7,8,7,5,6,8,10,10,6,10,10,5
9d11137d-f421-4a3b-8d86-db41fea25303,2025-04-08 09:01:49.131160+00:00,openai,gpt-4,0,4899,283,6,5,8,7,8,9,4,9,6,8,6,6,3,8,8,10,2,6,6,6,7,7,3,9,9,6,11,4,6,8,11,5,5,7,7,5,7,9,8,4,6,8,10,10,7,10,10,5
c7f0acc7-38dd-4140-8b3d-163a58a214b2,2025-04-08 09:02:05.998262+00:00,openai,gpt-4,0,4899,281,6,7,10,8,10,9,9,10,8,9,6,6,4,9,8,11,3,7,6,7,8,7,5,10,10,7,11,5,7,8,11,6,7,7,6,8,8,9,8,6,7,9,11,11,7,11,10,5
0dab90c6-9ecb-432e-9244-23241a4f5637,2025-04-08 09:02:21.292986+00:00,openai,gpt-4,0,4899,281,6,6,10,8,8,8,4,10,7,9,6,4,3,7,9,10,3,5,5,5,7,7,4,10,9,7,10,6,8,8,11,7,6,8,5,5,9,9,8,6,5,8,9,10,7,11,11,6
cb686675-b432-4a03-b699-2973e6d5ff3f,2025-04-08 09:02:34.545690+00:00,openai,gpt-4,0,4899,280,6,4,10,7,9,9,7,8,6,8,5,6,3,8,8,10,2,5,5,4,7,6,3,8,7,5,10,7,7,6,11,6,5,5,5,5,7,8,7,4,4,7,10,10,5,10,9,4
707b2f07-3ff0-415c-ac1f-afafa201f67f,2025-04-08 09:02:47.687045+00:00,openai,gpt-4,0,4899,281,6,7,10,8,8,8,8,9,8,9,7,5,3,7,10,10,3,7,6,7,7,5,4,10,10,6,10,5,5,9,11,7,5,9,6,6,9,9,8,6,6,7,11,11,6,11,10,4
644b2306-e1f2-4893-b53b-c0209ceb583c,2025-04-08 09:03:03.666223+00:00,openai,gpt-4,0,4899,286,7,8,8,7,7,7,7,10,9,9,8,5,3,10,10,11,4,9,6,10,6,7,4,10,10,6,11,6,6,8,11,5,6,10,8,9,9,9,7,8,8,8,11,11,9,11,10,5
411f2737-2d9a-4b26-a8ed-4e7ce6abd1ef,2025-04-08 09:03:16.584659+00:00,openai,gpt-4,0,4896,281,5,6,10,7,8,8,8,10,5,8,6,5,4,8,9,11,3,6,5,6,7,8,5,9,10,5,10,5,9,9,10,7,6,7,7,7,9,10,9,7,6,8,10,10,6,11,11,6
c28908d3-ae10-4734-9e2c-f0bd01ce4464,2025-04-08 09:03:30.461108+00:00,openai,gpt-4,0,4899,282,6,7,8,9,8,9,8,11,7,10,5,5,3,9,10,11,3,6,5,7,7,7,5,10,9,7,10,4,8,7,11,7,6,9,6,8,10,10,8,5,8,9,11,11,6,11,11,4
945c7079-0434-43c7-9d14-7ba1bec2c179,2025-04-08 09:03:44.846117+00:00,openai,gpt-4,0,4899,278,5,6,7,7,7,7,4,10,6,8,8,5,3,6,9,11,2,6,5,9,7,4,3,10,8,6,7,6,7,8,11,5,7,10,8,9,9,10,10,9,9,8,11,11,8,10,11,6
02b8b19d-868b-4752-929f-0c24b3e3fc00,2025-04-08 09:03:58.170797+00:00,openai,gpt-4,0,4901,284,6,6,8,7,8,8,7,11,9,10,9,6,4,9,8,11,3,8,6,9,7,7,5,10,10,7,11,7,7,10,11,7,7,10,9,8,10,10,8,6,9,8,11,11,9,11,11,8
d0e014a9-cc8c-4793-b684-4d3a80902378,2025-04-08 09:04:12.471541+00:00,openai,gpt-4,0,4899,284,4,4,10,8,9,9,8,9,7,8,6,6,3,7,9,11,2,6,5,5,7,6,4,9,8,6,11,4,7,7,10,8,5,6,5,5,7,9,7,5,5,8,10,10,6,10,10,6
d630bd4d-ff27-49e9-8b67-6444373d8d59,2025-04-08 09:04:26.917173+00:00,openai,gpt-4,0,4901,279,6,8,8,9,8,8,9,10,7,9,6,7,4,10,10,11,3,7,5,7,6,8,5,10,10,7,10,6,8,9,11,5,6,8,6,7,9,10,7,5,6,9,11,11,7,10,11,6
902e4671-20c2-4c1e-978a-1de7148661d4,2025-04-08 09:04:39.932740+00:00,openai,gpt-4,0,4899,282,6,4,9,8,8,9,7,10,6,9,5,6,2,7,10,10,3,6,5,4,8,8,4,10,10,7,9,5,8,9,11,7,6,5,6,5,7,10,7,4,5,9,11,11,5,11,10,7
a395df86-ba9b-48c8-95bc-4a7163efb443,2025-04-08 09:04:53.435867+00:00,openai,gpt-4,0,4899,279,6,7,10,8,9,8,9,10,7,8,6,6,4,9,10,10,3,6,7,7,7,8,5,10,9,7,9,5,8,8,11,7,5,8,5,6,8,10,8,4,5,7,10,10,6,10,9,6
5c10575c-b7b7-48d0-9ee7-5e4489e11367,2025-04-08 09:05:05.924954+00:00,openai,gpt-4,0,4901,280,6,7,10,8,9,8,9,10,7,8,6,5,2,10,10,11,3,6,7,6,8,7,5,10,9,7,10,6,7,7,11,8,5,8,5,7,9,9,7,6,4,8,11,11,6,11,11,4
4d7438e3-94e1-4ab4-b108-7c26b2ed9661,2025-04-08 09:05:21.614050+00:00,openai,gpt-4,0,4899,282,6,6,10,8,8,10,10,10,8,9,4,7,3,8,10,11,3,5,6,6,8,8,5,10,9,7,11,7,7,7,11,6,4,9,5,6,9,10,8,4,4,9,11,11,5,11,10,7
8bde9ea5-647d-4e6a-8c2e-0a5158fe2f77,2025-04-08 09:05:36.822562+00:00,openai,gpt-4,0,4899,281,5,5,9,7,8,7,7,10,6,9,6,6,2,8,9,10,3,5,4,6,7,7,3,9,9,6,9,4,7,8,11,7,4,7,5,6,8,9,8,5,6,7,10,10,5,10,10,4
c3324b54-0150-4cd6-8fac-ec98945043ff,2025-04-08 09:05:50.156170+00:00,openai,gpt-4,0,4899,281,5,5,9,8,9,9,7,9,6,8,8,6,3,7,9,10,3,5,4,7,7,7,5,9,9,6,10,4,8,8,10,7,5,6,6,5,7,8,7,4,6,8,10,10,6,10,10,7
