cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a moderate cut in CO2 emissions (at least 25% in over the next 10 years).,P4. Policies that involve a dramatic cut back in CO2 emissions (at least 50% in the next 10 years).,P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
973d08cf-42dc-47a8-b18e-8ee597a4a2a3,2025-03-20 15:43:26.512028+00:00,mistralai,open-mixtral-8x22b,0,3787,253,7,6,4,1,5,3,2
a71200be-3f57-4366-a18e-571025a1181d,2025-03-20 15:43:34.055699+00:00,mistralai,open-mixtral-8x22b,0,3787,250,7,6,4,5,1,2,3
9adb8fd6-3bda-4a48-bf50-54f923eacdfa,2025-03-20 15:43:41.470554+00:00,mistralai,open-mixtral-8x22b,0,3787,251,7,6,3,1,5,4,2
e1ce4a0a-916b-45f7-8faf-6485869c7de2,2025-03-20 15:43:50.742526+00:00,mistralai,open-mixtral-8x22b,0,3787,249,6,7,5,1,3,2,4
77bd7c52-408e-4614-9dcb-659589c17169,2025-03-20 15:44:03.764688+00:00,mistralai,open-mixtral-8x22b,0,3787,257,7,6,3,1,5,2,4
34a30978-d26e-44ef-a834-a008a89f30cb,2025-03-20 15:44:17.992608+00:00,mistralai,open-mixtral-8x22b,0,3787,249,7,6,4,5,2,1,3
00fa33f3-89ee-4552-aa1d-4bc46f70b8f2,2025-03-20 15:44:27.207931+00:00,mistralai,open-mixtral-8x22b,0,3787,247,6,7,5,1,4,2,3
0a891dcd-ade5-45a3-a392-34f6e7a0dc3f,2025-03-25 11:43:10.093473+00:00,mistralai,open-mixtral-8x22b,0,3787,251,6,7,5,1,2,4,3
2bcd423a-5557-4a91-9fac-ac50139d9a4d,2025-03-25 11:43:14.734666+00:00,mistralai,open-mixtral-8x22b,0,3787,244,7,6,3,2,5,1,4
5786d659-c45a-403b-8a89-73c9eafdb523,2025-03-25 11:43:20.460350+00:00,mistralai,open-mixtral-8x22b,0,3787,250,6,7,5,1,4,2,3
417aea9b-3cd3-42db-800e-b776da08dfc7,2025-03-25 11:43:25.226577+00:00,mistralai,open-mixtral-8x22b,0,3787,255,6,7,4,1,5,3,2
0888df6a-9e7b-4e99-89aa-dcc090b65f84,2025-03-25 11:43:30.038768+00:00,mistralai,open-mixtral-8x22b,0,3787,248,6,7,4,1,2,5,3
f5880571-1cd2-4224-99ad-af59443303ed,2025-03-25 11:43:34.648978+00:00,mistralai,open-mixtral-8x22b,0,3787,247,7,6,4,1,2,3,5
283aa072-7324-4606-b771-ebbf0109816d,2025-03-25 11:43:39.119703+00:00,mistralai,open-mixtral-8x22b,0,3787,253,7,6,4,1,3,2,5
737889c6-5581-4b2a-895f-42f3f27b5185,2025-03-25 11:43:44.061104+00:00,mistralai,open-mixtral-8x22b,0,3787,239,6,7,3,2,1,5,4
465dc847-0e03-48c5-b106-90cb16c789ca,2025-03-25 11:43:48.265221+00:00,mistralai,open-mixtral-8x22b,0,3787,248,6,7,3,2,5,1,4
cf18e098-a22a-4c57-8ab7-48407aea63d7,2025-03-25 11:43:52.873499+00:00,mistralai,open-mixtral-8x22b,0,3787,247,7,6,3,1,5,2,4
91337750-53df-41bf-a466-1b9dbf7affd8,2025-03-25 11:43:57.176944+00:00,mistralai,open-mixtral-8x22b,0,3787,248,6,7,4,1,2,5,3
52e080cf-8cc2-484f-a81b-5491928c0809,2025-03-25 11:44:01.989059+00:00,mistralai,open-mixtral-8x22b,0,3787,252,6,7,4,5,3,1,2
6d89bad5-7b9d-453a-b0ce-78198a8ed387,2025-03-25 11:44:06.689638+00:00,mistralai,open-mixtral-8x22b,0,3787,247,7,6,2,1,3,4,5
57b83815-967c-403a-89b8-22e6270ae570,2025-03-25 11:44:11.758498+00:00,mistralai,open-mixtral-8x22b,0,3787,253,7,6,4,1,5,3,2
18a6e9c2-2f9d-4b97-b8c7-55281b6f68ba,2025-03-25 11:44:17.059833+00:00,mistralai,open-mixtral-8x22b,0,3787,247,7,6,3,1,5,2,4
f5ac2648-b69a-4628-919e-19e8e5bc76e8,2025-03-25 11:44:22.321799+00:00,mistralai,open-mixtral-8x22b,0,3787,254,6,7,3,2,1,4,5
8883e511-9622-4c40-92cd-a20b6b1a8a8d,2025-03-25 11:44:27.384645+00:00,mistralai,open-mixtral-8x22b,0,3787,252,7,6,2,4,1,5,3
691c2826-fcad-4594-aac3-f5c2151ce70b,2025-03-25 11:44:31.881662+00:00,mistralai,open-mixtral-8x22b,0,3787,254,6,7,2,1,5,3,4
a3cf30ff-7217-4aca-9b3d-610dd4269a62,2025-03-25 11:44:37.933846+00:00,mistralai,open-mixtral-8x22b,0,3787,243,6,7,2,5,1,3,4
7264d1c9-403b-45f4-abba-15fb5649dbc3,2025-03-25 11:44:43.051056+00:00,mistralai,open-mixtral-8x22b,0,3787,249,6,7,3,1,2,4,5
94dcbffc-f5df-42f0-9bde-3de9b59e1705,2025-03-27 11:45:41.889815+00:00,mistralai,open-mixtral-8x22b,0,3787,247,6,7,4,1,3,5,2
b08aa91f-bca8-49ec-8151-778f9e9ac2f9,2025-03-27 11:45:46.708633+00:00,mistralai,open-mixtral-8x22b,0,3787,252,6,7,5,1,3,2,4
35e53257-8695-47cd-895c-84cb63f88901,2025-03-27 11:45:52.443834+00:00,mistralai,open-mixtral-8x22b,0,3787,244,7,6,5,1,2,3,4
54ee7346-85f9-4c0a-a4dc-65278a8a5388,2025-03-27 11:45:56.861587+00:00,mistralai,open-mixtral-8x22b,0,3787,250,6,7,4,1,5,2,3
5f17cf08-cdbb-4f0a-90b3-b657d42dea38,2025-03-27 11:46:02.253240+00:00,mistralai,open-mixtral-8x22b,0,3787,251,6,7,4,5,3,2,1
1e8d32b2-ff1e-4f2c-baef-5b331cd9affa,2025-03-27 11:46:06.585028+00:00,mistralai,open-mixtral-8x22b,0,3787,251,6,7,2,1,3,5,4
44e182fa-59ed-49d8-80d9-08c018468111,2025-03-27 11:46:11.807106+00:00,mistralai,open-mixtral-8x22b,0,3787,257,7,6,5,1,2,4,3
