cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a moderate cut in CO2 emissions (at least 25% in over the next 10 years).,P4. Policies that involve a dramatic cut back in CO2 emissions (at least 50% in the next 10 years).,P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
4b80ce49-bdd9-4dc2-be2e-9e859d6ddc47,2025-03-24 10:35:57.064330+00:00,deepseek,deepseek-chat,0,3295,213,7,6,3,4,2,5,1
0a478ea9-2540-4e12-bc11-0f24c2f2b6f5,2025-03-24 10:36:18.764284+00:00,deepseek,deepseek-chat,0,3295,213,6,5,4,2,7,3,1
b56fa57c-9085-4de8-b7d3-1ca660cbd305,2025-03-24 10:36:40.372839+00:00,deepseek,deepseek-chat,0,3295,210,5,7,1,3,2,4,6
91a14d59-17e1-4b4d-b557-8bf382519d2d,2025-03-24 10:37:04.455653+00:00,deepseek,deepseek-chat,0,3295,212,3,7,6,1,5,2,4
2938eef2-aee4-49ea-b404-44d45337c4f4,2025-03-24 10:37:27.374606+00:00,deepseek,deepseek-chat,0,3295,213,6,7,3,4,5,2,1
ce6a18f5-d1d9-4c0e-9689-054f3a589af7,2025-03-24 10:37:49.899381+00:00,deepseek,deepseek-chat,0,3295,211,7,6,5,4,2,3,1
1fc65626-e478-4b3a-b7a2-3d4c08246b12,2025-03-24 10:38:13.865105+00:00,deepseek,deepseek-chat,0,3295,211,7,6,3,2,4,5,1
cffee083-8355-4e11-805e-0c90981f54ef,2025-03-24 10:38:35.347985+00:00,deepseek,deepseek-chat,0,3295,213,6,7,3,5,2,4,1
90801214-484e-4180-a8d8-a8e7e808c3ac,2025-03-24 10:38:56.593789+00:00,deepseek,deepseek-chat,0,3295,208,7,6,4,2,1,3,5
a1c799c6-6beb-4959-ae18-8c90eb63db43,2025-03-24 10:39:17.576210+00:00,deepseek,deepseek-chat,0,3295,208,7,6,5,4,1,2,3
667a58ec-d63a-40c0-b60c-1eed0e7e0989,2025-03-26 21:27:20.968725+00:00,deepseek,deepseek-chat,0,3295,207,6,7,4,5,3,2,1
93ab1867-e619-4640-8f91-9279129bac9e,2025-03-26 21:27:42.921492+00:00,deepseek,deepseek-chat,0,3295,214,7,6,3,4,5,2,1
88ee5c1a-cdcf-495b-9a93-c910005b6d2e,2025-03-26 21:28:06.913389+00:00,deepseek,deepseek-chat,0,3295,210,7,6,4,1,5,3,2
