cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Permit all uses of human genome editing and mitochondrial donation only if not for profit,"P2. Prohibit all forms of human genome editing for now, except for research purposes.",P3.  Permit only non-heritable human genome editing in both research and in clinics.,"P4. Permit only non-heritable human genome editing for clinical treatments, and mitochondrial donation.",P5.  Permit both heritable and non-heritable uses of genome editing for any purpose with minimal restrictions to ensure safety and compliance with ethical standards.,"P6. Permit non-heritable and heritable human genome editing (including mitochondrial donation), but only for clinical purposes, and if there is strong oversight, regular community input and (re)approval.",P7. Prohibit all uses of human genome editing and mitochondrial donation.,P8. Permit only non-heritable human genome editing in both research and in clinics and mitochondrial donation only if not for profit.
ce35e3a0-e839-41f4-9b17-33f7da6f4046,2025-03-26 09:30:20.930194+00:00,cohere,command-r7b-12-2024,0,6078.0,345.0,7,2,5,1,8,6,4,3
dec99d5a-8e75-4e65-a1be-bb0884e7bccb,2025-03-26 09:30:24.765261+00:00,cohere,command-r7b-12-2024,0,6081.0,339.0,1,6,8,5,2,3,4,7
5983571a-877b-4ae9-a45d-7c467595d7e8,2025-03-26 09:30:28.513844+00:00,cohere,command-r7b-12-2024,0,6078.0,331.0,4,8,5,6,7,3,1,2
f53feaf1-f16a-418d-a8dc-5fc5c560cab6,2025-03-26 09:30:32.269944+00:00,cohere,command-r7b-12-2024,0,6078.0,333.0,6,1,3,5,8,2,4,7
301b6e70-41dd-4a1b-b942-82fa1c293e56,2025-03-26 09:30:36.075578+00:00,cohere,command-r7b-12-2024,0,6078.0,334.0,5,2,1,7,8,6,4,3
ae5fb5d3-c60c-4892-8d95-aee948589936,2025-03-26 09:30:39.946389+00:00,cohere,command-r7b-12-2024,0,6078.0,334.0,4,5,1,2,8,7,3,6
9c1a14ce-2595-4903-8a04-fd477446e45c,2025-03-26 09:30:43.741628+00:00,cohere,command-r7b-12-2024,0,6081.0,341.0,3,4,2,1,8,5,7,6
96d05927-ce65-43bd-baa8-c0adc3572475,2025-03-26 09:30:47.608404+00:00,cohere,command-r7b-12-2024,0,6078.0,341.0,5,3,6,1,8,2,4,7
7836dd2f-b486-407e-90ad-b7c67f2d72c3,2025-03-26 09:30:51.413632+00:00,cohere,command-r7b-12-2024,0,6081.0,341.0,7,3,1,6,8,2,5,4
788fe4b7-7511-4a11-a22a-a6e1aef3f492,2025-03-26 09:30:55.214440+00:00,cohere,command-r7b-12-2024,0,6081.0,331.0,4,7,6,2,3,1,8,5
5f27d0ab-0529-4382-b723-a83b7c55d003,2025-03-26 09:30:58.887583+00:00,cohere,command-r7b-12-2024,0,6078.0,336.0,4,6,3,7,8,5,2,1
ff7ee764-ee40-40e1-b03d-d1507d9f527c,2025-03-26 09:31:02.796020+00:00,cohere,command-r7b-12-2024,0,6078.0,331.0,3,8,4,1,5,6,2,7
ffeaf568-878a-4069-8c2e-acb849ead2e9,2025-03-26 09:31:06.681018+00:00,cohere,command-r7b-12-2024,0,6078.0,325.0,8,1,5,4,2,6,7,3
bd504e1f-d07f-499d-b21b-503e372c144a,2025-03-26 09:31:10.337301+00:00,cohere,command-r7b-12-2024,0,6078.0,335.0,5,6,4,2,8,7,3,1
611326c1-9bd6-4e26-841d-4fd1a56a325a,2025-03-26 09:31:14.091762+00:00,cohere,command-r7b-12-2024,0,6078.0,336.0,8,4,5,1,2,6,7,3
6bc5b250-9ce6-45bd-999b-8f1d8e50139b,2025-03-26 09:31:17.944353+00:00,cohere,command-r7b-12-2024,0,6078.0,329.0,5,7,1,3,6,4,8,2
4d51da6c-a1cd-4e00-bab3-8cd4d9b7eb89,2025-03-26 09:31:21.625424+00:00,cohere,command-r7b-12-2024,0,6078.0,331.0,3,5,1,7,4,8,6,2
984c98df-4c97-4833-827a-60936d257eed,2025-03-26 09:31:25.368252+00:00,cohere,command-r7b-12-2024,0,6078.0,335.0,1,8,7,3,4,6,2,5
1415e087-9de9-404d-8aad-f1f87752ac9c,2025-03-26 09:31:29.293932+00:00,cohere,command-r7b-12-2024,0,6081.0,331.0,7,4,6,8,2,1,3,5
df3ff7b0-a0a5-4b23-aa75-df1471709eb8,2025-03-26 09:31:32.995837+00:00,cohere,command-r7b-12-2024,0,6078.0,334.0,7,6,4,5,8,2,3,1
46e393e0-8d27-4da0-935b-ac78fa50b004,2025-03-26 09:31:36.788983+00:00,cohere,command-r7b-12-2024,0,6078.0,336.0,3,8,2,4,5,1,7,6
5a5ec6e3-7897-4c6d-a9ea-43076c52a8df,2025-03-26 09:31:40.573055+00:00,cohere,command-r7b-12-2024,0,6078.0,331.0,2,4,3,1,8,6,5,7
251eef56-7976-4da7-b45c-b088f58647bb,2025-03-26 09:31:44.361429+00:00,cohere,command-r7b-12-2024,0,6078.0,331.0,8,4,2,6,3,5,7,1
6f05a33f-0609-4988-942f-f0ccc47163fe,2025-03-26 09:31:48.362447+00:00,cohere,command-r7b-12-2024,0,6078.0,336.0,3,1,2,6,8,5,7,4
2f067c5c-ed61-4de3-9800-a777508a41b7,2025-03-26 09:31:52.143912+00:00,cohere,command-r7b-12-2024,0,6078.0,332.0,2,3,4,1,8,6,5,7
5624eff5-e6f2-477f-9d4b-b7aa2ac33412,2025-03-26 09:31:55.859350+00:00,cohere,command-r7b-12-2024,0,6078.0,333.0,7,1,2,5,8,6,3,4
0a6fd180-5072-454a-9e2b-e9c45576fc4e,2025-03-26 09:31:59.720738+00:00,cohere,command-r7b-12-2024,0,6078.0,336.0,7,2,4,1,8,6,3,5
41121279-2817-4bb8-bf48-100cca5cb69b,2025-03-26 09:32:03.469118+00:00,cohere,command-r7b-12-2024,0,6078.0,335.0,7,6,2,8,4,3,1,5
a77fa365-6458-4aed-a943-fed6f2070477,2025-03-26 09:32:07.304352+00:00,cohere,command-r7b-12-2024,0,6078.0,334.0,2,7,6,4,8,1,5,3
2d64187d-7ae7-47cf-ac12-20d280cae124,2025-03-26 09:32:11.015038+00:00,cohere,command-r7b-12-2024,0,6078.0,331.0,8,2,4,6,1,7,3,5
8a8513e1-714e-46c7-94ee-3dfa7a8747ce,2025-04-22 08:53:36.373505+00:00,cohere,command-r7b-12-2024,1.0,6078.0,336.0,1,2,7,3,8,5,4,6
5e7fb870-6436-4732-ad9e-013ab6d24a00,2025-04-22 08:53:40.896821+00:00,cohere,command-r7b-12-2024,1.0,6081.0,340.0,1,5,7,3,2,4,8,6
d6bd5e18-07cb-487b-95b2-801818cd124c,2025-04-22 08:53:44.741954+00:00,cohere,command-r7b-12-2024,1.0,6078.0,360.0,2,7,5,6,8,4,1,3
4dbfcdf9-72da-4089-b141-07f217cd5891,2025-04-22 08:53:48.725164+00:00,cohere,command-r7b-12-2024,1.0,6078.0,335.0,6,1,3,7,5,2,4,8
9788771d-5a1d-409c-8edf-aaa0161af308,2025-04-22 08:53:52.561776+00:00,cohere,command-r7b-12-2024,1.0,6078.0,328.0,8,4,6,7,1,5,3,2
c628938c-e157-4ecc-95bc-5a9c5d7dc7fb,2025-04-22 08:53:56.962400+00:00,cohere,command-r7b-12-2024,1.0,6078.0,342.0,4,5,1,2,8,7,3,6
770c03ee-99b4-47d3-acf8-e15c70cfe84c,2025-04-22 08:54:01.148926+00:00,cohere,command-r7b-12-2024,1.0,6081.0,339.0,3,5,4,7,2,1,8,6
38dcd3fc-10ec-45e4-ac8b-dd9c53ab299f,2025-04-22 08:54:04.926708+00:00,cohere,command-r7b-12-2024,1.0,6078.0,344.0,6,3,5,1,8,2,4,7
