cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Permit all uses of human genome editing and mitochondrial donation only if not for profit,"P2. Prohibit all forms of human genome editing for now, except for research purposes.",P3.  Permit only non-heritable human genome editing in both research and in clinics.,"P4. Permit only non-heritable human genome editing for clinical treatments, and mitochondrial donation.",P5.  Permit both heritable and non-heritable uses of genome editing for any purpose with minimal restrictions to ensure safety and compliance with ethical standards.,"P6. Permit non-heritable and heritable human genome editing (including mitochondrial donation), but only for clinical purposes, and if there is strong oversight, regular community input and (re)approval.",P7. Prohibit all uses of human genome editing and mitochondrial donation.,P8. Permit only non-heritable human genome editing in both research and in clinics and mitochondrial donation only if not for profit.
b15faee6-2d1a-44a3-8cd6-a6e7ede0e7a8,2025-04-01 13:20:53.836212+00:00,meta,llama3.1:405B-turbo,0,4357,286,5,6,3,2,7,1,8,4
c8bfdb28-757e-432f-af47-1294c67785cf,2025-04-01 13:21:07.061085+00:00,meta,llama3.1:405B-turbo,0,4357,286,4,5,3,6,7,1,8,2
6931aaae-9080-4186-b65e-aee50cb0a317,2025-04-02 14:42:37.731133+00:00,meta,llama3.1:405B-turbo,0,4357,281,5,6,2,4,7,1,8,3
e35c1e17-3dd4-4c22-9ca5-0ad0d3259bb2,2025-04-02 14:42:46.257840+00:00,meta,llama3.1:405B-turbo,0,4354,286,4,8,3,2,6,1,7,5
66abad7f-c382-40e2-bd75-182eba076631,2025-04-02 14:42:51.853378+00:00,meta,llama3.1:405B-turbo,0,4357,286,4,6,5,2,7,1,8,3
b844d0da-5efb-4d87-8257-e4468d60904e,2025-04-02 14:43:02.673129+00:00,meta,llama3.1:405B-turbo,0,4352,286,7,6,5,2,4,1,8,3
0bde6451-d258-4653-830c-3c8f554fcdd6,2025-04-02 14:43:09.739868+00:00,meta,llama3.1:405B-turbo,0,4357,283,8,7,3,2,6,1,5,4
5d6f6ad0-e72c-47e3-980a-be09f4a8a843,2025-04-02 14:43:15.534687+00:00,meta,llama3.1:405B-turbo,0,4357,286,2,6,4,3,7,1,8,5
84aba18e-3684-406d-9aa4-8834da7e19c4,2025-04-02 14:43:29.028793+00:00,meta,llama3.1:405B-turbo,0,4357,286,5,3,7,2,6,1,8,4
ce3ebf40-e7aa-42d5-8814-8972fd5acb9f,2025-04-02 14:43:34.634871+00:00,meta,llama3.1:405B-turbo,0,4355,286,5,6,3,2,8,1,7,4
48beb8c8-f3cc-4152-8915-162efa9af2c2,2025-04-02 14:43:48.310931+00:00,meta,llama3.1:405B-turbo,0,4355,286,5,6,3,4,8,1,7,2
a3dc1d98-5b5e-413f-a689-8061d72cc477,2025-04-02 14:43:55.032356+00:00,meta,llama3.1:405B-turbo,0,4357,286,5,7,3,4,6,1,8,2
bcd80a79-59a7-4bcf-abd2-fb3a8a395aea,2025-04-02 14:44:05.978019+00:00,meta,llama3.1:405B-turbo,0,4357,285,4,6,3,1,7,5,8,2
82ab376e-81f4-4e9b-889a-152450dd41c9,2025-04-02 14:44:14.611437+00:00,meta,llama3.1:405B-turbo,0,4357,286,4,6,5,7,2,1,8,3
0a1f828e-06da-4d8b-a7df-6083e18a5f49,2025-04-02 14:44:25.505580+00:00,meta,llama3.1:405B-turbo,0,4355,286,6,2,4,3,7,1,8,5
a4a15509-d211-4aa3-8fb1-94d5f65226af,2025-04-02 14:44:30.684638+00:00,meta,llama3.1:405B-turbo,0,4357,286,1,5,3,4,7,6,8,2
7e53ed9c-7f37-4e17-9536-46a62c9b6667,2025-04-02 14:44:40.213716+00:00,meta,llama3.1:405B-turbo,0,4357,286,5,7,3,2,4,1,8,6
65aba18a-98f3-4587-805f-c9d6d95c8c67,2025-04-02 14:44:46.274895+00:00,meta,llama3.1:405B-turbo,0,4357,286,5,7,4,2,6,1,8,3
c6cc2fbc-7c0d-44f8-9320-dbcfe987ff9a,2025-04-02 14:44:59.587039+00:00,meta,llama3.1:405B-turbo,0,4357,284,5,7,3,1,6,2,8,4
