cuid,created_at,provider,model,temperature,input_tokens,output_tokens,C1. Short term development thinking will ultimately lead to longer term reef damage and economic impacts.,C2. Economic development associated with mining will provide more opportunities for future generations in North Queensland.,C3. Protection of the Great Barrier Reef is worthwhile at whatever cost.,C4. If we don't take steps to protect the Great Barrier Reef future generations will miss out on the opportunity to experience the reef.,C5. We don't need to worry too much about environmental damage in the Great Barrier Reef because future generations will be better able to deal with these problems than we are.,"C6. If future generations could have their say about the Great Barrier Reef, they would be less concerned about the environmental impacts than many people make out.",C7. Townsville is better off because of mining development.,"C8. We should prioritise protecting the environment in Townsville, even if it hurts our economy.",C9. Jobs and growth in Townsville should be prioritised over Great Barrier Reef protection.,C10. Government should be doing more to reduce greenhouse gas emissions.,C11. Mining development in Australia is a risk to the environment.,C12. I think enough is being done to effectively manage the Great Barrier Reef.,C13. Climate change impacts on the Great Barrier Reef aren't something I'm worried about.,"C14. Climate change is a threat, but the impacts are too distant for immediate concern.","C15. Each new Australian coal mine will contribute greenhouse emissions that exacerbate the risk of climate change, and impacts to the Reef.",C16. There is no point throwing money at protecting the reef if our other actions contribute to its continuing decline.,C17. The Great Barrier Reef underpins more direct and indirect jobs than mining does. ,C18. The negative publicity about climate change impacts on the reef has negatively affected the local tourism industry.,C19. A few self-interested politicians and influential companies are prepared to sacrifice our well-being for their own short-term gain.,"C20. Government should provide funding support for industry, including mining projects such as the Adani mine.","C21. Coal-generated electricity must be phased out if we are to avoid catastrophic impacts of global warming, including the loss of the Great Barrier Reef.",C22. The Great Barrier Reef is a great asset for the economy of this region and we should prioritise protecting it.,C23. Climate change is an immediate threat requiring action.,C24. I feel that future generations have been adequately considered in the management of the Great Barrier Reef.,C25. The mining industry provides thousands of jobs. Without it unemployment would have skyrocketed in regional Queensland.,C26. There are more jobs to lose from Great Barrier Reef tourism than to be gained from the coal industry.,C27. Australia's contribution to global greenhouse gas emissions is so small that we should wait for other countries to take action on climate change before we do. ,"C28. If we are serious about maintaining and improving people's living standards in Townsville, we need to make the most out of coal exports.",C29. We should prioritise economic development and job creation in Townsville over the environment. ,C30. It is not possible to conserve the reef over the long term without addressing climate change ,"C31. While job creation is important, we should prioritise industries that have less impact on the reef over those that have greater impact on the reef. ",C32. The first priority should be reducing other pressures on the reef (such as agricultural runoff or coastal development) so that the reef will be more resilient to climate change impacts. ,C33. More scientific research is needed before we can say if climate change is a threat to the Great Barrier Reef.,C34. Deep-pocketed green groups are willing to sacrifice our local economy for their own goals. ,C35. There is no strong scientific evidence to suggest that the Great Barrier Reef is under threat from climate change.
889f5c4e-9fb6-4812-a3e9-001afa074e72,2025-03-20 15:49:23.843763+00:00,mistralai,open-mixtral-8x22b,0,4212,256,6,4,7,7,2,2,5,6,2,7,6,3,2,2,7,6,6,5,3,3,7,7,7,3,6,6,2,3,2,7,5,6,2,3,2
3b952b74-0a9e-4f61-84f3-b77c90b10d44,2025-03-20 15:49:31.469834+00:00,mistralai,open-mixtral-8x22b,0,4214,259,6,5,7,7,2,2,4,7,3,7,6,3,2,3,7,6,6,5,4,4,7,7,7,2,6,6,2,5,3,7,6,7,4,3,2
b3613b33-5f8d-4465-b619-d91abd9eccc6,2025-03-20 15:49:46.035304+00:00,mistralai,open-mixtral-8x22b,0,4214,258,7,3,7,7,1,1,5,7,2,7,6,2,1,2,7,7,6,5,6,3,7,7,7,2,6,6,1,3,2,7,6,6,2,2,1
8d7469e4-025e-462b-9e1a-990baa1f1db7,2025-03-20 15:49:55.109978+00:00,mistralai,open-mixtral-8x22b,0,4214,259,6,4,7,7,2,2,4,6,2,7,5,3,2,2,7,6,5,4,4,3,7,7,7,3,6,6,2,4,2,7,6,6,2,2,1
a8910aad-0583-4968-9d21-dc015d680d8d,2025-03-25 11:53:56.613519+00:00,mistralai,open-mixtral-8x22b,0,4214,257,6,4,7,7,2,2,5,6,4,7,6,3,2,2,7,7,6,6,3,4,7,7,7,3,6,6,2,5,3,7,7,7,2,2,2
3c3bd1e1-1184-410b-a5f2-2f7a1f39c2bf,2025-03-25 11:54:02.051198+00:00,mistralai,open-mixtral-8x22b,0,4214,255,7,4,7,7,1,1,5,7,2,7,6,2,1,2,7,5,7,7,6,3,7,7,7,3,6,7,1,3,2,7,7,7,2,1,1
50c0dacf-8f3f-4d62-b7bd-a55edbd9afda,2025-03-25 11:54:06.456592+00:00,mistralai,open-mixtral-8x22b,0,4209,268,6,6,7,7,2,2,5,6,3,7,5,3,2,2,6,5,6,4,6,4,7,7,7,3,6,6,2,3,3,7,6,6,2,4,2
f82aa0fd-b770-45b8-b2cc-73c42225fb1b,2025-03-25 11:54:11.417556+00:00,mistralai,open-mixtral-8x22b,0,4214,260,6,5,6,7,2,2,5,6,3,7,5,3,2,2,6,6,6,4,4,4,7,7,7,3,5,6,3,3,3,7,6,6,2,3,2
c2e329f6-f65d-465d-8ead-98f63b5a86b8,2025-03-25 11:54:16.595978+00:00,mistralai,open-mixtral-8x22b,0,4214,258,7,2,7,7,2,2,6,7,2,7,6,2,2,2,7,7,3,6,6,2,7,7,7,2,6,6,2,2,2,7,7,7,2,2,2
27ee007c-ff29-4a60-ad11-3a0f9a660a9b,2025-03-25 11:54:22.428137+00:00,mistralai,open-mixtral-8x22b,0,4212,258,6,4,6,6,2,2,4,6,3,6,5,2,2,2,6,6,6,4,4,3,6,7,6,2,5,6,2,4,3,6,6,5,3,3,2
13b8b5b6-b989-401e-8f73-263b4bc55fc6,2025-03-25 11:54:26.706996+00:00,mistralai,open-mixtral-8x22b,0,4214,262,7,3,7,7,1,1,4,3,2,7,6,2,1,2,6,6,6,5,3,3,7,6,7,2,5,5,1,4,2,7,6,6,2,2,1
4b089178-b569-4233-aaa3-740553060aa5,2025-03-25 11:54:31.542399+00:00,mistralai,open-mixtral-8x22b,0,4212,255,7,4,7,7,2,2,4,7,2,7,6,2,2,2,7,6,1,6,2,3,7,7,7,2,6,6,2,3,2,7,6,6,2,2,1
e8082504-f37f-4c69-8ad6-7815ab3450ed,2025-03-25 11:54:39.017531+00:00,mistralai,open-mixtral-8x22b,0,4214,259,7,3,7,7,1,1,3,7,2,7,6,2,1,2,7,6,7,3,6,2,7,7,7,2,5,7,1,2,2,7,7,7,1,2,1
