cuid,created_at,provider,model,temperature,input_tokens,output_tokens,C1. Short term development thinking will ultimately lead to longer term reef damage and economic impacts.,C2. Economic development associated with mining will provide more opportunities for future generations in North Queensland.,C3. Protection of the Great Barrier Reef is worthwhile at whatever cost.,C4. If we don't take steps to protect the Great Barrier Reef future generations will miss out on the opportunity to experience the reef.,C5. We don't need to worry too much about environmental damage in the Great Barrier Reef because future generations will be better able to deal with these problems than we are.,"C6. If future generations could have their say about the Great Barrier Reef, they would be less concerned about the environmental impacts than many people make out.",C7. Townsville is better off because of mining development.,"C8. We should prioritise protecting the environment in Townsville, even if it hurts our economy.",C9. Jobs and growth in Townsville should be prioritised over Great Barrier Reef protection.,C10. Government should be doing more to reduce greenhouse gas emissions.,C11. Mining development in Australia is a risk to the environment.,C12. I think enough is being done to effectively manage the Great Barrier Reef.,C13. Climate change impacts on the Great Barrier Reef aren't something I'm worried about.,"C14. Climate change is a threat, but the impacts are too distant for immediate concern.","C15. Each new Australian coal mine will contribute greenhouse emissions that exacerbate the risk of climate change, and impacts to the Reef.",C16. There is no point throwing money at protecting the reef if our other actions contribute to its continuing decline.,C17. The Great Barrier Reef underpins more direct and indirect jobs than mining does. ,C18. The negative publicity about climate change impacts on the reef has negatively affected the local tourism industry.,C19. A few self-interested politicians and influential companies are prepared to sacrifice our well-being for their own short-term gain.,"C20. Government should provide funding support for industry, including mining projects such as the Adani mine.","C21. Coal-generated electricity must be phased out if we are to avoid catastrophic impacts of global warming, including the loss of the Great Barrier Reef.",C22. The Great Barrier Reef is a great asset for the economy of this region and we should prioritise protecting it.,C23. Climate change is an immediate threat requiring action.,C24. I feel that future generations have been adequately considered in the management of the Great Barrier Reef.,C25. The mining industry provides thousands of jobs. Without it unemployment would have skyrocketed in regional Queensland.,C26. There are more jobs to lose from Great Barrier Reef tourism than to be gained from the coal industry.,C27. Australia's contribution to global greenhouse gas emissions is so small that we should wait for other countries to take action on climate change before we do. ,"C28. If we are serious about maintaining and improving people's living standards in Townsville, we need to make the most out of coal exports.",C29. We should prioritise economic development and job creation in Townsville over the environment. ,C30. It is not possible to conserve the reef over the long term without addressing climate change ,"C31. While job creation is important, we should prioritise industries that have less impact on the reef over those that have greater impact on the reef. ",C32. The first priority should be reducing other pressures on the reef (such as agricultural runoff or coastal development) so that the reef will be more resilient to climate change impacts. ,C33. More scientific research is needed before we can say if climate change is a threat to the Great Barrier Reef.,C34. Deep-pocketed green groups are willing to sacrifice our local economy for their own goals. ,C35. There is no strong scientific evidence to suggest that the Great Barrier Reef is under threat from climate change.
719095d3-3b20-4119-96bc-6c3d54518a36,2025-03-20 11:58:08.448956+00:00,google,gemini-1.5-flash,0,3870,249,7,4,6,7,1,2,4,6,2,7,6,2,1,2,7,7,6,4,6,3,7,7,7,2,5,4,2,3,2,7,7,7,3,3,1
75563421-d277-4550-b5d1-c505b0bebe96,2025-03-20 11:58:13.256746+00:00,google,gemini-1.5-flash,0,3870,251,6,3,7,6,1,2,4,6,2,6,6,2,1,3,7,5,5,4,5,3,6,7,7,3,4,5,1,2,2,7,6,5,2,2,1
ef843741-8674-48c8-9db5-66eeb4f01bcb,2025-03-20 11:58:17.949552+00:00,google,gemini-1.5-flash,0,3870,256,7,3,7,7,2,2,3,7,2,7,6,2,1,3,7,7,7,5,6,3,7,7,7,2,4,6,2,2,2,7,7,7,1,3,1
555416f0-c1ff-4328-a266-0f56edb12189,2025-03-20 11:58:22.754132+00:00,google,gemini-1.5-flash,0,3870,251,6,3,7,7,2,2,4,6,2,7,6,2,1,3,7,7,6,4,5,3,7,7,7,2,6,5,1,2,2,7,7,7,3,2,1
8958bf46-3af2-46dc-add1-8409845af0dd,2025-03-20 11:58:27.590373+00:00,google,gemini-1.5-flash,0,3870,250,6,3,5,6,1,2,4,6,2,7,6,3,1,3,7,6,6,5,5,3,7,7,7,2,5,5,1,2,2,7,6,6,4,4,1
d38e0057-3721-4df0-9cf0-088f8078f43e,2025-03-20 11:58:32.435938+00:00,google,gemini-1.5-flash,0,3870,252,7,3,7,7,1,2,3,6,2,7,6,2,1,2,7,7,6,6,5,3,7,7,7,2,4,5,1,2,2,7,7,7,2,3,1
53f4b2df-63bb-49c4-ad9d-1588855f3078,2025-03-20 11:58:37.430228+00:00,google,gemini-1.5-flash,0,3870,250,7,3,6,7,2,2,4,7,2,7,6,2,1,3,7,7,6,5,6,3,7,7,7,2,4,5,1,2,2,7,6,7,3,4,1
dfc56f18-dbf0-4b57-9f73-f24969a2b3d2,2025-03-20 11:58:42.342484+00:00,google,gemini-1.5-flash,0,3870,251,6,3,5,7,1,1,3,6,2,7,5,3,2,3,7,6,6,4,5,3,6,7,7,2,5,5,2,2,2,7,6,7,2,3,1
cc9cb0cc-07d2-423b-ab5d-5ae783968b01,2025-03-20 11:58:47.083063+00:00,google,gemini-1.5-flash,0,3870,251,6,3,6,7,1,1,3,6,2,7,5,2,1,3,6,7,6,4,5,3,7,7,7,2,4,5,1,2,2,7,6,7,2,3,1
d1561650-c170-4934-88bb-b735c5e4ea8a,2025-03-20 11:58:51.864363+00:00,google,gemini-1.5-flash,0,3870,250,7,3,6,7,1,1,3,6,2,7,5,2,1,3,7,7,6,4,6,2,7,7,7,2,4,4,1,1,2,7,7,6,2,3,1
19e91ba8-cedc-4dc4-9f93-17ec5ba62f7a,2025-03-21 13:40:27.628219+00:00,google,gemini-1.5-flash,0,3870,251,6,3,6,6,1,2,4,6,3,7,6,2,1,2,7,7,6,5,5,4,7,7,7,2,5,4,2,2,3,7,6,7,2,3,1
706debbd-2db6-4d14-8d57-0ad15415963d,2025-03-21 13:40:31.367727+00:00,google,gemini-1.5-flash,0,3870,255,6,4,7,7,1,2,4,6,2,7,5,2,1,3,6,6,6,4,5,3,7,7,7,2,5,5,1,3,2,7,6,7,2,3,1
908073ef-e513-49bb-b6b7-6c0e0981612e,2025-03-21 13:40:35.257339+00:00,google,gemini-1.5-flash,0,3870,251,7,3,6,7,1,1,4,6,2,7,5,2,1,3,7,6,5,5,6,3,7,7,7,2,5,6,1,2,2,7,6,7,1,5,1
