cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Permit all uses of human genome editing and mitochondrial donation only if not for profit,"P2. Prohibit all forms of human genome editing for now, except for research purposes.",P3.  Permit only non-heritable human genome editing in both research and in clinics.,"P4. Permit only non-heritable human genome editing for clinical treatments, and mitochondrial donation.",P5.  Permit both heritable and non-heritable uses of genome editing for any purpose with minimal restrictions to ensure safety and compliance with ethical standards.,"P6. Permit non-heritable and heritable human genome editing (including mitochondrial donation), but only for clinical purposes, and if there is strong oversight, regular community input and (re)approval.",P7. Prohibit all uses of human genome editing and mitochondrial donation.,P8. Permit only non-heritable human genome editing in both research and in clinics and mitochondrial donation only if not for profit.
d4e5e473-2d2f-4a6b-96de-2617e04e271b,2025-03-27 19:48:53.218905+00:00,qwen,qwen2-72b-instruct,0,4464,323,8,1,4,6,3,7,5,2
d2b24063-3c61-49e4-9599-3466a1342e55,2025-03-27 19:49:02.827657+00:00,qwen,qwen2-72b-instruct,0,4467,324,3,7,5,8,2,4,6,1
730a4acc-fab2-48f3-8c5f-493a662c2dfb,2025-03-27 19:49:12.400797+00:00,qwen,qwen2-72b-instruct,0,4467,329,5,3,7,1,4,8,2,6
b34b5db0-d68e-4ff4-8bbd-0d848bd80bcc,2025-03-27 19:49:22.303806+00:00,qwen,qwen2-72b-instruct,0,4467,330,3,6,5,1,7,2,8,4
d8b1ee42-93bc-4015-9a66-55ee0f0dfdd3,2025-03-27 19:49:32.107740+00:00,qwen,qwen2-72b-instruct,0,4467,328,6,3,8,5,7,1,2,4
0d18af18-1744-4cc6-a4b3-8fe321473711,2025-03-27 19:49:41.729022+00:00,qwen,qwen2-72b-instruct,0,4467,322,5,6,4,2,7,1,8,3
f6cd0f2c-79ad-4445-8402-5cd0ef4ae22e,2025-03-27 19:49:51.295054+00:00,qwen,qwen2-72b-instruct,0,4467,330,5,1,4,7,6,8,2,3
1cb61983-0fba-47ed-b357-f60227a30b58,2025-03-27 19:50:01.172361+00:00,qwen,qwen2-72b-instruct,0,4467,321,1,6,3,2,8,5,7,4
84e6c1ea-0372-452a-8225-1f1b916b029b,2025-03-27 19:50:10.802986+00:00,qwen,qwen2-72b-instruct,0,4467,322,8,1,4,7,6,2,3,5
b6ae4906-09ba-4515-b32a-58ebe6297622,2025-03-27 19:50:20.536681+00:00,qwen,qwen2-72b-instruct,0,4467,328,7,3,2,5,8,1,6,4
3e9e2adf-b36d-42e5-8514-c6df1c0249a2,2025-03-27 19:50:30.216831+00:00,qwen,qwen2-72b-instruct,0,4467,324,5,2,6,1,4,7,8,3
c77fd47b-c25f-4fe0-9627-c2ddf40c03bb,2025-03-27 19:50:39.908158+00:00,qwen,qwen2-72b-instruct,0,4464,329,6,4,3,2,8,1,5,7
9ffb6453-9075-4872-96b5-acf81804d681,2025-03-27 19:50:49.907383+00:00,qwen,qwen2-72b-instruct,0,4462,326,5,7,8,6,4,2,3,1
b3f839a2-7d45-4a44-8e56-d21004010349,2025-03-27 19:50:59.865544+00:00,qwen,qwen2-72b-instruct,0,4467,330,7,4,3,2,8,1,5,6
404140dc-84e3-480f-a92b-3c63fc6af9ec,2025-03-27 19:51:09.693969+00:00,qwen,qwen2-72b-instruct,0,4467,325,3,6,5,4,7,2,8,1
8ded561e-fa11-4eeb-8438-0128892c00ed,2025-03-27 19:51:19.423559+00:00,qwen,qwen2-72b-instruct,0,4465,327,6,4,5,3,8,1,7,2
695e9959-9723-4b20-989a-f46b97104fb5,2025-03-27 19:51:29.147120+00:00,qwen,qwen2-72b-instruct,0,4467,322,1,2,5,3,4,8,7,6
a497647c-71f7-4082-8d57-8f1e5a588ba2,2025-03-27 19:51:38.786958+00:00,qwen,qwen2-72b-instruct,0,4464,322,3,4,7,2,8,6,1,5
20216b66-fe16-48fc-b626-518a68a0951f,2025-03-27 19:51:48.300950+00:00,qwen,qwen2-72b-instruct,0,4467,330,6,4,3,2,8,5,7,1
94ed4eac-d935-4805-b805-f23a403dfbb3,2025-03-27 19:51:58.205329+00:00,qwen,qwen2-72b-instruct,0,4467,326,5,4,2,3,6,7,8,1
63d2d7c9-5413-4830-a1d1-0518716d0f02,2025-03-27 21:07:07.958029+00:00,qwen,qwen2-72b-instruct,0,4467,327,1,6,2,5,3,7,8,4
04794007-920d-4ef4-9d54-189c0b2799ff,2025-03-27 21:07:17.965528+00:00,qwen,qwen2-72b-instruct,0,4467,327,4,8,6,2,5,1,7,3
69651038-43f8-48f9-a04e-cbd636a03800,2025-03-27 21:07:28.002279+00:00,qwen,qwen2-72b-instruct,0,4467,328,5,2,4,7,1,3,8,6
8dc3927f-0c3a-4f79-be7b-f734779f7395,2025-03-27 21:07:38.169064+00:00,qwen,qwen2-72b-instruct,0,4467,325,4,3,6,7,8,2,5,1
fa116ee4-16cf-4c73-8769-999f80da3083,2025-03-27 21:07:48.202720+00:00,qwen,qwen2-72b-instruct,0,4467,323,6,4,5,3,2,7,8,1
e333bc53-3e08-4508-8a30-8357832d4de7,2025-03-27 21:07:58.242994+00:00,qwen,qwen2-72b-instruct,0,4465,321,6,4,3,1,8,7,5,2
5b7298ba-9509-4e1f-a95c-91e379110ddd,2025-03-27 21:08:08.214453+00:00,qwen,qwen2-72b-instruct,0,4467,330,8,5,3,6,1,2,4,7
5cceb4f4-4684-45a4-bd04-9435196656f3,2025-03-27 21:08:18.489950+00:00,qwen,qwen2-72b-instruct,0,4465,328,5,4,1,6,3,7,2,8
e027d785-1449-4c43-ab9a-12f696dc03ad,2025-03-27 21:08:28.507955+00:00,qwen,qwen2-72b-instruct,0,4467,324,5,6,2,1,7,4,8,3
60c03bf1-c5a6-4069-9c22-941401e3a525,2025-03-27 21:08:38.549067+00:00,qwen,qwen2-72b-instruct,0,4467,325,7,5,3,2,6,1,8,4
5ccbb348-6ed1-4990-aa09-1f9b789c9289,2025-03-27 21:08:48.495663+00:00,qwen,qwen2-72b-instruct,0,4467,332,4,3,5,1,6,8,2,7
21033e13-01ea-487d-80a9-cffcc4857a12,2025-03-27 21:08:58.798251+00:00,qwen,qwen2-72b-instruct,0,4467,328,7,2,1,5,6,3,8,4
85b0733f-b1b0-4cbf-926b-e1d933b3d762,2025-03-27 21:09:08.882756+00:00,qwen,qwen2-72b-instruct,0,4467,326,7,3,2,8,5,6,1,4
b0aa2fe7-5964-400e-8b73-48d146dff8d7,2025-03-27 21:09:19.012808+00:00,qwen,qwen2-72b-instruct,0,4467,325,1,5,4,2,7,3,8,6
b0b8d29e-4b95-4982-aa03-c27959799249,2025-03-27 21:09:29.032829+00:00,qwen,qwen2-72b-instruct,0,4467,322,4,5,2,1,7,3,8,6
395bc8cb-753e-448b-b0b5-1791b8b2a87d,2025-03-27 21:09:39.089141+00:00,qwen,qwen2-72b-instruct,0,4467,321,5,3,2,4,8,1,7,6
77531052-fbf8-459e-b3c3-5f2b46e1352a,2025-03-27 21:09:48.923648+00:00,qwen,qwen2-72b-instruct,0,4467,323,7,1,6,4,2,8,5,3
03ef180a-780c-435f-ac27-71c17ad4b8ac,2025-03-27 21:09:58.789736+00:00,qwen,qwen2-72b-instruct,0,4464,327,4,1,3,2,5,6,7,8
