cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Permit all uses of human genome editing and mitochondrial donation only if not for profit,"P2. Prohibit all forms of human genome editing for now, except for research purposes.",P3.  Permit only non-heritable human genome editing in both research and in clinics.,"P4. Permit only non-heritable human genome editing for clinical treatments, and mitochondrial donation.",P5.  Permit both heritable and non-heritable uses of genome editing for any purpose with minimal restrictions to ensure safety and compliance with ethical standards.,"P6. Permit non-heritable and heritable human genome editing (including mitochondrial donation), but only for clinical purposes, and if there is strong oversight, regular community input and (re)approval.",P7. Prohibit all uses of human genome editing and mitochondrial donation.,P8. Permit only non-heritable human genome editing in both research and in clinics and mitochondrial donation only if not for profit.
ddc0230e-7c65-4527-b4fa-e942a10ce33c,2025-03-26 08:23:26.745253+00:00,anthropic,claude-3-opus-20240229,0,4607,290,4,5,2,6,7,3,8,1
db438876-bfd6-4c93-96da-7ce6e1efc698,2025-03-26 08:23:44.325725+00:00,anthropic,claude-3-opus-20240229,0,4607,291,4,5,3,6,7,1,8,2
9bd147d1-1b3f-4010-8914-387e8e676a64,2025-04-02 08:57:50.881533+00:00,anthropic,claude-3-opus-20240229,0,4607,291,6,5,1,2,7,4,8,3
25ca8525-4b55-4b1e-a6a2-88475bb4493a,2025-04-02 08:58:05.241298+00:00,anthropic,claude-3-opus-20240229,0,4607,292,6,1,4,3,8,2,7,5
44788ead-b777-4a3d-8391-6d5c15f6934e,2025-04-02 08:58:20.577895+00:00,anthropic,claude-3-opus-20240229,0,4607,292,5,6,3,2,8,1,7,4
effb90a4-c7d7-47e8-8e83-941fbd8949e0,2025-04-02 08:58:35.360501+00:00,anthropic,claude-3-opus-20240229,0,4607,289,6,4,3,1,8,2,7,5
09533074-6198-4c33-9083-28143c38578a,2025-04-02 08:58:50.681935+00:00,anthropic,claude-3-opus-20240229,0,4607,292,7,6,2,1,4,5,8,3
ba78a404-4980-4b95-98c5-15ebd38d6626,2025-04-02 08:59:09.477066+00:00,anthropic,claude-3-opus-20240229,0,4607,296,5,8,3,6,4,1,7,2
4736c8e9-a789-4cc0-99a5-28ed96561304,2025-04-02 08:59:25.000415+00:00,anthropic,claude-3-opus-20240229,0,4607,297,6,5,2,4,8,1,7,3
f7bd4558-cb94-4968-85e4-761a31cb783e,2025-04-02 08:59:40.292575+00:00,anthropic,claude-3-opus-20240229,0,4607,290,8,3,1,4,7,5,2,6
74b58acd-3684-4f07-992e-817a68be27b2,2025-04-02 08:59:55.188371+00:00,anthropic,claude-3-opus-20240229,0,4607,290,5,7,1,2,6,4,8,3
0e68a3a9-0a02-4815-a518-0970acc2228f,2025-04-02 09:00:09.221934+00:00,anthropic,claude-3-opus-20240229,0,4607,291,1,6,4,2,8,3,7,5
49a5f7f0-e80f-46c7-862f-3f029ec4e619,2025-04-03 08:56:35.815500+00:00,anthropic,claude-3-opus-20240229,0,4607,292,5,4,6,1,8,2,7,3
54e4ee85-3739-49a1-a490-836ff711fb84,2025-04-03 08:56:50.418158+00:00,anthropic,claude-3-opus-20240229,0,4607,297,6,3,5,1,8,4,7,2
ab522bf7-d01d-4e27-a28d-0bfe0fc3d1e1,2025-04-03 08:57:06.569271+00:00,anthropic,claude-3-opus-20240229,0,4607,294,4,6,5,2,7,1,8,3
b0643401-19b1-4d8a-9615-fd8258514048,2025-04-03 08:57:21.028731+00:00,anthropic,claude-3-opus-20240229,0,4607,293,4,6,2,3,8,1,7,5
76e41fcf-a135-479e-9eb7-28921008345c,2025-04-03 08:57:37.720868+00:00,anthropic,claude-3-opus-20240229,0,4607,293,5,6,4,2,7,1,8,3
481bbce1-39df-4576-aee3-46ddaa4932f6,2025-04-03 08:57:52.635631+00:00,anthropic,claude-3-opus-20240229,0,4607,292,5,6,2,1,8,4,7,3
6546109f-33e4-46ae-84d9-96ba93cfa1ef,2025-04-03 08:58:08.049516+00:00,anthropic,claude-3-opus-20240229,0,4607,291,6,3,4,2,7,5,8,1
