cuid,created_at,provider,model,temperature,input_tokens,output_tokens,C1. There is not enough information to definitively say that climate change is real.,C2. The response to  climate change is not going to be positive.  The same mistakes will keep happening.,"C3. Climate variation is normal, so why should this be a problem?",C4. More educational programmes are needed to increase public awareness about climate change.,C5. Climate change will not be a problem because there will be technological solutions available.,C6. I don't trust what scientists say about climate change.,C7. I don't trust what I hear about climate change from government.,C8. We need strong political leadership to do something about climate change.,C9. I think it is safe to say climate change is here.,C10. I'm not going to do anything to address climate change because it is not a major issue.,C11. There's not much point in me doing anything to fix this. No-one else is going to.,C12. It's difficult to trust what comes out in the media on the issue of climate change.,"C13. It is already too late to do anything, as any action to stop climate change will take a long time to take effect.","C14. I'm not concerned enough to do anything drastic about this, such as participate in political action.",C15. It is unfair that we are going to leave the climate in a mess for future generations.,C16. We should pay for greenhouse emissions.,C17. We can adapt to the coming changes.,C18. It is clear that we are already entering the zone of dangerous climate change.,C19. I care about the planet.,"C20. I don't know what to do. I'm very concerned and would like to do something, but I don't have a realistic shortlist of things that would really make a difference.",C21. Australia does not owe it to the rest of the world to reduce emissions and suffer economically.,C22. If Australia reduces greenhouse gases it won't make a difference. That will just shift Australian jobs to other countries. ,C23. This is so depressing and is so out of our control.,"C24. I believe that the difference we can have as an individual, in Australia, is so minimal that our actions are worthless.","C25. Australia is particularly vulnerable to climate change, and it is in our interest to help find an effective global solution.",C26. We need laws addressing climate change because people are not going to volunteer to change.,"C27. I want to do something, but it is too big and too hard.","C28. When I read in the paper that climate change is not true, I start to have doubts about whether it is changing.",C29. Doing something to reduce emissions feels a bit hopeless but I just want to feel that I'm doing the most I can.,C30. The fate of the planet is too important to be left to market forces.,"C31. Australia's emissions are tiny, so it's not up to us to act.",C32. Governments should take a far greater role in preparing towns and cities to adapt to the impacts of climate change.,C33. Failure to address climate change is the fault of political leaders.
0a83d7c9-4c99-4298-80cf-0d0738580556,2025-03-20 15:36:04.186009+00:00,mistralai,open-mixtral-8x22b,0,3700,258,2,3,2,11,6,2,3,11,11,2,4,3,3,4,11,11,7,10,11,5,2,2,4,4,11,11,6,3,8,11,2,11,10
78955cfc-a748-46de-8e32-8e1abdb92d66,2025-03-20 15:36:13.487505+00:00,mistralai,open-mixtral-8x22b,0,3700,264,2,6,2,11,6,2,8,11,11,2,5,7,6,5,11,11,6,11,11,9,3,3,7,4,11,11,8,4,9,11,3,11,11
4ddea442-d648-46c4-a1ac-fef7f13be024,2025-03-20 15:36:25.946380+00:00,mistralai,open-mixtral-8x22b,0,3698,263,2,3,3,11,7,2,3,11,11,2,3,3,4,4,11,10,7,10,11,4,2,3,4,3,10,10,5,3,8,11,2,11,9
45ced425-db3a-4c85-b3d8-caf92a56e5fc,2025-03-20 15:36:33.143539+00:00,mistralai,open-mixtral-8x22b,0,3702,266,2,4,3,11,5,3,3,11,11,2,2,4,3,4,11,11,8,11,11,8,2,2,6,2,11,11,5,3,10,11,2,11,11
3fcd4ed5-896b-41c0-b44d-a4c5ab1c34e3,2025-03-20 15:36:40.700009+00:00,mistralai,open-mixtral-8x22b,0,3698,260,2,4,3,11,8,2,3,11,11,1,4,6,5,4,11,11,7,11,11,9,2,3,7,5,11,11,6,2,8,11,2,11,10
fd8ada20-cdc3-4e1d-ab58-04a96f811107,2025-03-20 15:36:49.153912+00:00,mistralai,open-mixtral-8x22b,0,3700,261,2,4,2,11,6,2,3,11,11,2,2,3,2,3,11,11,8,11,11,7,2,3,6,3,11,11,6,3,9,11,2,11,11
df54957c-13f7-47ee-ac58-1ee69653bd55,2025-03-20 15:36:56.544912+00:00,mistralai,open-mixtral-8x22b,0,3700,264,2,2,2,11,8,2,2,11,11,2,2,6,2,3,11,11,8,11,11,3,2,2,2,2,11,11,5,2,9,11,2,11,11
f5f7d5bb-54aa-41c3-b0b3-114d5661747b,2025-03-25 11:30:08.219659+00:00,mistralai,open-mixtral-8x22b,0,3692,260,2,4,2,9,6,4,4,10,10,2,3,4,5,3,11,9,7,10,11,6,3,3,5,3,10,9,6,4,8,10,3,10,8
e358e74c-4d06-4902-b47c-8a67ea17c786,2025-03-25 11:30:13.983686+00:00,mistralai,open-mixtral-8x22b,0,3702,263,2,3,2,11,5,2,2,11,11,1,2,2,2,2,11,11,5,11,11,1,2,2,5,2,11,11,5,2,11,11,2,11,11
5da62eae-f693-4f41-9cac-5db76542d899,2025-03-25 11:30:20.007286+00:00,mistralai,open-mixtral-8x22b,0,3700,260,2,3,2,11,6,2,2,11,11,2,3,4,4,3,11,11,7,11,11,5,2,2,4,3,11,11,5,3,8,11,2,11,11
de3973bf-94c7-4440-a2d0-0f0265c6cc7d,2025-03-25 11:30:26.108503+00:00,mistralai,open-mixtral-8x22b,0,3702,263,2,3,3,10,8,2,2,11,11,2,4,3,2,3,11,11,7,11,11,8,2,3,5,4,11,11,6,3,11,10,3,11,10
a3e44139-81d2-4d20-b35a-0ae1583307fd,2025-03-25 11:30:32.215822+00:00,mistralai,open-mixtral-8x22b,0,3702,268,1,1,1,11,1,1,1,11,11,1,1,1,1,3,11,11,1,11,11,1,1,1,1,1,11,11,1,1,11,11,1,11,11
485aa087-3686-4661-bffb-2e9ed71c3797,2025-03-25 11:30:37.960532+00:00,mistralai,open-mixtral-8x22b,0,3702,264,2,3,2,11,8,2,2,11,11,2,3,3,2,4,11,11,6,11,11,9,2,2,2,3,11,11,8,3,10,11,2,11,11
b2fb1382-1577-4e41-b5bb-4537637880de,2025-03-25 11:30:42.573578+00:00,mistralai,open-mixtral-8x22b,0,3698,254,2,3,2,11,8,2,2,11,11,2,3,3,3,6,11,11,8,11,11,7,2,2,3,2,11,11,5,3,9,11,3,11,8
