cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,"P3. ""Policies that involve a moderate reduction in CO₂ emissions (e.g., reducing emissions by 25% to 50% over the next 10 years).""","P4. ""Policies that involve a radical reduction in CO₂ emissions (e.g., reducing emissions by 50% to 100% over the next 10 years).""",P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
892a8e07-4550-4634-8660-91b091e13601,2025-04-17 14:57:59.777213+00:00,ibm,granite3.3,0,0,0,3,7,5,2,1,4,6
d5510970-5eec-4520-a278-8b99955c29f4,2025-04-17 14:58:22.711182+00:00,ibm,granite3.3,0,0,0,7,6,5,4,2,3,1
93c82434-1bf9-4160-9393-7743d3a9dbe4,2025-04-17 14:59:05.792264+00:00,ibm,granite3.3,0,0,0,7,2,4,5,6,3,1
b6ba14db-40bf-4493-b8ce-7d1e129fb60e,2025-04-17 17:24:42.862830+00:00,ibm,granite3.3,0,0,0,1,5,6,2,4,7,3
59e1ab51-31ab-4e12-b73f-229dec20b3cc,2025-04-17 17:25:05.562239+00:00,ibm,granite3.3,0,0,0,6,5,7,1,4,3,2
d41264ee-8c73-4190-989a-cd5c3c435a3b,2025-04-17 17:25:25.470440+00:00,ibm,granite3.3,0,0,0,3,5,2,7,6,4,1
efbf6631-2434-4984-a39a-a626f5db476f,2025-04-17 17:25:45.751943+00:00,ibm,granite3.3,0,0,0,7,6,5,1,3,2,4
9d889993-e734-4d34-9b22-1cbffed5568e,2025-04-17 17:26:24.247805+00:00,ibm,granite3.3,0,0,0,1,7,3,6,4,2,5
b2a92713-9efd-4cdd-a792-329a5a2a0fd1,2025-04-17 17:26:45.882984+00:00,ibm,granite3.3,0,0,0,1,7,3,2,5,4,6
e5c0de46-18f3-4c8d-9b57-731b07510f18,2025-04-17 17:27:26.556836+00:00,ibm,granite3.3,0,0,0,7,6,3,2,1,4,5
af874853-32a5-481c-b005-b96e5b043700,2025-04-17 17:27:45.068607+00:00,ibm,granite3.3,0,0,0,7,1,6,4,3,2,5
7f3091e3-76b4-4803-b489-151fc7323b30,2025-04-17 17:28:23.465123+00:00,ibm,granite3.3,0,0,0,7,1,3,4,6,2,5
552b7ab4-fb63-434b-bc60-66289ff679e7,2025-04-17 17:28:44.832207+00:00,ibm,granite3.3,0,0,0,6,7,5,3,2,4,1
be09ea83-4be7-4d57-a4f4-76c3dc6121bc,2025-04-17 17:29:08.288840+00:00,ibm,granite3.3,0,0,0,7,6,1,3,5,4,2
fe606857-bad2-4773-a409-afca243c6ae8,2025-04-17 17:29:27.072617+00:00,ibm,granite3.3,0,0,0,6,7,3,2,5,4,1
c8d055dc-81f3-44a7-9518-756cb5cf9205,2025-04-17 17:30:08.349743+00:00,ibm,granite3.3,0,0,0,7,5,4,3,2,6,1
6d0649e1-d7f6-454d-a927-4e71cf11ce28,2025-04-17 17:30:27.638772+00:00,ibm,granite3.3,0,0,0,7,2,4,5,6,1,3
be88b3c3-868f-4774-8e4a-596042513d91,2025-04-17 17:30:50.522423+00:00,ibm,granite3.3,0,0,0,7,2,3,1,6,5,4
b3ec298f-0903-4dd6-8c45-5c28cf0f8100,2025-04-17 17:31:10.992375+00:00,ibm,granite3.3,0,0,0,7,6,2,3,5,4,1
1340f1a6-e67d-43ac-9e37-6f70ed1966ea,2025-04-17 17:31:31.592203+00:00,ibm,granite3.3,0,0,0,6,7,4,1,5,2,3
42263170-cb00-4b43-b3cd-ba140ea04e2a,2025-04-17 17:31:53.922558+00:00,ibm,granite3.3,0,0,0,6,7,5,2,4,1,3
71fde37c-3eff-42a6-b25e-c5fc34b4624e,2025-04-17 17:32:16.504867+00:00,ibm,granite3.3,0,0,0,6,7,1,4,2,3,5
fe76fb47-8fde-4b64-b617-8221f4247587,2025-04-17 17:32:36.464027+00:00,ibm,granite3.3,0,0,0,6,7,2,3,4,5,1
4d2f94b6-8fb4-4012-b7b9-1e916a39b405,2025-04-17 17:32:56.853954+00:00,ibm,granite3.3,0,0,0,6,1,5,7,3,2,4
a14c5a4b-8bab-42b0-9dc7-ca0a71aafed6,2025-04-17 17:33:32.734455+00:00,ibm,granite3.3,0,0,0,7,6,3,1,4,5,2
cef40ff4-dc00-4bfd-9e5e-07589e3e2e05,2025-04-17 17:33:54.964978+00:00,ibm,granite3.3,0,0,0,7,1,5,2,6,4,3
e1165869-d64a-4556-93ad-d2df0acea99f,2025-04-17 17:34:17.554317+00:00,ibm,granite3.3,0,0,0,7,1,5,6,2,4,3
888fab34-fbe7-479b-9354-be21c61b05e5,2025-04-28 11:35:09.594906+00:00,ibm,granite3.3,0,0,0,7,1,4,3,6,5,2
455e098c-2ebf-47bd-8bd6-3065749ed3ba,2025-04-28 11:35:34.588923+00:00,ibm,granite3.3,0,0,0,7,6,3,2,5,4,1
6585b0ab-2079-424b-9909-bda1a5576d73,2025-04-28 11:35:56.572591+00:00,ibm,granite3.3,0,0,0,3,7,1,4,5,6,2
72a0c9ab-5755-45d9-af3a-e3ed143242bc,2025-04-28 11:36:20.422634+00:00,ibm,granite3.3,0,0,0,6,1,3,7,5,4,2
320c6b52-de13-468b-8dd7-46e534d1eee5,2025-04-28 11:36:42.628313+00:00,ibm,granite3.3,0,0,0,7,4,2,1,5,3,6
