cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a moderate cut in CO2 emissions (at least 25% in over the next 10 years).,P4. Policies that involve a dramatic cut back in CO2 emissions (at least 50% in the next 10 years).,P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
b242b9fc-5281-4f9f-ba6a-4005d471c7fe,2025-03-27 16:57:02.810930+00:00,qwen,qwen-plus,0,3402,230,7,6,3,2,1,4,5
ca64d7d0-50ed-41a9-afca-e6dfbb8c0e81,2025-03-27 16:57:11.078056+00:00,qwen,qwen-plus,0,3402,232,6,7,3,5,1,4,2
8f1788f6-de43-4875-ba46-59e8ce7d36ed,2025-03-27 20:38:09.291134+00:00,qwen,qwen-plus,0,3402,227,6,7,2,5,4,3,1
3356faf2-456d-49df-a6e6-12b48a774165,2025-03-27 20:38:19.923347+00:00,qwen,qwen-plus,0,3402,227,7,5,6,1,2,4,3
fb5a1e95-4b70-40ae-9bbc-30dfa443ea0e,2025-03-27 20:38:32.975970+00:00,qwen,qwen-plus,0,3402,225,7,6,4,1,5,2,3
e7a2ba12-baee-4d0b-9acc-31a2b8e4572c,2025-03-27 20:38:42.769710+00:00,qwen,qwen-plus,0,3402,230,6,7,3,1,2,4,5
82f1770a-0d01-4b5d-b318-35b4383d7b22,2025-03-27 20:38:50.953859+00:00,qwen,qwen-plus,0,3151,94,7,6,3,1,4,5,2
3bf6abaf-3e2a-42e9-8537-35bc406992df,2025-03-27 20:38:56.594696+00:00,qwen,qwen-plus,0,3402,229,7,6,4,3,1,5,2
58b02c1f-503c-408f-bffb-6b6393c32991,2025-03-27 20:39:05.089662+00:00,qwen,qwen-plus,0,3402,232,6,7,4,1,3,2,5
c13f19ba-31e1-461c-86b8-6d744131796a,2025-03-27 20:39:13.892597+00:00,qwen,qwen-plus,0,3402,228,7,6,5,4,2,3,1
522cbfec-4d96-4932-9f64-2f082917c8cd,2025-03-27 20:39:25.076662+00:00,qwen,qwen-plus,0,3402,235,6,7,3,1,2,4,5
8cf10506-83e1-4fb0-aa17-0d7ec7173903,2025-03-27 20:39:33.371060+00:00,qwen,qwen-plus,0,3402,229,6,7,3,5,1,4,2
a28b32f1-c8f4-431f-8cfc-fa0a1a60fadf,2025-03-27 20:39:41.547726+00:00,qwen,qwen-plus,0,3402,229,7,6,4,3,1,2,5
30e1dfd6-a740-4c3c-940a-f9d9504c1804,2025-03-27 20:39:49.737906+00:00,qwen,qwen-plus,0,3402,229,6,7,3,2,1,4,5
c0211d6f-090f-4684-8d66-3cf27767688c,2025-03-27 20:39:58.569808+00:00,qwen,qwen-plus,0,3402,226,4,7,6,5,2,3,1
3aa5659a-b167-4449-b728-31255c950fdb,2025-03-27 20:40:06.689839+00:00,qwen,qwen-plus,0,3402,229,7,6,1,2,4,5,3
e741c758-6a97-412e-ab6d-6e38a8d5e6c9,2025-03-27 20:40:15.242957+00:00,qwen,qwen-plus,0,3402,233,6,7,3,2,5,4,1
74b799eb-c0e1-4923-9496-babe65addfbf,2025-03-27 20:40:24.325734+00:00,qwen,qwen-plus,0,3402,230,7,6,5,1,2,4,3
e27ef7de-3aba-49ea-a6d6-9d8727173afc,2025-03-27 20:40:33.335724+00:00,qwen,qwen-plus,0,3402,229,7,6,4,5,1,2,3
4e8f0b0d-8ed5-4084-bbed-f67e9a6ad98c,2025-03-27 20:40:41.935088+00:00,qwen,qwen-plus,0,3402,226,6,7,5,1,3,4,2
cd4f2207-fc17-4c6a-8314-b1806474ad95,2025-03-27 20:40:50.187457+00:00,qwen,qwen-plus,0,3402,229,7,6,4,1,5,2,3
62a3e2d7-eaa8-4690-98af-a20c9b25733c,2025-03-27 20:40:58.545961+00:00,qwen,qwen-plus,0,3402,234,7,6,3,1,4,2,5
dc49ddd3-ffd8-4820-8a4e-d5c0269b2a74,2025-03-27 20:41:10.942415+00:00,qwen,qwen-plus,0,3402,229,6,7,3,2,4,5,1
a56ee6c6-f27a-4655-b222-0afbcb78c606,2025-03-27 20:41:22.923447+00:00,qwen,qwen-plus,0,3151,97,6,7,3,1,4,5,2
aaa8d3e6-2d7c-48a1-8b57-95f00add4c73,2025-03-27 20:41:28.072017+00:00,qwen,qwen-plus,0,3402,230,6,7,3,2,1,4,5
2e420a81-3ea9-4054-84fd-db434f4392b1,2025-03-27 20:41:36.737894+00:00,qwen,qwen-plus,0,3402,229,7,6,4,5,3,2,1
f34ad1c0-5736-4c31-9c7a-fa8a1b2bfc54,2025-03-27 20:41:45.043032+00:00,qwen,qwen-plus,0,3402,228,6,7,4,2,1,3,5
27ad3580-85ee-4c71-946a-66b36bad1b13,2025-03-27 20:41:57.832781+00:00,qwen,qwen-plus,0,3402,232,7,6,4,1,3,5,2
a4d2235c-efea-4922-bf7c-345a757676b1,2025-03-27 20:42:06.266913+00:00,qwen,qwen-plus,0,3402,228,7,6,4,5,2,3,1
cd18a3b6-fbbf-46ca-ac1f-6944cb169269,2025-03-27 20:42:14.575737+00:00,qwen,qwen-plus,0,3402,226,7,6,5,1,3,4,2
