cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Wind,P2. Biomass,P3. Coal with CO2 Burial,P4. Hydroelectric,P5. Natural Gas,P6. Geothermal Energy,P7. Solar Energy,P8. Nuclear Energy,P9. Coal
9f76dc29-0a70-47c6-b957-5c376220fafb,2025-03-27 19:37:17.513352+00:00,qwen,qwen2.5-72b-instruct,0,4805,317,8,3,5,9,6,1,7,4,2
c28ba01b-0381-43ac-af0d-e93a27a8ffca,2025-03-27 19:37:25.560098+00:00,qwen,qwen2.5-72b-instruct,0,4805,315,6,2,1,9,4,3,5,7,8
5579d61f-66be-4764-bfc1-09bde7e7442a,2025-03-27 19:37:33.498644+00:00,qwen,qwen2.5-72b-instruct,0,4805,317,3,5,7,9,4,6,1,2,8
24965a3a-c85b-47c8-b21c-8723881b0952,2025-03-27 19:37:41.580666+00:00,qwen,qwen2.5-72b-instruct,0,4809,318,6,4,8,9,5,3,1,2,7
2668e6b7-271b-42dc-918e-014e52be6622,2025-03-27 19:37:49.840449+00:00,qwen,qwen2.5-72b-instruct,0,4807,320,7,5,4,6,3,2,9,1,8
11e289fe-9989-40e8-acf8-b4b852ea7404,2025-03-27 19:37:58.120019+00:00,qwen,qwen2.5-72b-instruct,0,4817,321,9,2,3,7,5,6,4,1,8
ec016bce-3d19-4dc6-97ed-1f75ee50843f,2025-03-27 19:38:06.430101+00:00,qwen,qwen2.5-72b-instruct,0,4809,318,2,5,7,9,4,8,3,1,6
8711113a-4785-47f7-9196-d54ddf014d4e,2025-03-27 19:38:14.527861+00:00,qwen,qwen2.5-72b-instruct,0,4805,316,8,3,1,5,7,9,2,4,6
7249d3e5-8c8e-4625-9d8f-5a0bf21ffb1a,2025-03-27 19:38:22.613400+00:00,qwen,qwen2.5-72b-instruct,0,4817,322,4,5,2,7,3,6,1,9,8
8b326482-3bfe-4e4e-a052-0533b3895ff9,2025-03-27 19:38:30.791917+00:00,qwen,qwen2.5-72b-instruct,0,4805,317,6,5,1,8,3,4,7,2,9
087006f1-0243-4b52-b80b-3f6936963ee8,2025-03-27 19:38:38.793370+00:00,qwen,qwen2.5-72b-instruct,0,4805,318,7,4,1,9,5,3,8,2,6
27d4a3d6-c93a-4cca-89b5-56af9562c489,2025-03-27 19:38:46.832691+00:00,qwen,qwen2.5-72b-instruct,0,4809,319,6,5,7,8,3,2,4,1,9
d8c7a823-35bf-4643-85a1-2cb2b94acf12,2025-03-27 19:38:55.056728+00:00,qwen,qwen2.5-72b-instruct,0,4805,313,7,6,2,4,5,8,3,1,9
52d8e073-7de9-4d9f-83bc-5df05a9bc44a,2025-03-27 19:39:03.053256+00:00,qwen,qwen2.5-72b-instruct,0,4811,318,7,4,1,5,3,9,6,2,8
ac14031d-1caf-4d23-b284-783719e04ec7,2025-03-27 19:39:11.255618+00:00,qwen,qwen2.5-72b-instruct,0,4807,320,5,8,7,6,4,3,2,1,9
dbe8a82b-c9ea-48a6-81ce-a400c130ecc6,2025-03-27 19:39:19.359776+00:00,qwen,qwen2.5-72b-instruct,0,4807,318,4,2,7,5,3,9,6,1,8
e3ddfeb4-5354-468c-b1f2-1dd93caacba7,2025-03-27 19:39:27.537582+00:00,qwen,qwen2.5-72b-instruct,0,4805,315,2,6,4,1,5,3,8,7,9
1190f68c-0823-483c-a748-19db24b4b797,2025-03-27 19:39:35.792990+00:00,qwen,qwen2.5-72b-instruct,0,4807,317,6,1,9,2,4,5,3,7,8
b40d6b09-bc43-4c86-ab27-785454feb2c6,2025-03-27 19:39:43.844109+00:00,qwen,qwen2.5-72b-instruct,0,4809,318,4,1,5,7,2,9,8,3,6
f40de074-dd13-4561-a27e-957db4c100bb,2025-03-27 19:39:51.950997+00:00,qwen,qwen2.5-72b-instruct,0,4805,317,6,5,4,1,8,7,3,2,9
11af9f5a-2f3e-46b0-8c24-23062c592075,2025-03-27 20:25:46.029971+00:00,qwen,qwen2.5-72b-instruct,0,4817,322,4,8,6,1,7,3,2,9,5
49a17610-8858-407c-a955-4e3e2fa5c9aa,2025-03-27 20:25:54.164449+00:00,qwen,qwen2.5-72b-instruct,0,4807,321,7,6,4,5,9,3,2,1,8
bb38e396-17cd-45c1-8b0a-676b84961855,2025-03-27 20:26:02.393251+00:00,qwen,qwen2.5-72b-instruct,0,4811,319,4,2,6,8,3,7,9,1,5
b882a621-09b4-4e2a-af80-d59a67b72a25,2025-03-27 20:26:10.468346+00:00,qwen,qwen2.5-72b-instruct,0,4807,318,7,6,1,5,4,3,8,2,9
f287aa34-5433-43ed-a42d-70f30d9532ac,2025-03-27 20:26:18.571095+00:00,qwen,qwen2.5-72b-instruct,0,4805,317,9,6,7,3,5,2,1,4,8
fbf8de1c-e5f9-485d-972a-db2db9b52f79,2025-03-27 20:26:26.764958+00:00,qwen,qwen2.5-72b-instruct,0,4805,316,8,6,5,2,7,1,3,4,9
52c1cc3a-a075-4a92-9f16-54593842a907,2025-03-27 20:26:34.802130+00:00,qwen,qwen2.5-72b-instruct,0,4805,318,5,6,3,7,4,2,9,1,8
4095fd15-560b-4cfb-99ad-68e83c09616f,2025-03-27 20:26:42.641717+00:00,qwen,qwen2.5-72b-instruct,0,4805,318,2,4,7,8,5,6,1,9,3
e831bdf9-fa0d-4e2a-b4de-ef9e2d3c53b0,2025-03-27 20:26:50.727092+00:00,qwen,qwen2.5-72b-instruct,0,4809,319,7,9,4,8,1,3,6,2,5
fb26fec1-6cb3-4a7d-8683-7f537479716c,2025-03-27 20:26:58.907455+00:00,qwen,qwen2.5-72b-instruct,0,4809,318,8,3,4,6,5,1,7,2,9
