cuid,created_at,provider,model,temperature,input_tokens,output_tokens,"C1. Climate variation is normal, so why should this be a problem?",C2. I think it is safe to say climate change is here.,C3. I don't trust what scientists say about climate change.,C4. I don't trust what I hear about climate change from government.,C5. It's difficult to trust what comes out in the media on the issue of climate change.,C6. There is not enough information to definitively say that climate change is real.,C7. There's not much point in me doing anything to fix this. No-one else is going to.,"C8. I don't know what to do. I'm very concerned and would like to do something, but I don't have a realistic shortlist of things that would really make a difference.",C9. Doing something to reduce emissions feels a bit hopeless but I just want to feel that I'm doing the most I can.,"C10. I believe that the difference we can have as an individual, in Switzerland, is so minimal that our actions are worthless.",C11. I'm not going to do anything to address climate change because it is not a major issue.,C12. We need (local) funding to boost our emergency response for events such as flooding.,C13. Occorre tenere conto degli effetti negativi del cambiamento climatico sul commercio locale.,C14. Councils have all the resources they need to adapt effectively to climate change.,C15. We need to deal with the urban heat island effect through measures such as planting trees.,C16. Health services need to prepare for the physical impacts of climate change on health (such as heat stroke) and the impacts on mental health (such as farmers who lose their crops).,C17. We need to make sure we have a good local response for disasters to deal with extreme weather.,C18. If Switzerland reduces greenhouse gases it won't make a difference.,C19. The climate threat to the Alpine glaciers is too far away from local issues to be of concern.,C20. We need to focus on adaptation actions that are concerned with the economic future of the country.,C21. Increased costs for insurance are a serious concern in respect to climate change.,"C22. The main focus of planning for climate adaptation should be to prepare for extreme weather events, such as drought and flooding. ",C23. It is important to plan for migration by people displaced by climate impacts.,C24. We should focus on protecting human systems rather than environmental ecosystems.,"C25. Switzerland is particularly vulnerable to climate change, and it is in our interest to help find an effective global solution.",C26. The community should be involved in discussions about climate adaptation.,"C27. Some communities will be more affected than others by climate change, but this is not a priority issue. ",C28. It is NOT necessary to engage with the community when deciding what are the most important issues for planning for climate adaptation.,"C29. Planning for climate adaptation needs a holistic approach, considering a whole range of issues, instead of focussing on individual issues. ",C30. There is no urgent need to prepare for an increase in illness and death caused by high temperatures.,"C31. It is important to support vulnerable groups (elderly, children, disabled, low-income) as they have the fewest resources to deal with impacts of climate change. "
f785c5df-706f-44e4-b613-26566213b462,2025-03-20 11:50:20.081850+00:00,google,gemini-1.5-flash,0,3544,233,2,7,3,4,4,2,3,6,5,3,1,6,5,2,7,7,6,2,3,6,6,5,6,3,7,7,2,1,7,2,7
29344381-0e7c-4f0b-987c-278649127ff2,2025-03-20 11:50:25.146553+00:00,google,gemini-1.5-flash,0,3544,228,2,7,1,2,3,2,1,6,5,2,1,7,6,2,7,7,7,3,3,6,6,6,7,3,6,7,1,1,7,1,7
da5c504f-3008-4ce1-baba-7d6b47109326,2025-03-20 11:50:29.712251+00:00,google,gemini-1.5-flash,0,3544,231,2,7,3,4,5,3,2,6,5,3,1,7,6,2,7,7,7,2,3,6,6,6,6,3,7,7,2,1,7,2,7
c3b447d1-8d6d-4210-9e7e-82f499096364,2025-03-20 11:50:34.397509+00:00,google,gemini-1.5-flash,0,3544,234,2,7,3,4,4,2,3,5,5,2,1,7,6,2,7,7,7,3,3,6,6,6,6,3,7,7,2,1,7,1,7
37fd7189-a9f6-4d40-9746-790be67691f0,2025-03-20 11:50:39.009542+00:00,google,gemini-1.5-flash,0,3544,230,2,7,2,3,4,2,4,6,5,3,1,7,5,2,6,7,7,3,2,6,6,6,6,3,6,7,1,1,7,2,7
d03607be-0d65-40f1-ac98-8c9a5a3945fe,2025-03-20 11:50:43.636964+00:00,google,gemini-1.5-flash,0,3544,234,2,7,2,3,4,1,3,6,5,3,1,7,5,2,7,7,7,3,3,6,6,5,6,4,6,7,2,2,7,1,7
86dac284-ec5c-4d8f-91dd-ecede6c42104,2025-03-20 11:50:48.295096+00:00,google,gemini-1.5-flash,0,3544,232,2,7,3,3,4,2,2,5,6,2,1,7,6,2,7,7,7,3,1,5,6,6,6,2,7,7,1,1,7,1,7
805fb739-00ab-42a3-a8c9-7e11ba2e38da,2025-03-20 11:50:52.869172+00:00,google,gemini-1.5-flash,0,3544,231,2,7,3,4,4,3,3,6,5,4,2,7,6,2,7,7,7,3,3,6,6,7,7,3,7,7,2,1,7,2,7
6751380e-1367-47c0-b5cf-ad4786ddec0c,2025-03-20 11:51:00.121147+00:00,google,gemini-1.5-flash,0,3544,230,2,7,3,4,4,2,3,5,6,3,2,7,5,2,6,6,7,3,2,5,5,5,6,3,6,7,1,1,7,1,7
8d0e0e8a-26fc-40d4-9e80-019ca14f88a8,2025-03-21 11:56:09.727709+00:00,google,gemini-1.5-flash,0,3544,233,2,7,1,3,4,2,2,6,5,2,1,6,6,2,7,7,7,3,3,5,6,6,6,3,7,7,1,1,7,1,7
