cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a moderate cut in CO2 emissions (at least 25% in over the next 10 years).,P4. Policies that involve a dramatic cut back in CO2 emissions (at least 50% in the next 10 years).,P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
f5d54d70-c504-481f-97f7-40d68a43cc85,2025-03-26 08:04:07.372600+00:00,openai,gpt-4,0,3353,215,7,6,2,1,5,4,3
1e7d57dd-b504-4dd9-b0e4-690c24181f50,2025-04-01 10:32:53.370876+00:00,openai,gpt-4,0,3353,217,7,6,5,1,4,3,2
7bf9f898-bc03-4cf9-8a0f-835fa1edd538,2025-04-01 10:33:02.496339+00:00,openai,gpt-4,0,3353,216,2,3,4,5,6,7,1
e109d197-2929-4ade-8009-b775ecd98588,2025-04-01 10:33:13.329568+00:00,openai,gpt-4,0,3353,216,7,6,4,1,5,2,3
329ec497-24a3-4560-a1ec-81e67a19aea5,2025-04-01 10:33:24.286362+00:00,openai,gpt-4,0,3353,217,7,5,3,1,4,2,6
237f0bb6-3e66-423f-8d38-9a9e46feb8dd,2025-04-01 10:33:34.535464+00:00,openai,gpt-4,0,3353,218,6,3,2,1,5,7,4
4851cf0b-ba6f-472f-992b-c45cbfa63419,2025-04-03 16:58:43.917458+00:00,openai,gpt-4,0,3353,216,3,1,5,7,2,4,6
60180dba-ba04-4bc1-8d48-18e122d51c49,2025-04-03 16:58:54.626482+00:00,openai,gpt-4,0,3353,219,6,7,1,2,4,3,5
b5223284-206c-4697-b61a-16794a8229b9,2025-04-03 16:59:07.610118+00:00,openai,gpt-4,0,3353,217,7,2,1,5,6,3,4
16b722cd-8ffe-4bda-b0f2-852ce5a6dcf7,2025-04-03 16:59:19.242677+00:00,openai,gpt-4,0,3353,215,7,6,5,1,4,3,2
69c9f281-8b24-439c-8cd7-d23487e1eeb8,2025-04-08 09:35:26.733290+00:00,openai,gpt-4,0,3353,216,7,6,5,1,3,2,4
c34f2961-d5ac-4d57-9f76-58be01d04fb4,2025-04-08 09:35:39.113141+00:00,openai,gpt-4,0,3353,214,5,4,1,7,2,3,6
8a85e5ed-45fd-4566-9b86-20ebcf049bc8,2025-04-08 09:35:51.434905+00:00,openai,gpt-4,0,3353,217,7,2,5,3,6,4,1
812e342b-d173-4b21-b2ca-7206c21d97f1,2025-04-08 09:36:03.267511+00:00,openai,gpt-4,0,3353,215,3,4,5,1,6,7,2
3d4c6963-c9dd-4052-a542-97dd72ced245,2025-04-08 09:36:15.061584+00:00,openai,gpt-4,0,3353,216,1,4,3,5,2,6,7
4663e1d3-d775-42b5-b8c7-b312163ced7a,2025-04-08 09:36:28.791045+00:00,openai,gpt-4,0,3353,215,5,6,4,1,7,2,3
65d68d70-b654-43ec-89cc-c0728467586d,2025-04-08 09:36:42.273175+00:00,openai,gpt-4,0,3353,216,6,7,4,5,3,2,1
9775d578-1cb0-44bd-aa18-f59ef04fc623,2025-04-08 09:36:54.896891+00:00,openai,gpt-4,0,3353,216,7,6,5,1,4,3,2
3c5e0193-ae4a-4f9f-8b88-d8e25abf17ac,2025-04-08 09:37:06.374482+00:00,openai,gpt-4,0,3353,214,4,7,1,5,6,2,3
6fa33283-948d-47c2-b5e6-ee507b229a89,2025-04-08 09:37:19.322213+00:00,openai,gpt-4,0,3353,215,7,3,1,6,4,2,5
edde17ca-8ca8-4917-b646-6d59a11ed93a,2025-04-08 09:37:32.480057+00:00,openai,gpt-4,0,3353,217,5,6,4,1,2,7,3
9186d54e-9c1f-45b1-ae71-65055b945b47,2025-04-08 09:37:44.592547+00:00,openai,gpt-4,0,3353,217,4,6,3,5,2,7,1
44a9bb30-da11-4eea-b8b8-08cb795cea10,2025-04-08 09:37:57.010876+00:00,openai,gpt-4,0,3353,214,7,6,3,1,4,2,5
44d99b2b-56e6-4abe-a888-b842d1517857,2025-04-08 09:38:09.691257+00:00,openai,gpt-4,0,3353,216,5,2,6,1,7,4,3
d1afc057-29d2-42a7-b07e-ac77a836bf5c,2025-04-08 09:38:22.864308+00:00,openai,gpt-4,0,3353,217,7,2,3,1,6,4,5
32a8a5b8-bb63-4903-9832-536384a2bc7a,2025-04-08 09:38:35.109723+00:00,openai,gpt-4,0,3353,216,6,7,2,1,4,5,3
5622f6ee-cbfe-4c39-b4c4-56d19ef5043b,2025-04-08 09:38:46.720026+00:00,openai,gpt-4,0,3353,216,1,4,5,3,6,7,2
d80e23ff-2b26-4f95-a17f-4a7604fdbb44,2025-04-08 09:38:57.886528+00:00,openai,gpt-4,0,3353,215,5,3,2,1,6,4,7
94f5a790-e895-4523-895a-5d713cef69b1,2025-04-08 09:39:08.617097+00:00,openai,gpt-4,0,3353,216,5,6,7,1,2,4,3
8c85b0ac-b837-45e6-ab78-095e62ac36aa,2025-04-08 09:39:20.895291+00:00,openai,gpt-4,0,3353,216,4,7,3,6,2,1,5
