cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a moderate cut in CO2 emissions (at least 25% in over the next 10 years).,P4. Policies that involve a dramatic cut back in CO2 emissions (at least 50% in the next 10 years).,P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
641d8fa5-f70b-49d3-a080-cfae6604c2c6,2025-03-27 16:38:39.701551+00:00,qwen,qwen-turbo,0,3402,233,6,2,4,1,5,7,3
d3f736b0-b0fe-4913-b7c0-7d8cee45c6f8,2025-03-27 16:38:44.799522+00:00,qwen,qwen-turbo,0,3402,231,4,6,7,5,1,2,3
5961e3f6-0ea8-42ec-a0fb-02a64c6f6601,2025-03-27 19:21:56.785650+00:00,qwen,qwen-turbo,0,3402,228,7,1,6,4,5,3,2
d87f95d8-6c79-40e1-8c9d-34a5514bab0c,2025-03-27 19:22:01.475581+00:00,qwen,qwen-turbo,0,3402,230,7,6,2,1,4,5,3
4928e4d4-d50c-4d1d-a616-4fbe091052a3,2025-03-27 19:22:06.210743+00:00,qwen,qwen-turbo,0,3402,236,7,3,5,1,4,6,2
f8e93ea9-f97e-4d5b-b7bb-99a5b75e6eac,2025-03-27 19:22:10.895180+00:00,qwen,qwen-turbo,0,3402,228,6,4,7,3,2,5,1
658e1969-c710-4889-a27a-9b2190f54ec1,2025-03-27 19:22:15.486266+00:00,qwen,qwen-turbo,0,3402,231,3,7,5,2,6,4,1
373cc995-cd24-4a92-95ed-357e6d655afb,2025-03-27 19:22:20.173025+00:00,qwen,qwen-turbo,0,3402,235,6,7,1,2,5,4,3
682e1656-828c-40c2-afb1-2aa7a77a670e,2025-03-27 19:22:24.853994+00:00,qwen,qwen-turbo,0,3402,231,7,3,1,4,2,6,5
dbf77558-37f2-4fe0-a22e-a072d24d2491,2025-03-27 19:22:29.760597+00:00,qwen,qwen-turbo,0,3402,233,6,7,2,1,5,3,4
eb57160b-2c48-4913-9b22-d7fb9e2a5f0c,2025-03-27 19:22:34.997168+00:00,qwen,qwen-turbo,0,3402,226,4,6,7,3,2,1,5
ef9f2c95-7da7-4472-a9f2-883c8834475b,2025-03-27 19:22:39.589869+00:00,qwen,qwen-turbo,0,3402,231,7,2,3,6,1,4,5
9fa4cae6-4907-4d0a-990c-ad9d80e7537c,2025-03-27 19:22:44.260888+00:00,qwen,qwen-turbo,0,3402,230,7,5,6,1,4,3,2
27e2aeaf-aa48-4b6c-8e1e-b37588c103fc,2025-03-27 19:22:48.957635+00:00,qwen,qwen-turbo,0,3402,229,4,7,3,2,1,5,6
df7f47c2-0f75-44b7-958d-6f53e890f11a,2025-03-27 19:22:53.867943+00:00,qwen,qwen-turbo,0,3402,229,6,7,3,1,4,5,2
dbd661f1-837f-4859-bae6-5ece6269a959,2025-03-27 19:22:58.527606+00:00,qwen,qwen-turbo,0,3402,237,7,5,4,1,6,3,2
3f20c6b4-2750-402d-90be-38418c6674d6,2025-03-27 19:23:03.304551+00:00,qwen,qwen-turbo,0,3402,228,7,5,4,2,1,3,6
1ed46fd2-9fe7-476a-af7e-097e8e51566c,2025-03-27 19:23:07.956942+00:00,qwen,qwen-turbo,0,3402,229,7,6,2,5,4,1,3
6ef7d7b1-3698-47a9-a71d-71449a423c52,2025-03-27 19:23:12.667425+00:00,qwen,qwen-turbo,0,3402,232,6,7,2,4,1,3,5
f6b45643-da3b-4a3b-8283-24e6e2beaa37,2025-03-27 19:23:21.473626+00:00,qwen,qwen-turbo,0,3402,232,7,6,4,5,3,2,1
f377e804-4029-4904-bb2c-432f9afc530c,2025-03-27 19:23:26.074082+00:00,qwen,qwen-turbo,0,3402,228,5,6,4,1,7,2,3
3054430d-eebe-4fd9-90af-c50a68871bae,2025-03-27 19:23:30.788822+00:00,qwen,qwen-turbo,0,3402,228,6,7,4,1,2,5,3
db470a55-ce03-4bed-84e2-9c9f30d58242,2025-03-27 19:23:35.503880+00:00,qwen,qwen-turbo,0,3402,230,4,7,2,6,3,1,5
ef9d124a-16a8-4265-b4cf-a996ee93c2f4,2025-03-27 19:23:40.826933+00:00,qwen,qwen-turbo,0,3402,229,7,3,6,2,1,5,4
59383fd6-c771-4616-8f63-b1c39bbd7656,2025-03-27 19:23:45.539542+00:00,qwen,qwen-turbo,0,3402,230,2,7,4,1,5,6,3
49fbcb39-4173-43b1-9948-e3d37b7dd0c2,2025-03-27 19:23:50.143157+00:00,qwen,qwen-turbo,0,3402,228,7,3,2,5,1,4,6
58f95655-5fdc-4e0d-929d-3eff2db98cf5,2025-03-27 19:23:54.854919+00:00,qwen,qwen-turbo,0,3402,246,7,2,4,5,3,1,6
f9610eda-61ca-407d-9f65-23a58a86d099,2025-03-27 19:23:59.770728+00:00,qwen,qwen-turbo,0,3402,232,4,7,5,6,2,3,1
d6a99475-634b-40e1-8d97-3ec153c5aa38,2025-03-27 19:24:04.380130+00:00,qwen,qwen-turbo,0,3402,234,7,6,4,3,5,2,1
76f6fde8-115a-462b-8725-344ac9357daf,2025-03-27 19:24:09.311692+00:00,qwen,qwen-turbo,0,3402,229,4,7,1,2,5,6,3
