cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Permit all uses of human genome editing and mitochondrial donation only if not for profit,"P2. Prohibit all forms of human genome editing for now, except for research purposes.",P3.  Permit only non-heritable human genome editing in both research and in clinics.,"P4. Permit only non-heritable human genome editing for clinical treatments, and mitochondrial donation.",P5.  Permit both heritable and non-heritable uses of genome editing for any purpose with minimal restrictions to ensure safety and compliance with ethical standards.,"P6. Permit non-heritable and heritable human genome editing (including mitochondrial donation), but only for clinical purposes, and if there is strong oversight, regular community input and (re)approval.",P7. Prohibit all uses of human genome editing and mitochondrial donation.,P8. Permit only non-heritable human genome editing in both research and in clinics and mitochondrial donation only if not for profit.
9a0da522-a730-4ee2-a247-2512510182b5,2025-03-25 14:58:47.994774+00:00,mistralai,open-mixtral-8x7b,0,4998,330,2,7,1,5,6,3,8,4
221f523a-b6d8-4cfd-99b8-af38bea2eeea,2025-03-25 14:58:53.296014+00:00,mistralai,open-mixtral-8x7b,0,4998,332,5,4,1,2,3,7,8,6
4ea6acc7-6a5d-46b8-a3df-dabfd15161ab,2025-03-25 14:58:58.214315+00:00,mistralai,open-mixtral-8x7b,0,4998,326,1,2,6,7,5,3,8,4
434d621c-22b7-4172-b7e0-a318c3717378,2025-03-25 14:59:05.536444+00:00,mistralai,open-mixtral-8x7b,0,4998,327,7,4,3,2,6,1,8,5
de12ed61-f620-4cf3-b088-6a77b158266c,2025-03-25 14:59:14.207045+00:00,mistralai,open-mixtral-8x7b,0,4998,339,6,5,8,4,7,1,3,2
47079b3e-4b0b-4407-8dcb-62aa8db46ba6,2025-03-25 14:59:23.430606+00:00,mistralai,open-mixtral-8x7b,0,4998,331,1,5,4,3,7,8,6,2
a68c494d-b611-4abf-b294-b7120b5873df,2025-03-25 14:59:28.297859+00:00,mistralai,open-mixtral-8x7b,0,4998,334,6,3,4,1,8,5,7,2
c489c3f0-2670-453d-a3c2-d80513592aea,2025-03-25 14:59:33.728265+00:00,mistralai,open-mixtral-8x7b,0,4998,329,5,3,4,1,8,2,6,7
aaedaaa1-60e8-43a2-b9c3-62b49a0e9d1a,2025-03-25 14:59:38.461446+00:00,mistralai,open-mixtral-8x7b,0,4998,319,4,7,1,3,8,5,6,2
0c171064-31c5-4f52-b8b1-b1942a33cc14,2025-03-25 14:59:43.154978+00:00,mistralai,open-mixtral-8x7b,0,4998,330,5,2,3,7,6,8,4,1
905eadfe-2d14-45af-8f2b-d3ebd66bc20c,2025-03-25 14:59:48.708008+00:00,mistralai,open-mixtral-8x7b,0,4998,336,7,3,4,6,8,5,1,2
8e15ec0d-9f53-4c25-acad-e285b733ece4,2025-03-25 14:59:54.638990+00:00,mistralai,open-mixtral-8x7b,0,4995,326,5,3,1,7,4,2,8,6
a4c49ec8-4150-40c0-83d6-41f23a42675b,2025-03-25 15:00:04.131769+00:00,mistralai,open-mixtral-8x7b,0,4998,329,2,1,5,6,7,3,8,4
56f7d9e1-dc2c-4e40-9d05-8005f0cd416c,2025-03-25 15:00:10.380330+00:00,mistralai,open-mixtral-8x7b,0,4998,323,7,3,1,4,6,5,8,2
707d7939-d6ed-42d2-a165-8768d1c1447d,2025-03-25 15:00:21.570371+00:00,mistralai,open-mixtral-8x7b,0,4995,337,4,2,3,6,8,5,1,7
f184ec3e-49d0-48d1-b310-2d62b1f67bce,2025-03-25 15:00:26.634476+00:00,mistralai,open-mixtral-8x7b,0,4998,321,6,2,4,3,8,5,7,1
822a10a9-1012-4f8c-b36c-a106e6a05a44,2025-03-27 12:27:23.319010+00:00,mistralai,open-mixtral-8x7b,0,4998,326,1,3,5,2,7,6,4,8
01abc41d-8d08-4b2f-a42a-e347c52b5ef5,2025-03-27 12:27:28.058106+00:00,mistralai,open-mixtral-8x7b,0,4995,324,1,5,2,8,7,6,3,4
115243b6-62a8-4ed6-a521-2580f369b639,2025-03-27 12:27:32.753289+00:00,mistralai,open-mixtral-8x7b,0,4998,334,1,8,2,5,7,6,4,3
79086223-819f-40ea-8b91-690e6aee38ed,2025-03-27 12:27:37.331991+00:00,mistralai,open-mixtral-8x7b,0,4998,336,6,5,3,1,8,7,2,4
250a0907-5237-483e-843f-11c15c05f0f5,2025-03-27 12:27:42.400256+00:00,mistralai,open-mixtral-8x7b,0,4998,334,8,4,2,5,6,1,3,7
7763ffb5-24ff-44f4-9151-b01e32553a15,2025-03-27 12:27:50.568132+00:00,mistralai,open-mixtral-8x7b,0,4995,327,3,7,1,6,5,8,2,4
607b9cdc-d763-44d5-ac48-66d95103e657,2025-03-27 12:27:58.149226+00:00,mistralai,open-mixtral-8x7b,0,4998,329,7,2,5,6,4,3,1,8
933bcad4-f9b6-49da-97fe-88098add7334,2025-03-27 12:28:11.358366+00:00,mistralai,open-mixtral-8x7b,0,4998,327,4,6,7,2,8,5,3,1
6014ba6f-a885-4cb0-9eb9-9beb69a718fb,2025-03-27 12:28:16.381420+00:00,mistralai,open-mixtral-8x7b,0,4998,327,7,5,4,3,8,2,1,6
c59b2dc5-4af0-431e-99b4-ca4c826a8767,2025-03-27 12:28:20.947137+00:00,mistralai,open-mixtral-8x7b,0,4998,323,6,4,2,1,8,5,7,3
9515774e-56b1-478b-accb-12f77d2d6763,2025-03-27 12:28:26.631122+00:00,mistralai,open-mixtral-8x7b,0,4998,330,7,6,2,1,8,5,3,4
9bf55681-4d8c-483a-819b-83cd50611d7f,2025-03-27 12:28:33.075606+00:00,mistralai,open-mixtral-8x7b,0,4998,331,5,6,2,3,8,4,7,1
e609d020-ac8d-42bc-afbd-c3b6a3047710,2025-03-27 12:28:42.005735+00:00,mistralai,open-mixtral-8x7b,0,4998,331,4,6,5,2,7,3,8,1
92988a9d-8b92-415c-91ab-7b27251c2eb8,2025-03-27 12:28:50.792893+00:00,mistralai,open-mixtral-8x7b,0,4995,328,2,4,7,3,8,6,1,5
148e94e5-1bb7-449a-8b25-e2642aab786f,2025-03-27 12:28:55.912076+00:00,mistralai,open-mixtral-8x7b,0,4998,329,4,6,2,5,7,1,3,8
8bbe6989-0893-4a53-b698-89f9cd6a681f,2025-03-27 12:29:01.435374+00:00,mistralai,open-mixtral-8x7b,0,4998,332,2,3,8,1,6,4,5,7
0102ed5e-4888-4de1-b752-89f46efb84d6,2025-03-27 12:29:05.977685+00:00,mistralai,open-mixtral-8x7b,0,4998,336,3,4,1,7,6,5,8,2
22420a5e-9dd5-4d19-ba31-d9f885877f6e,2025-03-27 12:29:15.471541+00:00,mistralai,open-mixtral-8x7b,0,4998,342,3,6,2,4,8,5,7,1
a42110c5-2440-48ba-ac15-43a29b354173,2025-03-27 12:29:20.568146+00:00,mistralai,open-mixtral-8x7b,0,4998,322,2,5,7,6,8,1,3,4
6a413f08-e2c6-4eda-a050-72f63abbc45b,2025-03-27 12:29:25.498265+00:00,mistralai,open-mixtral-8x7b,0,4998,323,3,4,1,5,7,6,8,2
fb6302fb-20e8-4748-9bf7-f68b0cf49fb0,2025-03-27 12:29:30.432881+00:00,mistralai,open-mixtral-8x7b,0,4998,337,7,4,1,2,8,6,5,3
5a72225b-aa7f-4238-b8a4-632cdfff9ecd,2025-03-27 12:29:35.346818+00:00,mistralai,open-mixtral-8x7b,0,4998,342,2,5,3,6,7,1,8,4
