cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a moderate cut in CO2 emissions (at least 25% in over the next 10 years).,P4. Policies that involve a dramatic cut back in CO2 emissions (at least 50% in the next 10 years).,P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
841fecb5-b46c-4795-9d2e-c50515a8519d,2025-03-20 17:55:02.683810+00:00,meta,llama3.2,0,0,0,3,2,6,4,7,1,5
ec091d16-bd81-49e6-8b69-a25139836b04,2025-03-20 17:55:15.554884+00:00,meta,llama3.2,0,0,0,6,1,5,7,2,4,3
f20e8d6e-1bca-4aed-a898-51db1e4aa166,2025-03-20 17:55:28.878300+00:00,meta,llama3.2,0,0,0,1,2,6,3,7,4,5
a16715e1-a7d2-46b2-ae25-1914c0f8f2b7,2025-03-20 17:55:44.360647+00:00,meta,llama3.2,0,0,0,2,1,7,4,3,5,6
414fb4c6-bb97-4726-9106-59c5e6a2c105,2025-03-20 17:55:57.903182+00:00,meta,llama3.2,0,0,0,4,7,2,5,6,1,3
04da4484-8d27-4657-884b-cc9c40d1ce0b,2025-03-20 17:56:12.808594+00:00,meta,llama3.2,0,0,0,6,5,1,2,3,7,4
25a807ef-e900-485b-8f00-0ab9a2b60659,2025-03-20 17:56:26.760763+00:00,meta,llama3.2,0,0,0,5,6,1,2,7,4,3
8be40159-e3da-45ef-8a88-f8a65b3eb00c,2025-03-20 17:56:41.865968+00:00,meta,llama3.2,0,0,0,4,2,1,6,7,3,5
51319bff-6d9f-4752-8653-35b73117c9aa,2025-03-20 17:56:55.750984+00:00,meta,llama3.2,0,0,0,7,3,6,1,2,5,4
73706e79-d882-404a-a9fa-09b12a75c4d0,2025-03-20 17:57:09.997443+00:00,meta,llama3.2,0,0,0,4,5,3,1,2,7,6
