cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a moderate cut in CO2 emissions (at least 25% in over the next 10 years).,P4. Policies that involve a dramatic cut back in CO2 emissions (at least 50% in the next 10 years).,P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
7096f3f1-9ed5-4c86-b342-43e2a2ec995f,2025-03-20 10:18:50.804268+00:00,google,gemini-1.5-pro,0,3508,224,5,7,4,3,1,2,6
0288d20a-0ecd-411f-99ce-316bfadebd5e,2025-03-20 10:18:58.131703+00:00,google,gemini-1.5-pro,0,3508,229,7,5,4,1,3,6,2
067b0f25-9354-4db0-a916-43bb8c0b7e19,2025-03-20 10:19:04.854055+00:00,google,gemini-1.5-pro,0,3508,235,7,6,2,5,1,4,3
9a48d42f-a758-42ad-a3f8-d8ba6d851614,2025-03-20 10:19:11.816389+00:00,google,gemini-1.5-pro,0,3508,228,4,7,3,5,2,1,6
1f8219ca-731c-48ae-9857-118c106f0ead,2025-03-20 10:19:18.417521+00:00,google,gemini-1.5-pro,0,3508,230,2,5,1,6,4,3,7
39960b0a-a248-4c98-9b7f-8f3a064290e1,2025-03-20 10:19:25.272867+00:00,google,gemini-1.5-pro,0,3508,233,6,7,2,1,4,5,3
8abe2227-9716-404d-b174-afd1d1ffc11f,2025-03-20 10:19:32.354134+00:00,google,gemini-1.5-pro,0,3508,231,7,6,4,1,2,3,5
0479d233-f42f-4676-b505-a91601448523,2025-03-20 10:19:39.311492+00:00,google,gemini-1.5-pro,0,3508,233,1,2,4,3,6,7,5
070e8500-556b-4bf6-9903-84a9cf44eb69,2025-03-20 10:19:46.581001+00:00,google,gemini-1.5-pro,0,3508,234,1,4,6,5,7,2,3
02c47235-008e-4b69-82b2-a4ee6a59f152,2025-03-20 10:19:53.680597+00:00,google,gemini-1.5-pro,0,3508,231,7,6,4,2,1,3,5
ae5de75c-4b63-4277-a17a-48eda6197b87,2025-03-25 13:25:26.388334+00:00,google,gemini-1.5-pro,0,3508,224,5,7,4,3,1,2,6
