cuid,created_at,provider,model,temperature,input_tokens,output_tokens,"C1. Public funds should pay for biobanks, instead of private companies.",C2. The community that provides samples for research should receive improved medical services in return.,C3. People should be paid for providing their samples to a biobank.,C4. Information about people's genes and the traits they inherit from their parents is more private than their medical records.,C5. The confidentiality of personal medical information is critical in any circumstance where research is being conducted.,C6. High-priced genetic research is diverting funds that could be used to promote public health in other ways.,C7. Race is a useful topic for genetic studies,C8. Collecting samples from people in an ethnic or cultural group is acceptable only if the whole group has agreed to participate.,C9. Religious groups need to be asked for their views about biobanks and genetic research.,C10. Genetic studies will lead to the discrimination of people living with genetic conditions or disabilities.,C11. Genetic studies of race on ethnic or cultural groups will lead to the discrimination of those groups.,C12. The priorities for health should be to reduce inequalities and the burden of disease.,C13. Biobanks are valuable even if they only advance science (e.g. provide new information about diseases) and do not lead to treatments or cures.,"C14. It is always acceptable to do research on samples that identify me, without my prior permission.",C15. There is no point asking the public for their views on the ethical issues in science and technology.,C16. Genetic research will improve our lives.,C17. Deciding how to regulate biobanks should be left to the government.,C18. There is no risk to the people who provide samples and information to biobanks.,C19. Policy makers need to consider whether WA should not have biobanks.,C20. My sample should never be permanently anonymized since I should be contacted about important research results,C21. Researchers and institutions (e.g. hospitals and universities) should be allowed to use samples for research but they should not own them.,C22. I should be asked for my permission every time researchers want to use my samples for research,C23. There must be special consideration of the views of Aboriginal people towards healthcare and genetic research.,C24. Improved health is more likely to come from educating people about their diet and lifestyle than from biobanks.,C25. People with a [chronic disease or] genetic condition in their family have a responsibility to be involved in genetic research.,C26. People should always be able to withdraw their sample from research at any time.,C27. I should have property rights to my tissues before and after they leave my body,C28. People who provide samples for research should get special access to the treatments that result from this research.,C29. Permission from the indigenous community must be sought if samples are collected from indigenous peoples.,C30. People who provide samples should be active in the set up and ongoing management of biobanks.,C31. Biobanks will only lead to high profits and expensive treatments that most people can't afford.,"C32. I do not mind if researchers have access to my samples, when there is no way I can be identified.","C33. I trust independent research ethics committees, which are not connected to the biobank in anyway, to decide whether research is ethical and approve who gets access to my samples.",C34. I trust researchers to make sure only approved people get access to my samples,C35. We should all provide samples to biobanks because it will benefit everyone.,C36. I do not mind if my sample is connected to my name and medical information.,C37. The fact that we cannot predict what biobanks will be used for in the future bothers me.,C38. Profits from biobanking should be shared in some way with the community who provided the samples.,"C39. Biobanks need to be monitored and reviewed by external, independent people to prevent the misuse of data and samples.","C40. The biobank owner should be able to sell any information they have about my genes, if they want to.","C41. I don't mind if my samples are connected to my medical records without my prior permission, so long as researchers don't get access to any data that identifies me.",C42. I trust biobanks with managers who are independent of researchers to make sure only approved people get access to my samples,C43. It's OK if data that identifies me is stored in a separate database and replaced in the biobank by a unique non-identifying code.,C44. Commercial companies should keep all the profits they make from biobanking because they take the financial risks and put up the money to develop new drugs and treatments.,"C45. Commercial companies should get access to biobanks, otherwise new drugs and treatments will not be developed.",C46. It is acceptable for samples and information that doesn't identify me to be sent to researchers overseas.,C47. People should be told if commercial companies could get access to their samples and information.,C48. The public will be more protected if biobanks are government-funded not privately funded.,C49. Biobanks are valuable because they promise huge benefits for our economy.
93cb14a5-5b1e-4fd3-9477-5076ef8cc72a,2025-04-08 15:07:43.227908+00:00,openai,gpt-4.5-preview,0,4849,298,8,9,4,9,11,6,6,8,7,7,7,10,9,1,1,10,6,2,5,6,9,6,11,8,5,11,8,8,11,8,5,10,10,8,7,5,7,10,11,2,6,9,9,3,7,9,11,8,8
0849737e-0baa-4d03-86ec-598bd6158cad,2025-04-08 15:08:24.150897+00:00,openai,gpt-4.5-preview,0,4849,296,8,9,6,9,11,6,4,8,7,7,8,10,8,1,1,10,6,2,6,5,8,7,10,7,4,11,9,9,11,7,5,10,10,8,6,2,7,10,11,1,3,8,9,2,7,7,11,8,6
69aae654-7d6d-4c90-a798-f72ef8ae6ac7,2025-04-08 15:08:59.519945+00:00,openai,gpt-4.5-preview,0,4849,297,8,8,5,9,11,6,6,7,7,7,8,10,8,2,2,10,7,3,6,7,9,8,10,7,6,11,9,7,10,8,5,10,9,8,8,3,7,9,10,2,7,9,10,3,7,8,10,9,7
338bfa09-a87e-4c82-a125-c2aeee15ad08,2025-04-08 15:09:47.041676+00:00,openai,gpt-4.5-preview,0,4849,297,8,9,5,9,11,6,5,9,8,7,7,10,8,1,2,9,7,3,6,7,9,7,11,8,6,11,9,8,11,8,6,10,10,8,7,3,7,9,11,2,8,9,10,3,7,8,11,9,7
8a9c1628-4d42-4a1e-8b2b-9fcc12fd8442,2025-04-08 15:10:32.722543+00:00,openai,gpt-4.5-preview,0,4849,299,8,9,5,8,11,6,5,8,9,7,7,10,9,1,1,9,6,2,6,7,9,7,11,7,6,11,9,8,11,8,5,10,9,8,5,4,7,10,11,2,6,9,10,3,7,9,11,8,7
5dd7f5c3-839e-461d-925a-0056d05749ae,2025-04-10 08:20:00.887524+00:00,openai,gpt-4.5-preview,0,4849,298,8,9,4,9,11,6,6,8,8,7,7,10,9,1,1,10,6,2,5,6,9,6,11,8,5,11,8,8,11,8,5,10,10,8,7,5,7,10,11,2,6,9,10,3,7,9,11,9,8
b32837d5-59f2-438e-9dfe-33b7d0276478,2025-04-10 08:20:17.728563+00:00,openai,gpt-4.5-preview,0,4849,296,8,9,6,9,11,6,4,8,7,7,8,10,8,1,1,10,6,2,6,5,8,8,10,7,4,11,9,8,11,7,5,10,10,8,6,2,7,10,11,1,3,9,9,2,7,7,11,8,7
d82fff53-cd1a-4a0a-8fca-70ea6a8e759a,2025-04-10 08:20:34.833682+00:00,openai,gpt-4.5-preview,0,4849,296,8,8,5,9,11,6,6,8,7,7,8,10,8,1,2,10,6,3,6,7,9,8,10,7,5,11,9,7,11,8,5,10,9,7,6,3,7,9,10,1,6,9,10,3,7,8,10,9,7
f81c09bb-18fa-457b-a895-37bd71266bf7,2025-04-10 08:20:52.073874+00:00,openai,gpt-4.5-preview,0,4849,296,8,9,5,9,11,7,5,9,8,7,7,10,8,1,2,9,7,2,6,7,9,7,10,8,5,11,9,8,11,8,6,10,10,8,6,3,7,9,11,2,8,9,10,3,7,8,11,9,7
a833d499-5b45-4f7a-a4fc-5930d2f43da7,2025-04-10 08:21:06.291718+00:00,openai,gpt-4.5-preview,0,4849,298,9,9,5,8,11,6,6,8,9,7,7,10,8,1,1,10,7,2,5,7,9,7,11,8,6,11,9,8,11,8,5,10,9,8,6,4,7,10,11,1,5,9,9,3,7,7,11,9,7
