cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Permit all uses of human genome editing and mitochondrial donation only if not for profit,"P2. Prohibit all forms of human genome editing for now, except for research purposes.",P3.  Permit only non-heritable human genome editing in both research and in clinics.,"P4. Permit only non-heritable human genome editing for clinical treatments, and mitochondrial donation.",P5.  Permit both heritable and non-heritable uses of genome editing for any purpose with minimal restrictions to ensure safety and compliance with ethical standards.,"P6. Permit non-heritable and heritable human genome editing (including mitochondrial donation), but only for clinical purposes, and if there is strong oversight, regular community input and (re)approval.",P7. Prohibit all uses of human genome editing and mitochondrial donation.,P8. Permit only non-heritable human genome editing in both research and in clinics and mitochondrial donation only if not for profit.
3f0728fc-7373-48f5-b238-06d6b942cf86,2025-03-25 11:21:15.039511+00:00,mistralai,ministral-3b-latest,0,4480,412,2,8,1,4,3,7,6,5
3cf161b7-15a2-4e19-91a9-18e807452d65,2025-03-25 11:21:26.468096+00:00,mistralai,ministral-3b-latest,0,4480,413,6,8,1,2,4,7,5,3
c4e3c755-0d47-431e-b21b-90c88eabe545,2025-03-25 11:21:40.340175+00:00,mistralai,ministral-3b-latest,0,4480,346,3,8,6,5,1,2,7,4
9baa3a72-9ac1-4cd8-80f7-dedb9896d78f,2025-03-25 11:21:48.117335+00:00,mistralai,ministral-3b-latest,0,4480,408,7,4,8,6,3,1,5,2
5216bd04-8bd8-4e4d-a72f-21a2f61b18ee,2025-03-25 11:21:59.577069+00:00,mistralai,ministral-3b-latest,0,4474,322,5,3,8,2,1,6,7,4
5a06a2fb-28ce-4eb7-88c3-20a8ba62ca5a,2025-04-01 12:13:25.167481+00:00,mistralai,ministral-3b-latest,0,4480,415,2,8,1,4,3,7,6,5
87303446-86bd-420a-81aa-5285e5fc90b2,2025-04-01 12:13:33.031142+00:00,mistralai,ministral-3b-latest,0,4480,442,6,8,1,2,4,7,5,3
abb3c4f5-f361-446b-96a8-11a89b35c778,2025-04-01 12:13:40.394316+00:00,mistralai,ministral-3b-latest,0,4480,349,3,8,6,5,1,2,7,4
d350f903-53da-4f00-be04-99b68d368a4c,2025-04-01 12:13:46.912302+00:00,mistralai,ministral-3b-latest,0,4480,411,7,4,8,6,3,1,5,2
d6a6c428-644a-4578-baa0-4a5986755793,2025-04-01 12:13:56.345916+00:00,mistralai,ministral-3b-latest,0,4474,325,5,3,8,2,1,6,7,4
1f4da653-49d4-4e69-8f03-994d3e567d61,2025-04-02 15:14:11.056879+00:00,mistralai,ministral-3b-latest,0,4480,414,1,3,8,6,7,2,4,5
1e6ee0fa-87e3-45b8-bcbb-d47fdc089e5f,2025-04-02 15:14:17.633082+00:00,mistralai,ministral-3b-latest,0,4480,417,7,1,4,5,6,3,2,8
33b7949d-914f-4c70-b9ac-38cbf3c975f7,2025-04-02 15:14:30.216814+00:00,mistralai,ministral-3b-latest,0,4474,325,2,7,1,4,5,3,8,6
