cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a moderate cut in CO2 emissions (at least 25% in over the next 10 years).,P4. Policies that involve a dramatic cut back in CO2 emissions (at least 50% in the next 10 years).,P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
bd49ae7f-fa91-42ca-a7c6-5e7ac48fb64e,2025-04-14 16:07:55.727783+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,3844,6,7,5,4,1,3,2
65108ef2-0f40-42ea-b74e-0492ac483e19,2025-04-14 16:08:40.799987+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,4052,7,5,6,3,1,4,2
441311d3-3113-48f7-906c-1a48a036e3c2,2025-04-14 16:09:29.776273+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,3514,7,6,5,1,2,4,3
60dce0c1-0b65-4bc2-bd52-111ba687cd9d,2025-04-14 16:10:10.667753+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,4768,4,3,1,6,5,7,2
0edb3fca-f491-4c20-a103-1ff3a8ea1c36,2025-04-14 16:11:12.550598+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,4065,7,6,5,2,1,3,4
f027325e-e681-43e4-9016-3f81220074e1,2025-04-14 16:12:00.924577+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,3162,6,7,5,1,2,3,4
d7b265e6-34cb-419b-b206-1f5cd1d84076,2025-04-14 16:12:39.005846+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,4226,7,6,5,1,2,4,3
e4a44aaa-fb51-4246-888b-2c100837e370,2025-04-14 16:13:28.917575+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,4120,7,6,5,1,2,4,3
4fb31c3c-0843-4aab-8d54-826e1e7c3d44,2025-04-14 16:14:19.880456+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,3763,3,6,1,5,2,4,7
33080a93-79f0-4dfe-afb2-a9ed453b7481,2025-04-14 16:15:13.013496+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,4576,3,6,4,7,1,5,2
ab182732-01e6-4eed-a4db-60fafc18ff7d,2025-04-14 19:25:13.772574+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,3844,6,7,5,4,1,3,2
799ee2f7-6b8e-4bef-a0d7-20635045ccf9,2025-04-14 19:25:51.523892+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,4052,7,5,6,3,1,4,2
dcf5dd93-a2c1-4d4d-9558-4e0c267f94e7,2025-04-14 19:26:35.421700+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,3514,7,6,5,1,2,4,3
3e702755-5dae-4f95-807e-def710938199,2025-04-14 19:27:15.076804+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,4903,3,4,2,6,5,7,1
077e8ac4-e944-4f6f-a21a-a823680a2418,2025-04-14 19:28:08.301555+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,4059,7,6,5,2,1,3,4
50af4f35-60e3-4024-9e2c-0a44b0db3f06,2025-04-14 19:28:46.527253+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,3222,6,7,5,1,2,3,4
9c21f202-322f-4a6d-9aa5-b487be5d05c6,2025-04-14 19:29:19.192199+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,4226,7,6,5,1,2,4,3
0de61be6-d44b-41f3-ac61-24a5106910c0,2025-04-14 19:30:04.449513+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,4120,7,6,5,1,2,4,3
89c395f5-7c49-4ceb-b079-2f666dcf9958,2025-04-14 19:30:52.676514+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,4394,3,6,2,5,1,4,7
5a822d0a-9268-4261-8690-06fda7298093,2025-04-14 19:31:37.749437+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,4576,3,6,4,7,1,5,2
721c8679-77f1-4d1e-a3f0-4ab60a08145b,2025-04-15 07:13:05.622710+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,3136,6,2,4,7,1,5,3
dce4dd5c-6a5b-43dd-8fb7-64e6f4699237,2025-04-17 13:32:45.467080+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,4220,5,7,4,1,2,3,6
8c634f2e-6a20-4ed6-981b-31dfa9e001ba,2025-04-17 13:33:29.522531+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,3729,7,6,5,2,1,4,3
e877d444-7d0d-4921-a72f-88062221ab7c,2025-04-17 13:34:08.922814+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,4793,1,5,4,6,3,2,7
93dfa52c-f5e7-4fb6-ae4a-6f9fc931c5dd,2025-04-17 13:35:01.784907+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,4105,7,6,3,4,1,2,5
8cfad017-2252-4cc9-a43e-5508de3d27f3,2025-04-17 13:35:41.795557+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,3625,7,6,5,1,2,4,3
6e7bd0e6-4a03-4031-9ad5-4009644633f0,2025-04-17 13:36:18.355310+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,3720,6,1,2,3,4,7,5
cf746109-494f-443d-89bc-228c845c60a2,2025-04-17 13:36:57.013763+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,4239,1,2,5,3,4,7,6
1ba53704-dfb0-4487-a200-b8f10c3440d3,2025-04-17 13:37:38.336454+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,4823,5,1,7,4,6,3,2
a231191c-1542-4fe0-981c-88962f0f6832,2025-04-17 13:38:30.357034+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,4384,7,4,5,1,3,6,2
7dc16ded-9990-419a-88bc-e785a1c4d04b,2025-04-17 13:39:17.759309+00:00,google,gemini-2.5-pro-preview-03-25,0,3619,4201,1,4,6,7,5,3,2
