cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Wind,P2. Biomass,P3. Coal with CO2 Burial,P4. Hydroelectric,P5. Natural Gas,P6. Geothermal Energy,P7. Solar Energy,P8. Nuclear Energy,P9. Coal
62c75c9a-6185-4e87-b154-6e33e25faf33,2025-03-24 21:57:38.885053+00:00,anthropic,claude-3-haiku-20240307,0,4947,272,4,8,1,7,6,3,2,9,5
814667e7-cc6e-40c5-99a8-dcd12d259877,2025-03-24 21:57:43.558303+00:00,anthropic,claude-3-haiku-20240307,0,4947,283,8,7,2,6,9,3,5,1,4
9747e60b-2117-4d11-966b-ef65bbfd4e92,2025-03-24 21:57:49.414469+00:00,anthropic,claude-3-haiku-20240307,0,4947,294,4,2,1,8,3,7,9,6,5
0d137966-412d-4805-8a54-1584e87d2508,2025-03-24 21:57:56.057877+00:00,anthropic,claude-3-haiku-20240307,0,4947,280,5,4,2,6,8,3,7,1,9
780cef94-8100-458d-a0bc-cce941778eaa,2025-03-24 21:58:02.078593+00:00,anthropic,claude-3-haiku-20240307,0,4947,276,9,7,8,3,4,6,5,2,1
6ed80c87-dca0-416a-b87d-80fd8b04e7f1,2025-03-24 21:58:07.692789+00:00,anthropic,claude-3-haiku-20240307,0,4947,279,9,6,4,1,7,8,2,3,5
6f32426a-0d39-48da-a9d2-d72bc30bc861,2025-03-24 21:58:13.669413+00:00,anthropic,claude-3-haiku-20240307,0,4947,281,4,6,3,8,2,5,9,1,7
fff82f6c-a927-4d5d-a903-1cc006fcc177,2025-03-24 21:58:18.798735+00:00,anthropic,claude-3-haiku-20240307,0,4947,285,2,4,7,8,3,5,1,9,6
bace4480-37b8-4b90-a3d7-9122c3d5ace1,2025-03-24 21:58:24.792027+00:00,anthropic,claude-3-haiku-20240307,0,4947,284,6,8,3,7,9,1,5,2,4
5b930d19-a98c-4d54-99e2-136e95c200e4,2025-03-24 21:58:30.154589+00:00,anthropic,claude-3-haiku-20240307,0,4947,277,2,3,7,6,5,9,1,4,8
6b7dcb36-7922-4ce8-9d88-cb4b5fa45e0e,2025-04-02 09:43:24.368776+00:00,anthropic,claude-3-haiku-20240307,0,4947,275,9,5,8,6,4,3,1,2,7
c452778d-18a4-49fb-a3b5-2bc0c4e5b140,2025-04-02 09:43:29.066240+00:00,anthropic,claude-3-haiku-20240307,0,4947,281,8,5,7,9,2,3,4,1,6
5529b672-4dd3-41f7-94bc-ce4e08a67c21,2025-04-02 09:43:33.715126+00:00,anthropic,claude-3-haiku-20240307,0,4947,281,6,7,5,4,9,3,8,1,2
