cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,"P3. ""Policies that involve a moderate reduction in CO₂ emissions (e.g., reducing emissions by 25% to 50% over the next 10 years).""","P4. ""Policies that involve a radical reduction in CO₂ emissions (e.g., reducing emissions by 50% to 100% over the next 10 years).""",P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
41e33930-46c4-4e7d-8930-8d7f60f0a115,2025-04-02 08:50:18.745140+00:00,anthropic,claude-3-7-sonnet-20250219,0,3625,220,6,7,3,1,4,2,5
86c54109-49a4-4f01-ae7d-db32d96414f1,2025-04-02 08:50:24.935251+00:00,anthropic,claude-3-7-sonnet-20250219,0,3625,219,6,7,3,1,2,4,5
f3558579-79f7-4c39-b124-c9bc9b653134,2025-04-02 08:50:31.309405+00:00,anthropic,claude-3-7-sonnet-20250219,0,3625,217,7,6,4,1,3,5,2
91ca2d21-833c-4a77-93f5-068163337d69,2025-04-02 08:50:38.266945+00:00,anthropic,claude-3-7-sonnet-20250219,0,3625,223,6,7,5,1,2,4,3
541d24e0-ce6e-4411-b9ad-b78ebad64f0f,2025-04-02 08:50:44.493269+00:00,anthropic,claude-3-7-sonnet-20250219,0,3625,219,7,6,3,1,4,5,2
cd2f1a51-9e92-40e5-86f8-9ca91a1c16e6,2025-04-02 08:50:50.734955+00:00,anthropic,claude-3-7-sonnet-20250219,0,3625,219,7,6,3,1,4,2,5
57d683a4-7e86-45b4-bfa4-5c907d20ff2e,2025-04-02 08:50:56.815584+00:00,anthropic,claude-3-7-sonnet-20250219,0,3625,220,6,7,5,2,4,3,1
fbd6dae3-2099-47a6-a16d-64b34627dd35,2025-04-02 08:51:03.326376+00:00,anthropic,claude-3-7-sonnet-20250219,0,3625,220,7,5,4,1,3,6,2
f128db09-bc94-4773-8f8e-3627f957b637,2025-04-02 08:51:10.000287+00:00,anthropic,claude-3-7-sonnet-20250219,0,3625,220,7,6,4,2,5,3,1
ebb86bcb-8128-477c-8ba0-ad10c01d6cde,2025-04-02 08:51:15.944045+00:00,anthropic,claude-3-7-sonnet-20250219,0,3625,219,6,7,3,1,5,2,4
2f2fde45-4690-4fa2-ae40-289d11b26b60,2025-04-02 08:51:22.732596+00:00,anthropic,claude-3-7-sonnet-20250219,0,3625,219,7,6,5,1,4,3,2
9eb2423a-9d9f-4c0e-82ab-73a886fb3733,2025-04-02 08:51:28.685702+00:00,anthropic,claude-3-7-sonnet-20250219,0,3625,221,6,7,3,1,5,4,2
5a1c7f1d-066e-4917-bb4d-1364cfdd7edd,2025-04-02 08:51:35.449250+00:00,anthropic,claude-3-7-sonnet-20250219,0,3625,221,6,7,4,1,5,3,2
9adff21b-c32c-4299-abdd-c269f4ed7534,2025-04-02 08:51:42.103206+00:00,anthropic,claude-3-7-sonnet-20250219,0,3625,218,7,6,5,1,2,4,3
79261367-d27a-49ef-ba6c-1399acce8f64,2025-04-02 08:51:48.372050+00:00,anthropic,claude-3-7-sonnet-20250219,0,3625,219,6,7,3,1,4,5,2
3a787a31-1b1c-4863-9330-b4e7b71b19d7,2025-04-02 08:51:54.758963+00:00,anthropic,claude-3-7-sonnet-20250219,0,3625,218,6,7,3,1,4,2,5
4c190029-a149-422d-b32b-60919fc19317,2025-04-02 08:52:02.036660+00:00,anthropic,claude-3-7-sonnet-20250219,0,3625,218,7,6,4,1,2,5,3
14ecf6d0-9180-4170-8149-7dc8004d91cf,2025-04-02 08:52:09.791853+00:00,anthropic,claude-3-7-sonnet-20250219,0,3625,221,6,7,5,3,4,2,1
22715208-e355-481a-8139-10193f8f91ae,2025-04-02 08:52:17.143444+00:00,anthropic,claude-3-7-sonnet-20250219,0,3625,219,6,7,3,1,4,5,2
0c4bd8f8-953a-454f-9261-117b56293e30,2025-04-02 08:52:23.238308+00:00,anthropic,claude-3-7-sonnet-20250219,0,3625,219,6,7,5,2,4,3,1
