cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a moderate cut in CO2 emissions (at least 25% in over the next 10 years).,P4. Policies that involve a dramatic cut back in CO2 emissions (at least 50% in the next 10 years).,P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
7e41cdc7-4acb-434f-93fc-38495c92e0ba,2025-03-20 15:39:55.804905+00:00,mistralai,open-mixtral-8x22b,0,3751,237,7,6,5,1,4,2,3
4d58dac7-3c61-4f38-a915-1e27392766bc,2025-03-20 15:40:03.489351+00:00,mistralai,open-mixtral-8x22b,0,3751,239,7,6,2,1,5,3,4
528f9405-5a24-41ba-be64-58a4cacae06b,2025-03-20 15:40:14.475300+00:00,mistralai,open-mixtral-8x22b,0,3748,246,7,6,4,3,5,1,2
53409262-88fd-42e8-a38b-3a92a1bb8cd0,2025-03-20 15:40:27.154092+00:00,mistralai,open-mixtral-8x22b,0,3751,241,6,7,4,3,2,1,5
fbcb72f0-2a92-4196-a5b2-87807a869867,2025-03-20 15:40:34.747836+00:00,mistralai,open-mixtral-8x22b,0,3751,237,7,6,2,1,3,4,5
37aa4909-ad20-49f2-b4a9-4d332363ad7e,2025-03-25 11:36:26.175649+00:00,mistralai,open-mixtral-8x22b,0,3751,240,7,6,4,1,3,2,5
a234745d-4ac5-44a6-bedf-cbcbf1263d59,2025-03-25 11:36:31.212475+00:00,mistralai,open-mixtral-8x22b,0,3751,238,6,7,4,2,5,1,3
40e9a717-88b4-4f06-95c3-4f8a716d2581,2025-03-25 11:36:35.952541+00:00,mistralai,open-mixtral-8x22b,0,3751,244,7,6,5,2,1,4,3
9c3b6e31-3f51-416d-a75d-98c373d0e2aa,2025-03-25 11:36:40.747014+00:00,mistralai,open-mixtral-8x22b,0,3751,234,6,7,5,1,4,2,3
97f9b701-bab4-4eb0-8991-d225ddd5fd42,2025-03-25 11:36:45.252390+00:00,mistralai,open-mixtral-8x22b,0,3751,240,6,7,2,5,3,1,4
d084c78f-f6d7-495d-93da-404d64e24955,2025-03-25 11:36:49.762120+00:00,mistralai,open-mixtral-8x22b,0,3748,235,6,7,3,1,2,4,5
6741b553-e143-405f-b981-82526227266f,2025-03-25 11:36:53.993766+00:00,mistralai,open-mixtral-8x22b,0,3751,228,6,7,5,1,4,2,3
86844e7d-db9a-423e-a88c-618286e3c9ba,2025-03-25 11:36:59.680476+00:00,mistralai,open-mixtral-8x22b,0,3751,236,7,6,4,3,1,5,2
3652785a-11f7-4179-9308-bbac0c0a0902,2025-03-25 11:37:04.710314+00:00,mistralai,open-mixtral-8x22b,0,3748,244,6,7,4,1,5,3,2
c204926b-8cd1-4f6f-a50d-03d8254482db,2025-03-25 11:37:10.545971+00:00,mistralai,open-mixtral-8x22b,0,3748,244,5,7,6,1,3,4,2
cdaffdfd-d321-484f-9c1c-b2eb8dfc256a,2025-03-25 11:37:14.747733+00:00,mistralai,open-mixtral-8x22b,0,3751,229,6,7,4,1,2,5,3
cc0a63f5-dab1-46ba-a98e-6172b615f85c,2025-03-25 11:37:18.839455+00:00,mistralai,open-mixtral-8x22b,0,3751,237,7,6,4,2,3,1,5
d0b6adfa-fa18-42e1-bd83-19b7cf0eb8f3,2025-03-25 11:37:23.202136+00:00,mistralai,open-mixtral-8x22b,0,3751,240,6,7,5,1,2,4,3
adea48f4-75d2-46fb-90ef-a917cf3ddbc6,2025-03-25 11:37:27.648675+00:00,mistralai,open-mixtral-8x22b,0,3751,240,7,6,5,1,4,3,2
f5a5cbf3-84c6-44f5-8b9c-e608ef82021c,2025-03-25 11:37:33.073756+00:00,mistralai,open-mixtral-8x22b,0,3751,245,5,7,2,6,4,1,3
a4f51843-91e6-422e-ade6-2e895eee30c4,2025-03-25 11:37:39.011285+00:00,mistralai,open-mixtral-8x22b,0,3751,239,6,7,5,4,1,2,3
865c313b-3937-44b1-92b1-0922c2f9495c,2025-03-25 11:37:47.397000+00:00,mistralai,open-mixtral-8x22b,0,3751,243,6,7,3,1,5,4,2
b7c8065c-6e21-428e-9217-b28491bda938,2025-03-25 11:37:51.811044+00:00,mistralai,open-mixtral-8x22b,0,3751,240,7,6,2,1,3,4,5
3970d6b6-f4ad-4799-9490-7e65f9b6f56a,2025-03-25 11:37:56.324478+00:00,mistralai,open-mixtral-8x22b,0,3751,236,7,6,3,1,4,2,5
89e15f3e-02ba-411c-a01c-b3e2158553de,2025-03-27 11:43:31.551552+00:00,mistralai,open-mixtral-8x22b,0,3751,237,6,7,4,2,5,1,3
e74f536e-10c6-4f97-af27-f7d96ca03895,2025-03-27 11:43:36.163320+00:00,mistralai,open-mixtral-8x22b,0,3751,243,6,7,5,1,4,3,2
f04f61d2-5944-4181-9051-89f1000e0511,2025-03-27 11:43:40.742722+00:00,mistralai,open-mixtral-8x22b,0,3751,236,7,3,6,1,2,4,5
aeb516f9-1b19-46a1-9fc8-0d95fa03b682,2025-03-27 11:43:45.007415+00:00,mistralai,open-mixtral-8x22b,0,3751,237,7,6,5,1,3,4,2
2d90f2e8-03ac-46b8-b79c-9918d569daa1,2025-03-27 11:43:49.513063+00:00,mistralai,open-mixtral-8x22b,0,3751,237,5,7,6,4,1,2,3
299f550b-4215-4bbc-8960-547f2400a7c9,2025-03-27 11:43:53.947929+00:00,mistralai,open-mixtral-8x22b,0,3751,243,7,6,3,5,4,1,2
71e677ec-3cfa-461a-8a44-b3d86003f0ca,2025-03-27 11:43:58.326670+00:00,mistralai,open-mixtral-8x22b,0,3751,240,6,7,5,1,2,4,3
