cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Wind,P2. Biomass,P3. Coal with CO2 Burial,P4. Hydroelectric,P5. Natural Gas,P6. Geothermal Energy,P7. Solar Energy,P8. Nuclear Energy,P9. Coal
1bb9da58-c352-4c99-8981-bec31e4c82e8,2025-04-10 16:58:17.855601+00:00,meta,llama4-scout,0,4532,283,2,3,6,1,9,7,5,4,8
b3c213df-a7ba-45b0-b4d5-6eac57745d36,2025-04-10 16:58:22.626277+00:00,meta,llama4-scout,0,4532,282,6,4,3,1,7,2,8,5,9
bff241cf-4629-4cef-8e5a-345d4532d5aa,2025-04-10 16:58:27.840814+00:00,meta,llama4-scout,0,4532,285,3,6,4,8,5,9,2,1,7
e71051ce-8fa5-45ac-a5e0-c194a957ad51,2025-04-10 16:58:32.622747+00:00,meta,llama4-scout,0,4532,284,1,6,4,8,5,2,3,7,9
c0ca5d11-4729-4361-86e5-ecb98898400a,2025-04-10 16:58:37.188218+00:00,meta,llama4-scout,0,4532,291,3,1,6,2,7,5,4,8,9
8c2f250c-45a5-4bfd-aac2-d0cc6fbcd5cb,2025-04-10 16:58:42.094130+00:00,meta,llama4-scout,0,4532,288,3,8,5,1,7,9,2,6,4
8869f1f0-55d1-466c-9d80-19f3a698e8a0,2025-04-10 16:58:46.801824+00:00,meta,llama4-scout,0,4532,287,9,6,7,3,1,5,2,4,8
2e6c67ad-cec1-4e10-a3e6-a0c684ebb325,2025-04-10 16:58:51.520033+00:00,meta,llama4-scout,0,4532,284,5,6,3,1,7,4,2,8,9
7a22f4e7-2354-4293-8278-1df0e3de9a45,2025-04-10 16:58:55.991031+00:00,meta,llama4-scout,0,4532,289,8,7,5,3,4,1,2,9,6
22cc7799-5931-46ea-a411-bdcbbb1b3d61,2025-04-10 16:59:00.734811+00:00,meta,llama4-scout,0,4532,283,8,6,3,1,7,2,5,4,9
8aad0a9f-33fe-49eb-95aa-ec1f7be1ae76,2025-04-10 16:59:05.532738+00:00,meta,llama4-scout,0,4532,289,2,6,1,3,8,4,7,9,5
f01df4ac-ecf5-4b7d-9560-28d9244aca09,2025-04-10 16:59:10.073950+00:00,meta,llama4-scout,0,4532,286,4,5,8,1,6,3,2,9,7
852706f1-e296-4fcc-b783-9bc2fe6a26ab,2025-04-10 16:59:14.622302+00:00,meta,llama4-scout,0,4532,284,6,3,5,1,4,8,2,7,9
469b08d2-ea08-426d-8d15-2bf712f73040,2025-04-10 16:59:19.148041+00:00,meta,llama4-scout,0,4532,284,4,3,5,1,6,7,8,2,9
6d01f1e5-41dc-4141-b101-b5ab5e4236c9,2025-04-10 16:59:23.870927+00:00,meta,llama4-scout,0,4532,288,6,2,7,1,3,4,9,5,8
d875e238-a171-4a0a-aaba-88620788e990,2025-04-10 16:59:28.469727+00:00,meta,llama4-scout,0,4532,285,8,2,3,6,5,9,1,4,7
45fbfe36-2019-42e4-86b1-fe1a1cb602cf,2025-04-10 16:59:33.530097+00:00,meta,llama4-scout,0,4532,294,1,7,4,2,3,8,5,6,9
4b10e360-6b5f-44b6-9e36-ecce908f129f,2025-04-10 16:59:38.328158+00:00,meta,llama4-scout,0,4532,284,5,8,4,2,6,3,1,7,9
dfd4efd5-f989-47d7-a2d8-0dad98e890ea,2025-04-10 16:59:42.828944+00:00,meta,llama4-scout,0,4532,285,7,5,3,4,8,2,1,6,9
d2981a9e-a30f-420b-94b9-e8878018564d,2025-04-10 16:59:47.419726+00:00,meta,llama4-scout,0,4532,287,5,4,2,1,6,8,7,9,3
7e65a60b-2f82-4173-b57f-f1d47d89a1a0,2025-04-10 16:59:52.033651+00:00,meta,llama4-scout,0,4532,284,4,7,3,2,8,6,1,5,9
4fdd55a9-a501-4f41-b799-9eb83048deb5,2025-04-10 16:59:56.851452+00:00,meta,llama4-scout,0,4532,287,2,6,7,4,5,9,1,3,8
30997981-6fc2-46b4-969b-74cd9469463c,2025-04-10 17:00:01.468495+00:00,meta,llama4-scout,0,4532,287,8,5,3,1,7,2,9,4,6
658b016b-642c-47db-a7e4-e0f539d956fc,2025-04-10 17:00:06.168720+00:00,meta,llama4-scout,0,4532,283,3,5,6,2,4,1,7,8,9
3f1c958a-40c7-45f1-aae5-931c9b04798f,2025-04-10 17:00:10.946273+00:00,meta,llama4-scout,0,4532,287,3,8,5,1,4,2,6,7,9
f2120f2f-df0a-46cc-85cf-e4b9ae3f04b8,2025-04-10 17:00:15.679687+00:00,meta,llama4-scout,0,4532,290,1,3,6,2,7,5,4,8,9
7e4704fd-51d3-4643-a7fb-2de149825c36,2025-04-10 17:00:20.362241+00:00,meta,llama4-scout,0,4532,284,3,4,5,1,8,2,7,6,9
672c8c58-e22d-4d10-9346-1af8311aa72f,2025-04-10 17:00:25.105104+00:00,meta,llama4-scout,0,4532,287,2,5,3,7,4,8,1,9,6
6d601e91-76f8-4b4b-b6e2-c7c3bc9ad221,2025-04-10 17:00:29.924523+00:00,meta,llama4-scout,0,4532,288,3,6,7,1,4,5,2,8,9
79024f05-17d2-42ac-9c70-a998f3599381,2025-04-10 17:00:35.865555+00:00,meta,llama4-scout,0,4532,293,4,7,8,3,5,2,1,6,9
fb5b528a-647e-4a83-a117-23e13ae49236,2025-04-10 17:34:40.025152+00:00,meta,llama4-scout,0,4532,290,5,7,4,2,6,3,1,8,9
619d29e7-25a3-42c1-9bea-08c1e6a75df8,2025-04-10 17:34:44.744382+00:00,meta,llama4-scout,0,4532,284,7,1,2,3,4,6,9,5,8
dd35dbbd-97ee-480a-b3c0-2fed03bc21f3,2025-04-10 17:34:49.241089+00:00,meta,llama4-scout,0,4532,286,8,3,5,1,6,9,2,4,7
9f07cb35-8f7e-475e-abf6-8f07e710c6ca,2025-04-10 17:34:54.081748+00:00,meta,llama4-scout,0,4532,290,7,6,3,1,9,2,4,8,5
063c05df-5268-4931-b170-f263d98ff9ad,2025-04-10 17:34:58.744177+00:00,meta,llama4-scout,0,4532,289,3,4,6,2,5,7,1,8,9
85c93b3e-7c01-43b8-aad5-3f95ab6bc589,2025-04-10 17:35:03.486321+00:00,meta,llama4-scout,0,4532,285,2,4,6,7,9,1,3,5,8
b34bd206-fc04-498e-9423-c5fa21ad4548,2025-04-10 17:35:08.055669+00:00,meta,llama4-scout,0,4532,289,1,2,9,4,5,6,7,3,8
321f6ed3-969a-45b5-b08e-9de280542b83,2025-04-10 17:35:12.908390+00:00,meta,llama4-scout,0,4532,292,8,4,3,1,6,5,2,7,9
1a77064a-2c4c-4730-a611-c6a2c633ac26,2025-04-10 17:35:17.663768+00:00,meta,llama4-scout,0,4532,287,5,4,2,9,7,6,1,3,8
f375c7fc-2054-4d85-b315-63c2dda02f9b,2025-04-10 17:35:22.193512+00:00,meta,llama4-scout,0,4532,286,1,4,3,2,6,8,5,9,7
