cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Wind,P2. Biomass,P3. Coal with CO2 Burial,P4. Hydroelectric,P5. Natural Gas,P6. Geothermal Energy,P7. Solar Energy,P8. Nuclear Energy,P9. Coal
eccaf417-a9a6-48b4-a2cb-0228f54e00f2,2025-03-27 16:59:07.868814+00:00,qwen,qwen-plus,0,4807,320,3,1,4,5,7,6,2,9,8
9b846256-088d-4c83-a4d8-8114896ecd90,2025-03-27 16:59:18.234159+00:00,qwen,qwen-plus,0,4805,321,8,5,4,6,9,3,1,2,7
9ba000d8-efd0-4b04-8bd4-344a70951159,2025-03-27 21:05:31.906054+00:00,qwen,qwen-plus,0,4809,324,7,3,4,5,8,6,1,2,9
ff6a6506-9dde-4011-ab1e-0f4b674d05e9,2025-03-27 21:05:42.934693+00:00,qwen,qwen-plus,0,4815,334,3,2,6,4,9,7,1,8,5
6697b0f9-e3ce-465e-a260-9ba193d3c918,2025-03-27 21:05:53.760284+00:00,qwen,qwen-plus,0,4813,336,5,4,3,9,6,2,7,1,8
3f7dd781-e28c-4720-aa2c-2f8ed7ddd989,2025-03-27 21:06:04.928092+00:00,qwen,qwen-plus,0,4805,325,1,5,4,8,7,3,6,2,9
412e5b5c-8b17-4ded-82df-ba35c688dc5b,2025-03-27 21:06:15.900953+00:00,qwen,qwen-plus,0,4813,324,1,6,4,8,7,2,3,9,5
4762f033-aab8-4626-a8c3-0a430f62219f,2025-03-27 21:06:26.622447+00:00,qwen,qwen-plus,0,4807,321,7,4,8,6,5,3,2,1,9
32ff4cec-7c34-4b19-8eb1-3c4ab6878cdb,2025-03-27 21:06:37.924159+00:00,qwen,qwen-plus,0,4819,330,1,8,7,5,6,3,2,4,9
0bcc17db-552a-4536-8331-7ad287939670,2025-03-27 21:06:49.526488+00:00,qwen,qwen-plus,0,4811,331,8,5,2,3,6,7,4,1,9
ff75aeb1-d85c-4da0-9c39-358c0f30bdb8,2025-03-27 21:07:00.220281+00:00,qwen,qwen-plus,0,4815,325,2,6,3,5,7,4,8,1,9
6b51f97e-b041-4dcb-8e39-bd0cc6165f74,2025-03-27 21:07:18.877328+00:00,qwen,qwen-plus,0,4821,331,1,4,5,7,6,2,9,3,8
914a3216-bb5b-46a1-a15c-1f8734167322,2025-03-27 21:07:30.118728+00:00,qwen,qwen-plus,0,4813,325,4,2,6,3,5,9,8,1,7
32315293-9eda-4afc-ba30-3816e0fa761d,2025-03-27 21:07:40.979763+00:00,qwen,qwen-plus,0,4807,322,6,3,4,8,1,7,5,2,9
ad3be4b8-8f35-4dbe-b5f7-6c34ac45d450,2025-03-27 21:07:51.925159+00:00,qwen,qwen-plus,0,4807,321,2,3,5,8,4,1,6,7,9
2239c58d-e317-4454-8d88-16e8e694c97d,2025-03-27 21:08:03.067002+00:00,qwen,qwen-plus,0,4809,323,2,6,5,8,4,9,1,3,7
0b273475-eeb6-4996-9e50-737a5796488e,2025-03-27 21:08:13.972307+00:00,qwen,qwen-plus,0,4813,326,1,4,7,3,6,2,5,9,8
5911cfc1-ec34-4504-b917-ce90661b8222,2025-03-27 21:08:25.650480+00:00,qwen,qwen-plus,0,4819,332,1,9,4,5,3,7,6,2,8
30c88156-4b1d-49d3-955c-4e97aeb94650,2025-03-27 21:08:36.804961+00:00,qwen,qwen-plus,0,4817,329,8,6,5,3,4,1,2,9,7
061c5a1f-96c7-43af-aa5f-a55e68a1f999,2025-03-27 21:08:47.753334+00:00,qwen,qwen-plus,0,4815,333,7,8,2,5,3,6,1,9,4
f1e079f1-22f9-4a24-89d9-3fd80ac3d056,2025-03-27 21:08:58.931178+00:00,qwen,qwen-plus,0,4809,329,2,5,7,4,3,6,9,1,8
fb8fe597-bf87-4848-81e2-9ed0bda62d2c,2025-03-27 21:09:09.880177+00:00,qwen,qwen-plus,0,4809,330,8,4,2,5,7,9,3,1,6
5fa6e2d1-57e2-4c29-be1a-f98d06803373,2025-03-27 21:09:23.101267+00:00,qwen,qwen-plus,0,4817,333,7,6,3,5,4,2,9,1,8
edaa02f4-c1ef-4475-af43-0ab93a06ff06,2025-03-27 21:09:33.876204+00:00,qwen,qwen-plus,0,4817,329,3,7,9,5,6,4,2,1,8
1cace58d-f287-4b36-b874-422bdbec7fc1,2025-03-27 21:09:45.129592+00:00,qwen,qwen-plus,0,4821,330,2,6,3,8,5,9,1,4,7
bfcf7f5d-5eb9-467a-9199-2f28eaed32fb,2025-03-27 21:09:55.789812+00:00,qwen,qwen-plus,0,4821,334,2,5,4,6,8,7,3,1,9
b88ab59e-070b-4ba1-8479-f1bad58f412b,2025-03-27 21:10:07.253871+00:00,qwen,qwen-plus,0,4817,336,7,3,1,5,8,9,6,2,4
6e50697c-bf79-4930-9457-d2ba626988f5,2025-03-27 21:10:17.781038+00:00,qwen,qwen-plus,0,4809,327,1,3,7,5,6,4,2,9,8
34770599-ca61-4572-b7f2-3e73da78c338,2025-03-27 21:10:28.322205+00:00,qwen,qwen-plus,0,4817,332,7,4,6,8,2,3,5,1,9
c0c532fa-4a85-4229-9c44-89c396a9854f,2025-03-27 21:10:39.404800+00:00,qwen,qwen-plus,0,4813,332,7,5,6,8,3,1,4,2,9
2f78de3e-dd3b-4b8b-a4aa-8f707a7f061a,2025-03-27 21:10:50.568914+00:00,qwen,qwen-plus,0,4811,328,8,7,4,1,6,3,9,2,5
