cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Wind,P2. Biomass,P3. Coal with CO2 Burial,P4. Hydroelectric,P5. Natural Gas,P6. Geothermal Energy,P7. Solar Energy,P8. Nuclear Energy,P9. Coal
20f5e70a-0a99-4723-9663-abfc2cdbe3e9,2025-03-27 18:17:56.828029+00:00,qwen,qwen1.5-72b-chat,0,4811,332,7,9,2,1,5,6,8,4,3
f11a02d2-cfee-4060-abf9-68beb9af3692,2025-03-27 18:18:09.590969+00:00,qwen,qwen1.5-72b-chat,0,4816,340,7,8,5,3,2,1,4,6,9
57a31eb4-5354-46ae-bc84-b1665f7b8e81,2025-03-27 18:18:22.951544+00:00,qwen,qwen1.5-72b-chat,0,4829,355,4,9,6,2,7,5,1,8,3
63d919dd-ceb2-495a-8a80-47983476d5f3,2025-03-27 18:18:36.583454+00:00,qwen,qwen1.5-72b-chat,0,4815,343,2,4,9,1,6,3,5,8,7
4427549e-41b0-4885-b62d-836b23509307,2025-03-27 18:18:49.570073+00:00,qwen,qwen1.5-72b-chat,0,4813,341,3,8,6,2,7,4,1,5,9
d0189162-17ee-48b2-bbc6-25a0f351c38f,2025-03-27 20:18:40.984855+00:00,qwen,qwen1.5-72b-chat,0,4811,348,3,5,8,1,9,2,4,6,7
ba6f40d0-5186-4faf-a86d-ea49f2666699,2025-03-27 20:18:54.099914+00:00,qwen,qwen1.5-72b-chat,0,4817,342,6,4,5,3,7,2,1,8,9
ca67667b-b50a-4e07-a80d-87048f441e7a,2025-03-27 20:19:07.062273+00:00,qwen,qwen1.5-72b-chat,0,4808,342,3,5,9,4,7,1,6,2,8
6eb7a288-3ada-45f8-b94a-41db9223bc96,2025-03-27 20:19:20.410347+00:00,qwen,qwen1.5-72b-chat,0,4809,330,2,8,3,9,7,1,6,4,5
df0925dd-621c-4654-a09f-6b3ce0a7ed84,2025-03-27 20:19:33.057165+00:00,qwen,qwen1.5-72b-chat,0,4809,344,1,4,8,2,5,3,6,7,9
bb4d9321-4713-4691-86b7-74f26891c67a,2025-03-27 20:19:46.066444+00:00,qwen,qwen1.5-72b-chat,0,4809,328,2,3,5,1,4,7,8,6,9
6ed45363-f1b6-440a-9dd3-030b37a70d0b,2025-03-27 20:19:58.666900+00:00,qwen,qwen1.5-72b-chat,0,4811,339,9,6,3,1,7,2,4,5,8
d392aaed-d9c1-48da-8d93-a4c3a3f992fc,2025-03-27 20:20:11.854600+00:00,qwen,qwen1.5-72b-chat,0,4811,344,3,7,1,8,4,5,2,6,9
ff1bf7da-be20-4472-ae4d-20ea20e1709e,2025-03-27 20:20:25.108644+00:00,qwen,qwen1.5-72b-chat,0,4807,346,9,4,7,3,2,8,1,5,6
286961a4-d770-4a6b-b990-325199d99c68,2025-03-27 20:20:38.157131+00:00,qwen,qwen1.5-72b-chat,0,4821,366,3,8,6,4,7,2,1,5,9
44a277a6-1500-4f57-9ac0-067344f0f725,2025-03-27 20:20:51.991462+00:00,qwen,qwen1.5-72b-chat,0,4815,350,4,7,3,1,5,8,2,6,9
db607728-0f7e-4779-8cc7-656d2cceef1b,2025-03-27 20:21:05.323843+00:00,qwen,qwen1.5-72b-chat,0,4811,351,2,5,3,1,7,8,4,6,9
d2ec27c8-128b-4025-b3fd-ad01e1085d1b,2025-03-27 20:21:18.528167+00:00,qwen,qwen1.5-72b-chat,0,4808,356,8,1,4,6,3,7,5,2,9
37b6e0ac-8a69-4ff3-b234-0cac3ae2a288,2025-03-27 20:21:31.991487+00:00,qwen,qwen1.5-72b-chat,0,4809,380,5,4,7,3,6,2,1,9,8
f9c0f268-66c5-4873-a001-cc4cc49b9d1b,2025-03-27 20:21:46.191424+00:00,qwen,qwen1.5-72b-chat,0,4811,336,8,7,4,2,6,5,1,3,9
4cea05dd-b524-497a-b263-ab07de940e34,2025-03-27 20:21:58.879415+00:00,qwen,qwen1.5-72b-chat,0,4809,352,3,7,5,1,6,2,4,8,9
93c6cdb5-da5d-4797-a5f3-1f8a848d15ef,2025-03-27 20:22:12.065652+00:00,qwen,qwen1.5-72b-chat,0,4813,362,8,5,6,9,3,2,1,7,4
9895b19d-8ad1-41a2-89d7-9d1066a599df,2025-03-27 20:22:26.038419+00:00,qwen,qwen1.5-72b-chat,0,4813,345,1,5,3,2,8,6,4,9,7
5bc0aafb-4302-4b31-8156-e4af98bcfe94,2025-03-27 20:22:39.017859+00:00,qwen,qwen1.5-72b-chat,0,4809,337,6,8,3,4,5,2,1,7,9
5ff9a815-fa5d-447f-b9f6-f0382a66b93a,2025-03-27 20:22:51.927499+00:00,qwen,qwen1.5-72b-chat,0,4815,345,9,3,6,7,8,5,1,2,4
17aa2e34-6065-4ab7-bab2-d69272479cc9,2025-03-27 20:23:04.902503+00:00,qwen,qwen1.5-72b-chat,0,4813,336,3,8,7,2,5,1,4,6,9
29b74072-0434-44aa-b488-db501819fb4e,2025-03-27 20:23:17.840445+00:00,qwen,qwen1.5-72b-chat,0,4815,335,6,5,3,1,4,2,8,7,9
657094b6-aea8-47a1-ac52-3799179dd3b9,2025-03-27 20:23:30.447310+00:00,qwen,qwen1.5-72b-chat,0,4809,356,4,6,2,8,5,1,3,7,9
1590913e-6bc7-4dd7-b17d-81ff34704f25,2025-03-27 20:23:43.750592+00:00,qwen,qwen1.5-72b-chat,0,4807,335,2,5,9,1,7,6,4,3,8
7eb03363-58e9-40d3-a5e0-520fc99faaac,2025-03-27 20:23:56.368843+00:00,qwen,qwen1.5-72b-chat,0,4815,334,1,7,4,8,5,2,6,9,3
b3e9c962-4870-423b-992d-91bb3851b343,2025-03-27 20:24:09.341631+00:00,qwen,qwen1.5-72b-chat,0,4813,335,1,8,3,2,5,6,4,7,9
6b35f95b-51e1-4978-96d5-658a556250d4,2025-03-27 20:24:22.054198+00:00,qwen,qwen1.5-72b-chat,0,4808,359,1,8,9,5,2,6,4,7,3
