cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Ban Begging within Sweden,P2. Deport any immigrants found begging on the streets who have stayed in Sweden longer than three months,P3. Enforce existing laws without special consideration for beggars,P4. Forbid giving money to beggars,P5. Focus resources on addressing the the problem in source countries such as Romania,P6. Ban Illegal Settlements,P7. Provide accommodation for beggars (more)
dd3e6d5f-c0e4-4676-8727-d9b9d66d45d0,2025-03-20 15:32:41.448542+00:00,mistralai,open-mixtral-8x22b,0,3991,304,5,7,3,6,1,4,2
cb7779b6-2a89-4625-9778-31b911320491,2025-03-20 15:32:49.472581+00:00,mistralai,open-mixtral-8x22b,0,3991,304,5,7,3,4,1,6,2
84da587d-1976-4f9e-830c-59fd62545df3,2025-03-20 15:32:57.900494+00:00,mistralai,open-mixtral-8x22b,0,3991,298,5,7,2,4,1,6,3
6b639c20-a2bf-41a7-b017-15a7365f10c3,2025-03-20 15:33:06.715772+00:00,mistralai,open-mixtral-8x22b,0,3991,295,6,7,2,5,1,3,4
02db0d71-f8d4-45b1-8115-0ae5702899a1,2025-03-20 15:33:14.640804+00:00,mistralai,open-mixtral-8x22b,0,3991,306,6,7,2,5,1,3,4
99b11791-fee3-4e2f-b9a8-780a3a75db86,2025-03-20 15:33:22.844228+00:00,mistralai,open-mixtral-8x22b,0,3991,307,5,7,1,6,2,4,3
0a4cab87-3111-4b53-b445-8b7ffe9ae72f,2025-03-20 15:33:30.768156+00:00,mistralai,open-mixtral-8x22b,0,3991,300,6,7,3,5,1,4,2
7058719d-fc5e-4518-a93f-55428d2b54a3,2025-03-20 15:33:39.972420+00:00,mistralai,open-mixtral-8x22b,0,3991,297,6,7,2,5,1,4,3
94fc9f5b-8636-4cba-9bf1-5b103f7c68c3,2025-03-20 15:33:47.910783+00:00,mistralai,open-mixtral-8x22b,0,3991,305,6,7,3,5,1,4,2
04eda1d4-e007-4c45-b095-47b85f625308,2025-03-20 15:33:55.726767+00:00,mistralai,open-mixtral-8x22b,0,3991,309,5,7,3,6,1,4,2
f044dc8e-e7b7-4faa-bfef-7d169c6a4b45,2025-03-25 11:24:19.646366+00:00,mistralai,open-mixtral-8x22b,0,3991,301,5,7,3,6,1,4,2
fafaa4be-1b21-41ba-a55e-40b8af1996a3,2025-03-25 11:24:24.822293+00:00,mistralai,open-mixtral-8x22b,0,3991,306,5,7,3,4,1,6,2
55640d0e-0935-433c-8901-f6b8cc194d8b,2025-03-25 11:24:31.240007+00:00,mistralai,open-mixtral-8x22b,0,3991,309,3,7,2,4,1,6,5
0e79c965-ad63-4527-8c71-472e2ce4bdb2,2025-03-25 11:24:36.979902+00:00,mistralai,open-mixtral-8x22b,0,3991,304,5,7,3,6,2,4,1
fca7d8b8-4830-4472-9991-705f7a71ab6d,2025-03-25 11:24:42.617050+00:00,mistralai,open-mixtral-8x22b,0,3991,298,2,7,3,5,1,4,6
43265495-384e-4214-a943-bbd403b8538a,2025-03-25 11:24:47.226799+00:00,mistralai,open-mixtral-8x22b,0,3991,307,5,7,1,6,2,4,3
fd4fa740-c852-4d7f-b659-fcb725852543,2025-03-25 11:24:53.094433+00:00,mistralai,open-mixtral-8x22b,0,3991,301,6,7,3,5,1,4,2
e32a4775-4c36-4b24-b872-1c90cd31ae04,2025-03-25 11:24:59.261964+00:00,mistralai,open-mixtral-8x22b,0,3991,311,6,7,2,5,1,4,3
a44841e1-fbba-4aeb-b56d-6616533324e8,2025-03-25 11:25:04.222681+00:00,mistralai,open-mixtral-8x22b,0,3991,305,6,7,3,5,1,4,2
08184adb-2ebc-41dd-a849-a7b722d6994f,2025-03-25 11:25:09.828502+00:00,mistralai,open-mixtral-8x22b,0,3991,298,5,7,3,6,1,4,2
01686a9d-dc6c-49fc-8d7a-b3efd69be4a1,2025-03-25 11:25:15.646144+00:00,mistralai,open-mixtral-8x22b,0,3988,306,5,7,3,6,1,4,2
eda31de5-7f37-4f4c-96d7-ed960e07d502,2025-03-25 11:25:22.039043+00:00,mistralai,open-mixtral-8x22b,0,3991,302,6,7,3,5,1,4,2
d8b4cc12-42f2-4763-acda-5008ef9314ba,2025-03-25 11:25:27.826856+00:00,mistralai,open-mixtral-8x22b,0,3991,303,4,7,2,5,3,6,1
f7c13623-1bbd-40ef-870b-3f62ec380b65,2025-03-25 11:25:33.652105+00:00,mistralai,open-mixtral-8x22b,0,3991,306,5,6,7,4,1,3,2
207624d5-c06d-4ab0-afef-f71925978cd9,2025-03-25 11:25:39.341604+00:00,mistralai,open-mixtral-8x22b,0,3991,295,4,7,1,6,2,3,5
1af23517-2854-4cdb-8afd-a24c57828fca,2025-03-25 11:25:44.588772+00:00,mistralai,open-mixtral-8x22b,0,3991,299,3,7,2,6,1,4,5
14ca4f95-4468-43e6-a4e1-f5189c326ef9,2025-03-25 11:25:49.581545+00:00,mistralai,open-mixtral-8x22b,0,3991,308,5,7,1,6,2,4,3
24f14aa0-9c9f-4585-bebd-97b8715d9ef2,2025-03-25 11:25:55.354305+00:00,mistralai,open-mixtral-8x22b,0,3991,294,7,6,3,5,2,1,4
87298d1a-353e-456e-a0f1-6c081226a186,2025-03-25 11:26:01.877444+00:00,mistralai,open-mixtral-8x22b,0,3991,308,4,7,3,6,1,5,2
f4a0e397-f2ec-4ee9-9cba-65452246f0c1,2025-03-25 11:26:07.918793+00:00,mistralai,open-mixtral-8x22b,0,3991,299,4,7,2,5,1,6,3
cf906a17-d401-4512-946d-7288fb377c1f,2025-03-27 11:39:33.649578+00:00,mistralai,open-mixtral-8x22b,0,3991,303,5,7,3,6,1,4,2
9b82d868-6071-4034-a8d2-a6a5fc138ec5,2025-03-27 11:39:39.597225+00:00,mistralai,open-mixtral-8x22b,0,3991,313,5,7,1,4,3,6,2
6a9991b7-f8e7-4a46-99de-20dd8338283c,2025-03-27 11:39:45.330767+00:00,mistralai,open-mixtral-8x22b,0,3991,298,3,7,2,4,1,6,5
65a74d6e-45eb-4ba0-9999-4c4355a8ae23,2025-03-27 11:39:50.945850+00:00,mistralai,open-mixtral-8x22b,0,3991,299,5,7,3,6,2,4,1
01034e43-916e-47b5-a49f-eefbd31148f2,2025-03-27 11:39:55.954151+00:00,mistralai,open-mixtral-8x22b,0,3991,310,3,7,2,6,1,4,5
25e50764-5123-4d56-8a39-a958d1f52047,2025-03-27 11:40:00.976827+00:00,mistralai,open-mixtral-8x22b,0,3991,299,5,7,1,6,2,4,3
cb2d9c8f-01e9-43b4-93fa-c52b1878909d,2025-03-27 11:40:07.124658+00:00,mistralai,open-mixtral-8x22b,0,3991,298,6,7,3,5,1,4,2
