cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,"P3. ""Policies that involve a moderate reduction in CO₂ emissions (e.g., reducing emissions by 25% to 50% over the next 10 years).""","P4. ""Policies that involve a radical reduction in CO₂ emissions (e.g., reducing emissions by 50% to 100% over the next 10 years).""",P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
a32e4885-5c6d-4ebe-8e2d-834fe058880b,2025-03-21 20:41:17.532695+00:00,openai,gpt-4o-mini,0,3323,211,5,6,7,4,1,2,3
a18b5d66-9e24-4427-a975-695c2836ca8e,2025-03-21 20:41:23.215899+00:00,openai,gpt-4o-mini,0,3323,211,7,5,2,4,6,3,1
49fb8d4e-a12a-4687-8df5-aae46c8ff0d8,2025-03-21 20:41:29.085417+00:00,openai,gpt-4o-mini,0,3325,210,7,6,5,4,1,3,2
79401b8f-928f-4b4a-8281-f73b0ba10fb5,2025-03-21 20:41:35.438121+00:00,openai,gpt-4o-mini,0,3325,210,7,3,6,2,5,4,1
eacbdd5f-3bf4-4c9c-ae06-3343a8971650,2025-03-21 20:41:41.178023+00:00,openai,gpt-4o-mini,0,3325,211,5,7,3,4,1,6,2
21d72b11-bf28-4816-ab9b-f00241fb86c0,2025-03-21 20:41:47.504496+00:00,openai,gpt-4o-mini,0,3325,209,7,4,3,2,1,5,6
cf07f36c-e4ce-4e72-8ce5-c5fd647fed88,2025-03-21 20:41:55.801340+00:00,openai,gpt-4o-mini,0,3323,210,6,7,5,2,3,4,1
dc6b279b-1b3b-4c9a-9da8-ae9674f3ddff,2025-03-21 20:42:01.754933+00:00,openai,gpt-4o-mini,0,3325,210,7,2,4,6,3,1,5
4f1fdabe-17dc-458e-9c16-bb3acb885de4,2025-03-21 20:42:07.990028+00:00,openai,gpt-4o-mini,0,3325,209,7,6,4,2,5,3,1
734968ef-485a-4659-8a8c-ebfe18e89fc5,2025-03-21 20:42:13.571173+00:00,openai,gpt-4o-mini,0,3325,210,7,5,3,2,6,4,1
6afd7efc-aeea-44a7-a804-786cc9a3538b,2025-03-21 20:42:19.675778+00:00,openai,gpt-4o-mini,0,3325,210,7,5,6,2,3,4,1
848e2642-729e-4bd5-ac2f-e0b812c6e754,2025-03-21 20:42:25.208175+00:00,openai,gpt-4o-mini,0,3325,210,5,6,3,2,1,4,7
749f2fc6-f6e1-4fc6-99d6-b1998fa50308,2025-03-21 20:42:32.170051+00:00,openai,gpt-4o-mini,0,3325,210,5,7,1,2,3,4,6
cd1b335a-0122-4003-aa01-db8dbf5ca8d3,2025-03-21 20:42:37.901599+00:00,openai,gpt-4o-mini,0,3323,210,5,6,4,2,7,3,1
cd28944a-b9bf-4e35-947a-6829c47bbe59,2025-03-21 20:42:43.430139+00:00,openai,gpt-4o-mini,0,3325,211,7,6,2,3,1,5,4
249a7060-1447-44dd-820b-8baec1b501e7,2025-03-21 20:42:49.565574+00:00,openai,gpt-4o-mini,0,3325,213,7,6,4,1,3,2,5
db70bfcb-bc59-4189-82f3-042af867bb74,2025-03-21 20:42:55.513043+00:00,openai,gpt-4o-mini,0,3325,209,4,7,5,3,1,6,2
4770778e-9df0-43dc-ad82-e5bd13475a4d,2025-03-21 20:43:06.880606+00:00,openai,gpt-4o-mini,0,3323,210,6,7,3,2,1,5,4
6d38c362-7a92-4889-b241-0061973b96ac,2025-03-21 20:43:12.712541+00:00,openai,gpt-4o-mini,0,3325,208,6,7,4,2,1,3,5
50ebf67a-a817-4bc8-93fb-f08c9323e4e2,2025-03-28 06:50:16.587780+00:00,openai,gpt-4o-mini,0,3323,211,6,7,4,2,1,3,5
41dab3f6-524f-45f3-8d01-8df79aa0cc00,2025-03-28 06:50:22.358027+00:00,openai,gpt-4o-mini,0,3325,213,6,7,2,4,1,3,5
600d5ac8-ccf3-4221-b4b4-793992f61f7c,2025-03-28 06:50:28.126793+00:00,openai,gpt-4o-mini,0,3325,213,7,6,3,1,5,4,2
60b2721a-a431-43c3-a688-0d0dfbc16599,2025-03-28 06:50:34.229830+00:00,openai,gpt-4o-mini,0,3323,209,6,7,3,5,4,2,1
56a1a519-73d5-4b5c-b4ef-286361344a1c,2025-03-28 06:50:39.746020+00:00,openai,gpt-4o-mini,0,3323,209,7,4,5,3,2,6,1
f5c8bf84-2a65-4dbe-a2da-79a66506f068,2025-03-28 06:50:45.255671+00:00,openai,gpt-4o-mini,0,3323,213,6,7,5,4,1,2,3
d51a6005-54cb-4b48-ab2e-177b671eaf89,2025-03-28 06:50:51.668286+00:00,openai,gpt-4o-mini,0,3325,210,3,7,2,4,6,1,5
f69b7d26-0dcd-42b4-8915-f9090a430718,2025-03-28 06:50:58.741567+00:00,openai,gpt-4o-mini,0,3325,211,7,6,2,3,5,4,1
93ca02dc-7d3f-4338-ac13-4c783dbb5ccb,2025-03-28 06:51:04.569149+00:00,openai,gpt-4o-mini,0,3325,211,7,5,2,6,1,3,4
ec7404da-0acb-4223-b403-8d5e50001327,2025-03-28 06:51:14.552851+00:00,openai,gpt-4o-mini,0,3325,209,5,7,6,4,2,3,1
cace7813-a49a-49d9-9015-50e9440659e0,2025-03-28 06:51:20.590676+00:00,openai,gpt-4o-mini,0,3323,209,7,6,5,4,2,3,1
35e3fbf6-314f-4d90-8577-2f69639429df,2025-03-28 06:51:25.770297+00:00,openai,gpt-4o-mini,0,3325,212,1,7,3,4,5,2,6
