cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Permit all uses of human genome editing and mitochondrial donation only if not for profit,"P2. Prohibit all forms of human genome editing for now, except for research purposes.",P3.  Permit only non-heritable human genome editing in both research and in clinics.,"P4. Permit only non-heritable human genome editing for clinical treatments, and mitochondrial donation.",P5.  Permit both heritable and non-heritable uses of genome editing for any purpose with minimal restrictions to ensure safety and compliance with ethical standards.,"P6. Permit non-heritable and heritable human genome editing (including mitochondrial donation), but only for clinical purposes, and if there is strong oversight, regular community input and (re)approval.",P7. Prohibit all uses of human genome editing and mitochondrial donation.,P8. Permit only non-heritable human genome editing in both research and in clinics and mitochondrial donation only if not for profit.
060406a4-9649-4052-aa37-72e72495be48,2025-04-02 10:35:29.382244+00:00,google,gemma2:27b,0,4654,319,4,8,3,1,7,5,6,2
cb51442e-b5ae-4686-afb2-ebfe2b9f1acb,2025-04-02 10:35:40.733785+00:00,google,gemma2:27b,0,4654,319,1,2,4,3,8,7,6,5
3054000f-23a6-4daf-9274-8ed3d73e67ff,2025-04-02 11:48:10.790154+00:00,google,gemma2:27b,0,4651,320,6,5,3,2,8,1,7,4
19d94693-0d6d-43ca-bd0a-a3c02318f8dd,2025-04-02 11:48:21.534198+00:00,google,gemma2:27b,0,4654,319,6,2,5,3,7,1,8,4
fa6c00e3-402c-4b60-88d9-86ee4d065827,2025-04-02 11:48:30.179310+00:00,google,gemma2:27b,0,4654,320,6,3,2,5,7,8,4,1
8b7d9582-06c3-44e9-8bab-03942677acaf,2025-04-02 11:48:39.781357+00:00,google,gemma2:27b,0,4654,320,3,5,1,4,8,2,6,7
f26e2e80-f8d1-46e0-8472-6280b9021424,2025-04-02 11:48:48.947082+00:00,google,gemma2:27b,0,4651,323,5,6,2,3,7,1,8,4
2d76cea9-0da6-4c25-970f-8d3869a163f2,2025-04-02 11:48:59.152185+00:00,google,gemma2:27b,0,4654,323,3,4,5,1,8,2,6,7
9f74c8e3-6322-4966-8dc3-83bfc0adda32,2025-04-02 11:49:09.667183+00:00,google,gemma2:27b,0,4651,322,6,4,8,5,7,3,1,2
d7c15466-44c7-438b-9c9a-e4d2fb32f7c8,2025-04-02 11:49:17.895287+00:00,google,gemma2:27b,0,4654,320,8,1,3,5,7,4,2,6
8d13c509-6ef4-42ba-9de1-2baecf58f052,2025-04-02 11:49:28.281260+00:00,google,gemma2:27b,0,4654,319,5,4,3,7,8,1,2,6
84a75cde-6fbf-4ade-a958-4df3479e5203,2025-04-02 11:49:39.999096+00:00,google,gemma2:27b,0,4654,323,7,8,2,1,4,3,5,6
45f03449-b061-47f8-aec2-63eadf213104,2025-04-02 11:49:49.461211+00:00,google,gemma2:27b,0,4654,318,5,6,3,2,8,1,7,4
62a9b97f-e896-4867-b3cc-df604b36bd59,2025-04-02 11:49:59.938395+00:00,google,gemma2:27b,0,4654,329,4,2,8,3,5,1,7,6
7aea1fb6-cec6-4ac9-bbcf-d7c90c204345,2025-04-02 11:50:09.079339+00:00,google,gemma2:27b,0,4651,319,7,2,6,3,8,1,4,5
b78bdfb2-cd29-4974-9da7-f7f54c22b821,2025-04-02 11:50:16.673795+00:00,google,gemma2:27b,0,4654,324,5,4,3,2,6,1,8,7
d2103622-2eb3-44bd-a4bc-e60bc61e0de9,2025-04-02 11:50:26.356649+00:00,google,gemma2:27b,0,4654,323,2,3,6,7,8,1,5,4
7ec28b58-5d78-4a97-b5e6-38949187c4ba,2025-04-02 11:50:37.142879+00:00,google,gemma2:27b,0,4654,320,6,1,7,4,8,2,5,3
0415fb05-5d35-433b-97b6-6cbd2f50ff11,2025-04-02 11:50:46.277315+00:00,google,gemma2:27b,0,4654,319,5,6,3,1,7,2,8,4
3e835ec6-de9d-4441-a3bc-73ddb5486173,2025-04-02 11:50:58.261659+00:00,google,gemma2:27b,0,4654,322,6,4,2,5,7,1,3,8
788a42b7-2f74-46d4-b942-cf72f69935f0,2025-04-02 11:51:08.758760+00:00,google,gemma2:27b,0,4654,320,5,1,4,2,8,3,7,6
baefe5e7-0289-4d6d-854d-aca7d203c4c9,2025-04-02 11:51:18.778534+00:00,google,gemma2:27b,0,4654,323,4,6,5,1,7,2,8,3
a9a67b2b-1f15-4932-b6eb-8067294e6b84,2025-04-02 11:51:29.858033+00:00,google,gemma2:27b,0,4651,318,8,5,3,2,6,1,7,4
c2fdd129-700e-4c79-8abe-7e959a509c13,2025-04-02 11:51:40.831914+00:00,google,gemma2:27b,0,4654,318,6,3,5,4,7,1,2,8
3a5e0329-9822-4577-b5fc-92647e9c3a39,2025-04-02 11:51:52.450341+00:00,google,gemma2:27b,0,4654,318,3,7,4,2,5,1,8,6
9c1d6af1-efc6-4a57-8829-75af145dc44a,2025-04-02 11:52:00.801274+00:00,google,gemma2:27b,0,4654,319,8,1,5,4,6,2,7,3
1c418050-ffe2-4688-8cf6-7b94b72a04d1,2025-04-02 11:52:10.933685+00:00,google,gemma2:27b,0,4654,325,6,5,4,2,7,3,8,1
f067d5c6-f688-4902-b12e-297d1cfd9918,2025-04-02 11:52:21.645713+00:00,google,gemma2:27b,0,4654,319,5,3,2,4,7,1,8,6
e49b027f-eeee-4f72-bdf4-0c9c8ca16288,2025-04-02 11:52:31.460549+00:00,google,gemma2:27b,0,4654,319,4,3,8,2,6,7,1,5
252115e6-5bb0-4576-b829-9affca6f2f22,2025-04-02 11:52:41.410385+00:00,google,gemma2:27b,0,4654,320,6,8,3,2,7,4,5,1
