cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Permit all uses of human genome editing and mitochondrial donation only if not for profit,"P2. Prohibit all forms of human genome editing for now, except for research purposes.",P3.  Permit only non-heritable human genome editing in both research and in clinics.,"P4. Permit only non-heritable human genome editing for clinical treatments, and mitochondrial donation.",P5.  Permit both heritable and non-heritable uses of genome editing for any purpose with minimal restrictions to ensure safety and compliance with ethical standards.,"P6. Permit non-heritable and heritable human genome editing (including mitochondrial donation), but only for clinical purposes, and if there is strong oversight, regular community input and (re)approval.",P7. Prohibit all uses of human genome editing and mitochondrial donation.,P8. Permit only non-heritable human genome editing in both research and in clinics and mitochondrial donation only if not for profit.
ba393db7-6d61-4bac-9184-f77c5f206294,2025-03-27 19:44:19.403827+00:00,qwen,qwen2.5-72b-instruct,0,4467,320,4,6,5,3,7,1,8,2
81cfcb67-610e-4860-95da-cc71715d1708,2025-03-27 19:44:27.645799+00:00,qwen,qwen2.5-72b-instruct,0,4462,318,7,6,5,1,3,4,8,2
794b153e-705c-4244-a94e-8a4d877ce727,2025-03-27 19:44:35.977028+00:00,qwen,qwen2.5-72b-instruct,0,4467,318,5,2,3,6,7,1,8,4
ab9fc682-4029-43b5-b553-ffcbd66f5d88,2025-03-27 19:44:44.214885+00:00,qwen,qwen2.5-72b-instruct,0,4464,316,7,5,3,2,6,1,8,4
62053558-74d3-4159-aa96-96acaa12df50,2025-03-27 19:44:52.033145+00:00,qwen,qwen2.5-72b-instruct,0,4467,317,4,5,6,7,8,3,1,2
6af0f346-8d1a-42d5-a312-74a3cb24720b,2025-03-27 19:45:00.181634+00:00,qwen,qwen2.5-72b-instruct,0,4467,316,5,7,4,6,2,1,8,3
3ff37879-bc62-4477-9092-e9ff850bb24d,2025-03-27 19:45:08.115219+00:00,qwen,qwen2.5-72b-instruct,0,4467,319,4,5,2,1,8,6,7,3
c67ded78-e57e-440a-a31c-9eb0c5308d7f,2025-03-27 19:45:16.203256+00:00,qwen,qwen2.5-72b-instruct,0,4467,317,5,3,4,1,7,6,8,2
5380b360-f6e5-46eb-a7df-868029058714,2025-03-27 19:45:24.663579+00:00,qwen,qwen2.5-72b-instruct,0,4467,325,4,3,5,1,8,6,7,2
866e2613-71f1-4842-a4cd-8fc96a892130,2025-03-27 19:45:32.808871+00:00,qwen,qwen2.5-72b-instruct,0,4467,319,7,3,4,1,6,2,5,8
23000943-b1b7-471f-855c-a6a66b8a6459,2025-03-27 19:45:41.196857+00:00,qwen,qwen2.5-72b-instruct,0,4467,318,5,2,6,3,8,7,1,4
870c511f-5d79-4104-af47-80ce2e6969bd,2025-03-27 19:45:50.002949+00:00,qwen,qwen2.5-72b-instruct,0,4467,320,4,2,5,6,7,1,8,3
d4d6986a-50a6-423f-8998-5076b38f7638,2025-03-27 19:45:58.181965+00:00,qwen,qwen2.5-72b-instruct,0,4464,318,6,3,4,7,8,5,2,1
ef29f828-0a3f-4752-9d2c-2fc66caadecf,2025-03-27 19:46:06.189230+00:00,qwen,qwen2.5-72b-instruct,0,4465,315,7,2,6,3,4,1,8,5
ae275552-21c1-485f-acb9-13395b49ee5b,2025-03-27 19:46:19.495796+00:00,qwen,qwen2.5-72b-instruct,0,4467,319,5,4,2,1,7,3,8,6
655b0116-cdbd-457a-a5e1-7711846add85,2025-03-27 19:46:27.473405+00:00,qwen,qwen2.5-72b-instruct,0,4467,317,3,4,5,1,7,2,8,6
f97489af-592c-4e12-b758-0c1b25458bba,2025-03-27 19:46:35.764215+00:00,qwen,qwen2.5-72b-instruct,0,4465,324,6,2,1,3,7,5,8,4
5d4cce1b-8af1-45a9-9d45-ced274b953df,2025-03-27 19:46:43.999726+00:00,qwen,qwen2.5-72b-instruct,0,4467,319,6,2,5,4,7,1,8,3
f1e0a4a0-a28b-46e2-bbb3-51d748257d1d,2025-03-27 19:46:52.329822+00:00,qwen,qwen2.5-72b-instruct,0,4467,314,2,4,3,5,7,6,8,1
38384711-8d6a-4d1b-8217-91774dd55fb1,2025-03-27 19:47:00.457470+00:00,qwen,qwen2.5-72b-instruct,0,4467,316,5,2,3,4,8,6,7,1
06e164d6-d2c3-454e-85df-7e208a735df3,2025-03-27 20:29:09.150432+00:00,qwen,qwen2.5-72b-instruct,0,4465,320,6,5,4,1,7,3,8,2
7bc12d26-ce1e-4724-a0c5-411557728c34,2025-03-27 20:29:17.137714+00:00,qwen,qwen2.5-72b-instruct,0,4467,316,1,6,3,2,8,4,7,5
f1873b0d-063b-4f53-be77-e562ed8ee6e2,2025-03-27 20:29:25.038993+00:00,qwen,qwen2.5-72b-instruct,0,4467,319,4,7,3,2,5,1,8,6
a4f70771-53fe-4816-92fe-a4aba8ea213d,2025-03-27 20:29:33.075275+00:00,qwen,qwen2.5-72b-instruct,0,4467,317,3,5,6,1,4,2,8,7
a094067d-3a11-4fab-a429-ede0ed3d9a60,2025-03-27 20:29:41.041353+00:00,qwen,qwen2.5-72b-instruct,0,4467,324,7,2,5,3,6,1,8,4
3eec5d2e-6ced-446f-8308-5395ef312fb7,2025-03-27 20:29:49.004943+00:00,qwen,qwen2.5-72b-instruct,0,4467,318,6,2,5,7,4,1,8,3
c2eb9bd3-c29b-424c-ad3e-393dcf22acf5,2025-03-27 20:29:56.991455+00:00,qwen,qwen2.5-72b-instruct,0,4465,314,7,5,6,3,4,1,8,2
d8cfb102-a450-467b-a574-5aab1cfda183,2025-03-27 20:30:04.974609+00:00,qwen,qwen2.5-72b-instruct,0,4467,317,5,6,1,7,4,2,3,8
9b50ca47-eba7-453e-a588-bf9587af666a,2025-03-27 20:30:13.038771+00:00,qwen,qwen2.5-72b-instruct,0,4467,317,5,1,7,4,2,3,8,6
09ba3554-b31b-4c3a-b078-1fd21b28c47b,2025-03-27 20:30:21.059691+00:00,qwen,qwen2.5-72b-instruct,0,4465,321,7,4,1,2,6,5,8,3
