cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,"P3. ""Policies that involve a moderate reduction in CO₂ emissions (e.g., reducing emissions by 25% to 50% over the next 10 years).""","P4. ""Policies that involve a radical reduction in CO₂ emissions (e.g., reducing emissions by 50% to 100% over the next 10 years).""",P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
5f476205-f59d-407b-b9b6-052fd5035187,2025-03-27 16:38:59.224632+00:00,qwen,qwen-turbo,0,3505,235,7,6,5,1,2,3,4
41d5d01d-b4bf-47b9-b38b-acd13de90d10,2025-03-27 16:39:03.949956+00:00,qwen,qwen-turbo,0,3505,238,7,3,4,5,1,6,2
445ff545-d5bf-4777-994f-69f84898140e,2025-03-27 19:26:24.374502+00:00,qwen,qwen-turbo,0,3505,244,2,7,3,4,5,6,1
2c981fd6-88b2-42e0-977e-b5073b0ccada,2025-03-27 19:26:29.166113+00:00,qwen,qwen-turbo,0,3505,233,6,7,5,2,1,4,3
6c072fd1-8c79-43d3-b93e-152663545c73,2025-03-27 19:26:33.873799+00:00,qwen,qwen-turbo,0,3503,232,3,5,6,7,2,4,1
639130eb-8cad-4863-8a10-48cc812e7d05,2025-03-27 19:26:38.804183+00:00,qwen,qwen-turbo,0,3503,232,3,7,6,5,1,2,4
e3c83216-220b-4753-801c-a522f7309324,2025-03-27 19:26:43.717672+00:00,qwen,qwen-turbo,0,3505,242,6,7,3,5,2,4,1
5a4152c4-e21b-446a-82f9-acfc06ae8dce,2025-03-27 19:26:48.559684+00:00,qwen,qwen-turbo,0,3503,228,6,7,3,2,1,5,4
99c04dbd-8edb-4a00-8ac0-4b068fba99d0,2025-03-27 19:26:53.343863+00:00,qwen,qwen-turbo,0,3503,237,7,6,2,5,1,4,3
fa9f3597-e34e-4673-be7a-9f24c5b5f354,2025-03-27 19:26:58.112522+00:00,qwen,qwen-turbo,0,3503,238,4,6,5,2,1,3,7
2c8c17bb-3161-4796-8d38-162ba1e540a5,2025-03-27 19:27:03.081561+00:00,qwen,qwen-turbo,0,3505,234,6,7,4,5,2,3,1
d567e756-4ae4-48d3-af02-ada92563f4af,2025-03-27 19:27:07.637692+00:00,qwen,qwen-turbo,0,3503,240,7,6,5,1,2,4,3
dc75400c-0415-4a8c-b08b-73697c060d23,2025-03-27 19:27:12.389105+00:00,qwen,qwen-turbo,0,3505,247,7,3,1,2,6,5,4
66e1ed41-d647-4307-8ab0-9cc75db5994d,2025-03-27 19:27:17.104798+00:00,qwen,qwen-turbo,0,3503,239,7,6,3,5,4,1,2
66e22526-2f4b-4d0c-a041-f4836330d9f4,2025-03-27 19:27:22.033728+00:00,qwen,qwen-turbo,0,3503,235,6,7,5,1,2,3,4
8388c4ee-6050-49e2-bc28-7a1c1d8e7e99,2025-03-27 19:27:27.110769+00:00,qwen,qwen-turbo,0,3505,263,6,7,5,4,3,1,2
17b27343-3f0e-4471-b87e-3a1bf6e78570,2025-03-27 19:27:35.620077+00:00,qwen,qwen-turbo,0,3503,236,5,7,3,1,2,6,4
0b652bba-6116-4b01-bcac-6503f1610332,2025-03-27 19:27:40.547353+00:00,qwen,qwen-turbo,0,3505,244,7,6,5,4,2,1,3
d090ec87-7353-4656-b847-73ab4e37a659,2025-03-27 19:27:45.869860+00:00,qwen,qwen-turbo,0,3505,241,6,7,2,4,5,1,3
6ffcf0b5-9585-4265-bcfb-baf5ea885af7,2025-03-27 19:27:50.993054+00:00,qwen,qwen-turbo,0,3505,230,5,7,4,2,1,6,3
bf622bd5-e84d-4040-8a1f-77defc5a2d7b,2025-03-27 19:27:55.638356+00:00,qwen,qwen-turbo,0,3505,239,6,7,4,1,5,2,3
1174165f-6116-494a-b0e4-67bbf671ac6a,2025-03-27 19:28:00.711799+00:00,qwen,qwen-turbo,0,3505,237,7,2,4,5,6,3,1
f381ea8e-e61c-4869-9c50-5ffc4b01caab,2025-03-27 19:28:05.529589+00:00,qwen,qwen-turbo,0,3505,234,7,3,1,5,4,2,6
45399972-b6f6-42eb-8811-383ffbb27d4c,2025-03-27 19:28:10.341201+00:00,qwen,qwen-turbo,0,3505,234,6,7,4,5,3,2,1
cae8c265-fc94-4763-bb71-f0b8358dba55,2025-03-27 19:28:15.118875+00:00,qwen,qwen-turbo,0,3505,230,3,7,4,5,6,2,1
4e1eae8e-3f57-436a-80ed-8a1037292e55,2025-03-27 19:28:19.880658+00:00,qwen,qwen-turbo,0,3503,240,7,6,4,5,2,1,3
42be59eb-9037-42fb-abf9-4cd42b0b955f,2025-03-27 19:28:28.780613+00:00,qwen,qwen-turbo,0,3503,233,4,6,5,3,7,2,1
6f0f3348-aada-44c5-b968-30673b17a099,2025-03-27 19:28:33.500007+00:00,qwen,qwen-turbo,0,3505,244,4,7,2,1,6,5,3
983c36d6-83a6-4f9d-84b0-6c27ab916d57,2025-03-27 19:28:38.817498+00:00,qwen,qwen-turbo,0,3505,237,7,4,1,3,5,6,2
c5ab91f8-df5a-480a-94a4-3b5e7b64e874,2025-03-27 20:03:01.504317+00:00,qwen,qwen-turbo,0,3505,237,7,5,4,1,2,3,6
