cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a moderate cut in CO2 emissions (at least 25% in over the next 10 years).,P4. Policies that involve a dramatic cut back in CO2 emissions (at least 50% in the next 10 years).,P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
b0c38d6f-df2e-480b-ab3d-c992e80d4cdd,2025-03-20 16:55:24.060237+00:00,mistralai,open-mistral-nemo,0,3375,231,7,6,4,5,1,2,3
78654f16-1330-4e5e-bb3f-4e758fa1d9d1,2025-03-20 16:55:30.787712+00:00,mistralai,open-mistral-nemo,0,3375,226,6,7,1,4,2,5,3
4bf43185-f761-4881-9009-6955eb3e28e8,2025-03-20 16:55:37.777071+00:00,mistralai,open-mistral-nemo,0,3375,218,6,7,5,2,1,4,3
86144ecf-d3d0-4ac5-b9e6-2779d1c62397,2025-03-20 16:55:44.456584+00:00,mistralai,open-mistral-nemo,0,3375,219,4,7,2,1,5,3,6
dfb089e1-6f77-4c60-9e34-2ff88981a70b,2025-03-20 16:55:55.045310+00:00,mistralai,open-mistral-nemo,0,3375,217,7,6,3,1,5,2,4
10a0386f-32e0-45bf-8b54-e8b9ab8d0ffd,2025-03-20 16:56:01.425708+00:00,mistralai,open-mistral-nemo,0,3375,226,7,4,3,2,6,5,1
1f8fe4c6-c04c-4b25-a937-921583987644,2025-03-20 16:56:07.904013+00:00,mistralai,open-mistral-nemo,0,3375,224,7,6,5,4,3,1,2
94d0d62d-7504-421b-bd8c-4a5c32b3236a,2025-04-02 16:15:11.807354+00:00,mistralai,open-mistral-nemo,0,3375,225,6,7,1,5,4,3,2
a16de86e-2a20-4bea-a540-ca49ade358e9,2025-04-02 16:15:15.499211+00:00,mistralai,open-mistral-nemo,0,3375,227,7,2,3,1,6,4,5
bc670d5a-52ac-4006-bc98-f6bc80d71d92,2025-04-02 16:15:20.789338+00:00,mistralai,open-mistral-nemo,0,3375,223,7,6,4,3,5,2,1
45d21d7b-6193-418f-84c8-c2abd87e4015,2025-04-02 16:15:24.795637+00:00,mistralai,open-mistral-nemo,0,3375,222,4,7,1,3,5,6,2
23d562de-d6a4-453d-be9b-2e5c1e5434ff,2025-04-02 16:15:28.697257+00:00,mistralai,open-mistral-nemo,0,3375,225,6,7,3,1,4,5,2
7e37b23e-223e-46f3-a5a7-ab834474c2d5,2025-04-02 16:15:32.063751+00:00,mistralai,open-mistral-nemo,0,3375,227,7,6,3,2,4,5,1
82782565-308a-4421-8273-4faae1c26e55,2025-04-02 16:15:37.168817+00:00,mistralai,open-mistral-nemo,0,3375,222,2,7,4,1,3,6,5
fd0e412d-ec0d-4ea1-9178-f7cf450f008f,2025-04-02 16:15:41.652561+00:00,mistralai,open-mistral-nemo,0,3375,220,7,6,5,4,2,1,3
f2021c18-0349-4361-97e5-b7f7d6f9f422,2025-04-02 16:15:45.342744+00:00,mistralai,open-mistral-nemo,0,3375,222,5,6,4,1,7,3,2
03368640-9e79-44d2-8686-218e9dd53d9f,2025-04-02 16:15:49.145124+00:00,mistralai,open-mistral-nemo,0,3375,222,3,7,2,5,6,4,1
