cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a moderate cut in CO2 emissions (at least 25% in over the next 10 years).,P4. Policies that involve a dramatic cut back in CO2 emissions (at least 50% in the next 10 years).,P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
d970a172-44f4-4c64-b96c-a428e907a99a,2025-04-02 10:34:33.577817+00:00,meta,llama3.3:70b,0,3354,198,7,6,4,5,2,1,3
43026281-f2a4-4652-96ce-4e38b5419d52,2025-04-02 10:34:48.534688+00:00,meta,llama3.3:70b,0,3354,199,7,6,4,1,3,2,5
1aa4259b-2428-429b-aa90-793cf8e2a34c,2025-04-02 11:56:42.063138+00:00,meta,llama3.3:70b,0,3354,199,7,6,2,1,5,4,3
bce975ef-d3f4-44bc-b135-d9ccbaab5b06,2025-04-02 11:57:06.059509+00:00,meta,llama3.3:70b,0,3354,200,6,7,4,5,3,1,2
04d995f0-8ba4-4b71-90c5-0e8aec560a55,2025-04-02 11:57:37.361956+00:00,meta,llama3.3:70b,0,3354,198,7,6,4,1,2,5,3
9e37aafd-b0d1-4641-a71d-60ea92bd70bc,2025-04-02 11:57:53.087773+00:00,meta,llama3.3:70b,0,3354,198,7,6,2,1,3,5,4
94223d0c-0c9c-4f17-886c-cbca685b38b9,2025-04-02 11:58:09.840177+00:00,meta,llama3.3:70b,0,3354,198,6,7,3,1,4,2,5
3ad9df1d-da0c-4a70-bd46-9768883fa0c4,2025-04-02 11:58:26.740059+00:00,meta,llama3.3:70b,0,3354,198,7,6,5,1,3,2,4
e96fb8ff-d0a9-42c5-8054-adaca989cc5a,2025-04-02 11:58:38.872730+00:00,meta,llama3.3:70b,0,3354,199,7,6,2,1,3,4,5
0eac1a54-b50d-459b-a838-ee088274f20f,2025-04-02 11:58:54.833271+00:00,meta,llama3.3:70b,0,3354,199,7,6,3,1,4,2,5
8a10a143-860b-4ba9-97aa-30764cd8b357,2025-04-02 11:59:10.259023+00:00,meta,llama3.3:70b,0,3354,199,6,7,5,1,2,4,3
3624dc40-bbd4-42f5-a5d4-5958120ced98,2025-04-02 11:59:22.642438+00:00,meta,llama3.3:70b,0,3354,198,7,6,3,2,5,4,1
5bfd11ec-741d-4f28-a6fe-2a524b554fdb,2025-04-02 11:59:35.868925+00:00,meta,llama3.3:70b,0,3354,199,6,7,5,1,2,3,4
9f540f33-57b1-46d6-8bd2-2b50035960cb,2025-04-02 11:59:51.515488+00:00,meta,llama3.3:70b,0,3354,196,6,7,5,1,3,2,4
d675477d-7f80-449b-8043-9eed8882d0d9,2025-04-02 12:00:01.092651+00:00,meta,llama3.3:70b,0,3354,199,7,6,5,4,2,3,1
62365afa-e890-4a0c-82f6-30dda6ae4633,2025-04-02 12:00:18.393717+00:00,meta,llama3.3:70b,0,3354,198,6,7,3,5,4,1,2
bbaffe8d-dd73-4718-b219-1076a609bacc,2025-04-02 12:00:33.755427+00:00,meta,llama3.3:70b,0,3354,198,6,7,5,4,1,2,3
ca726c28-ca46-4a6a-a4d8-702f10db9df4,2025-04-02 12:00:47.681426+00:00,meta,llama3.3:70b,0,3354,198,6,7,3,4,1,5,2
801e5a65-fda1-43e0-a472-eded1d0036a3,2025-04-02 12:01:00.433253+00:00,meta,llama3.3:70b,0,3354,199,7,2,6,1,3,4,5
40f7f6c2-5300-4020-8c0c-ecd7a65585de,2025-04-02 12:01:21.014381+00:00,meta,llama3.3:70b,0,3354,199,6,7,5,1,4,2,3
7cb0c474-4670-4ffb-b635-b83249ce03b5,2025-04-02 12:01:35.297991+00:00,meta,llama3.3:70b,0,3354,201,6,5,7,1,3,2,4
92f06e0c-ce2a-4198-90bf-e0bb67a614c1,2025-04-02 12:01:47.531804+00:00,meta,llama3.3:70b,0,3354,198,6,7,5,1,4,3,2
64367f87-e3a5-44a7-ac8d-2ef65cff9869,2025-04-02 12:02:07.455398+00:00,meta,llama3.3:70b,0,3354,199,6,7,2,1,5,4,3
82a3c96c-a283-472f-8a45-f306ad8adc15,2025-04-02 12:02:19.135015+00:00,meta,llama3.3:70b,0,3354,196,7,6,5,1,3,2,4
3507fe6f-0d6c-4245-b4a2-ad4cceedc03e,2025-04-02 12:02:30.843733+00:00,meta,llama3.3:70b,0,3354,200,6,7,2,1,4,3,5
5e6870dc-8e77-49bf-aed9-b32cbebfd4ae,2025-04-02 12:02:45.525177+00:00,meta,llama3.3:70b,0,3354,198,6,7,2,3,1,5,4
1ebb2deb-615c-466d-b507-197c081158f3,2025-04-02 12:02:54.517901+00:00,meta,llama3.3:70b,0,3354,199,7,6,4,1,3,5,2
54afa06d-4156-4eec-9b46-84c899357fd9,2025-04-02 12:03:08.006143+00:00,meta,llama3.3:70b,0,3354,200,7,6,5,4,3,2,1
701f1da0-dca4-41b9-988b-208102eadcaa,2025-04-02 12:03:21.975805+00:00,meta,llama3.3:70b,0,3354,198,7,6,4,1,5,3,2
db284cc7-a7e7-4c00-a1ea-efa586fa4ac4,2025-04-02 12:03:43.509162+00:00,meta,llama3.3:70b,0,3354,198,6,7,5,1,2,4,3
