cuid,date,provider,model,temperature,survey,type,prompt,response,input_tokens,output_tokens
7d4f68b7-cf51-4e67-8109-ba03d027973b,2025-03-26 08:01:02.188195+00:00,openai,gpt-4-0613,0,uppsala_speaks,considerations,"## Instructions:
- Rate each of the 42 [Considerations] below from 1 to 7, where 1 is strongly disagree and 7 is strongly agree.
- In your response, return an ordered list of 42 ratings as integers, one rating per line following the format in the [Example output].
- Your response must have exactly 42 lines in total.
- Do NOT include any additional text in your response.

## [Example output]:
1. 1
2. 4
3. 6
4. 3

## [Considerations]:
1. Street scene in Uppsala has changed for the worse since the beggars have come.
2. Sweden can not take responsibility for all the poor people in the world.
3. Many beggars are victims.
4. Beggars should not bring their children to Sweden but leave them at home so they can attend school.
5. EU migrants coming to Uppsala due to rumors of more support and shelter for the homeless.
6. The beggars trying to cheat me out of money by playing sick and poor even though they are not.
7. If we begin to help those who come here to beg for it will soon be even more.
8. We need to focus on giving them help in their homeland.
9. Before we assist foreign beggars, we must take care of our own Swedish homeless.
10. The beggars have it good here in Sweden and would rather live here. 
11. Home countries Romania and Bulgaria have a responsibility to improve the situation of their minority population.
12. Beggars can get away with things that you and I would not get away with.
13. The migrant beggars are eating way the Swedish welfare state
14. They should look for jobs instead of begging.
15. Beggars have the same values as us and therefore we have an obligation to help them with school, work, housing and food.
16. Politicians in Uppsala take no responsibility for the beggars.
17. We should take in more refugees in Sweden.
18. I have no responsibility for helping the begging Roma in Sweden.
19. It is our establishment which invites them to beg and take part of our social safety net.
20. The EU is responsible to handle the situation involving EU citizens crossing borders to beg.
21. The EU is powerless against Romania's shameless treatment of the Roma minority.
22. It's good to give money to the beggars
23. We must improve the beggars conditions when they are in Sweden.
24. The emergence of ""parallel societies"" and ""slums"" in Uppsala, is not acceptable.
25. The municipality is responsible for helping the begging EU citizens in Sweden.
26. Allowing street begging in some EU countries, including Sweden, does not facilitate Romania's efforts to achieve social inclusion and enhancing employability
27. Begging EU Citizens really want to go back to their country and not live in Sweden.
28. It is not OK to break Swedish law just because the offenders are poor.
29. Our tax money should go to the Swedes not to foreign beggars.
30. Begging on the streets of Uppsala is organized with connections to the criminal mafia.
31. I feel guilty that I have it good when I see a beggar.
32. Why don't we just treat the beggars the same as we do refugees? They are in the same situation.
33. Begging is caused by poverty and discrimination of minority groups in certain EU countries.
34. We can not help so much that we are sending the wrong signals.
35. I feel helpless when I see a beggar.
36. Beggars are victims of poverty in their home countries.
37.  Romania is failing to take responsibility for the Roma population.
38. Tourism in Sweden is damaged when the image of a clean and safe country no longer proves correct.
39. We should try the beggars to find other ways to help themselves.
40. There are too many beggars on the streets of Uppsala.
41. There is no ultimate responsibility for begging EU citizens.
42. The Swedish state is responsible for helping the begging Roma in Sweden.","1. 3
2. 5
3. 6
4. 5
5. 4
6. 2
7. 4
8. 6
9. 5
10. 3
11. 7
12. 2
13. 3
14. 5
15. 4
16. 4
17. 5
18. 2
19. 3
20. 6
21. 7
22. 4
23. 5
24. 6
25. 5
26. 6
27. 4
28. 7
29. 4
30. 3
31. 4
32. 5
33. 6
34. 4
35. 5
36. 6
37. 7
38. 3
39. 5
40. 4
41. 3
42. 5",861,210
7d4f68b7-cf51-4e67-8109-ba03d027973b,2025-03-26 08:01:02.188195+00:00,openai,gpt-4-0613,0,uppsala_speaks,policies,"## Instructions:
- Based on your previous ratings, rank the 7 [Policies] listed below from 1 to 7, where 1 represents the option you support the most and 7 the option you support the least.
- In your response, return an ordered list of 7 ranks as integers, one rank per line following the format in the [Example output].
- Your response must have exactly 7 lines in total.
- Do NOT include any additional text in your response.

## [Example output]:
1. 4
2. 1
3. 3
4. 2

## [Policies]:
1. Forbid giving money to beggars
2. Provide accommodation for beggars (more)
3. Ban Illegal Settlements
4. Enforce existing laws without special consideration for beggars
5. Ban Begging within Sweden
6. Focus resources on addressing the the problem in source countries such as Romania
7. Deport any immigrants found begging on the streets who have stayed in Sweden longer than three months","1. 5
2. 2
3. 4
4. 3
5. 6
6. 1
7. 7",1291,35
7d4f68b7-cf51-4e67-8109-ba03d027973b,2025-03-26 08:01:02.188195+00:00,openai,gpt-4-0613,0,uppsala_speaks,reasons,"## Instructions:
- In a single line, explain your ratings above within 100 characters or less.
- Do not include any additional formatting, such as bullets or special characters.
- Do not include more than one space in a row.
",I believe in addressing the root cause in source countries and providing local support.,1380,16
320c1ee0-2256-4b3b-ac60-ef470d88752f,2025-03-26 08:01:17.117687+00:00,openai,gpt-4-0613,0,fnqcj,considerations,"## Instructions:
- Rate each of the 42 [Considerations] below from 1 to 12, where 1 is strongly disagree and 12 is strongly agree.
- In your response, return an ordered list of 42 ratings as integers, one rating per line following the format in the [Example output].
- Your response must have exactly 42 lines in total.
- Do NOT include any additional text in your response.

## [Example output]:
1. 1
2. 4
3. 6
4. 3

## [Considerations]:
1. Let's fix the problems in the Daintree just for now. The future will take care of itself.
2. I don't like how development is creeping further and further North into the Daintree and beyond because of its effect on the environment.
3. I would be worse off if more of the Daintree rainforest is protected.
4. The more that it is possible for the average North Queensland resident can access the Bloomfield Track the better
5. I don't know what the people of Bloomfield think about the Bloomfield Track.
6. The Wujal Wujal Community is better off now that the Bloomfield Track has been built.
7. I don't know how, but I think that there must be some way in which everybody benefits from protecting the rainforest near the Bloomfield Track.
8. No development should be permitted in World Heritage areas such as the Daintree.
9. Laying bitumen on the Bloomfield Track would be beneficial for the environment
10. If future generations could have their say about the Bloomfield track, they would be less concerned about the environmental impacts than many people make out.
11. Erosion from the Bloomfield Track does not cause siltation or damage to the fringing inshore reefs between Cape Tribulation and Cooktown
12. Erosion from the Bloomfield Track is permanently damaging the coral reefs that fringe the beaches below
13. If the Bloomfield Track is sealed (bitumenized) there will not be a rapid increase in environmentally damaging development in the Daintree area in the future It may even benefit the environment there.
14. I'm concerned that I will be made worse off by any decision about the Bloomfield Track.
15. We don't need to worry too much about environmental damage in the Daintree region because future generations will be better able to deal with these problems than we are.
16. Whilst impacts on locals in the Bloomfield area are a concern, it is the broader community that should carry more weight when deciding what to do with the Bloomfield Track.
17. Economic development associated with the Bloomfield Track will provide more opportunities for future generations in North Queensland.
18. In deciding on what to do with the Bloomfield Track I don't know whether it's more important to meet the needs of the community or the environment.
19. Any decision about the Bloomfield Track will greatly affect people like me.
20. The Bloomfield Track is important because it allows quick access to remote areas of the North.
21. The Bloomfield Track issue is important for Queensland.
22. The road is just the 'thin edge of the wedge'. This may not happen for a long time, but it will happen.
23. When it comes to the Bloomfield Track, it's not important to worry about what the future will hold
24. The fate of the Bloomfield Track is of no concern to me.
25. I think that both short and long term perspectives are needed in deciding what should be done with the Bloomfield Track, but I don't know which one is more important.
26. If we don't take steps to protect the Daintree Rainforest future generations will miss out on the opportunity to experience the area as we do now.
27. Everyone in Queensland is better off for having a road like the Bloomfield Track.
28. The future of the Bloomfield Track should be determined by everyone and not just by those who live in the Bloomfield area.
29. I don't know if improving the Bloomfield Track would lead to a rapid acceleration of development in the area to the detriment of the environment.
30. I don't really know who benefits most from the protection of Rainforest in the Daintree.
31. The most important use of the Bloomfield Track is for tourism.
32. There is no reason to believe that the Daintree Rainforest is under threat.
33. The Bloomfield Track may not have been the best idea, but I guess there is probably little point in closing it now that it has been built.
34. The coral reefs along the foreshore below the Bloomfield Track are not badly affected by the road.
35. Conservation in the Daintree area is worthwhile at whatever cost.
36. Using cars on the Bloomfield Track is bad for the rainforest.
37. I'm not sure if the future of the Bloomfield Track should be determined by locals, outsiders or both.
38. A long term perspective on the Bloomfield Track is essential.
39. The protection of plants and animals in the Daintree is OK so long as it doesn't affect me.
40. Native animals in the Daintree need protection because they have a right to life which cannot be traded against economic considerations.
41. I have no idea what the people in the Bloomfield area think about the Bloomfield Track.
42. When it comes to the Bloomfield track, people living in Cairns are in no position to judge what the interests of the local residents of Bloomfield are.","1. 4
2. 10
3. 3
4. 7
5. 5
6. 6
7. 8
8. 11
9. 2
10. 3
11. 2
12. 10
13. 3
14. 4
15. 2
16. 9
17. 6
18. 5
19. 4
20. 7
21. 8
22. 9
23. 2
24. 3
25. 7
26. 11
27. 6
28. 10
29. 5
30. 5
31. 7
32. 2
33. 6
34. 3
35. 10
36. 9
37. 5
38. 11
39. 3
40. 12
41. 5
42. 8",1147,210
320c1ee0-2256-4b3b-ac60-ef470d88752f,2025-03-26 08:01:17.117687+00:00,openai,gpt-4-0613,0,fnqcj,policies,"## Instructions:
- Based on your previous ratings, rank the 5 [Policies] listed below from 1 to 5, where 1 represents the option you support the most and 5 the option you support the least.
- In your response, return an ordered list of 5 ranks as integers, one rank per line following the format in the [Example output].
- Your response must have exactly 5 lines in total.
- Do NOT include any additional text in your response.

## [Example output]:
1. 4
2. 1
3. 3
4. 2

## [Policies]:
1. Stabilize specific trouble spots, such as steep slopes, on the road but leave it as a 4WD track.
2. Upgrade the road, to a dirt road suitable for conventional vehicles.
3. Close the road and rehabilitate it.
4. Upgrade the track to a bitumen road.
5. Maintain the road in its current condition as a 4WD track.","1. 3
2. 1
3. 2
4. 5
5. 4",1572,25
320c1ee0-2256-4b3b-ac60-ef470d88752f,2025-03-26 08:01:17.117687+00:00,openai,gpt-4-0613,0,fnqcj,reasons,"## Instructions:
- In a single line, explain your ratings above within 100 characters or less.
- Do not include any additional formatting, such as bullets or special characters.
- Do not include more than one space in a row.
","I prioritized environmental protection and minimal impact, hence the preference for road closure.",1651,17
710a0000-0601-441f-bd05-ddb941b0d11e,2025-03-26 08:01:31.135959+00:00,openai,gpt-4-0613,0,acp,considerations,"## Instructions:
- Rate each of the 48 [Considerations] below from 1 to 11, where 1 is strongly disagree and 11 is strongly agree.
- In your response, return an ordered list of 48 ratings as integers, one rating per line following the format in the [Example output].
- Your response must have exactly 48 lines in total.
- Do NOT include any additional text in your response.

## [Example output]:
1. 1
2. 4
3. 6
4. 3

## [Considerations]:
1. We suffer a Parliamentary Democracy and an archaic and conflict oriented, ""two party system"" where one of two main parties will manipulate us for the next few years. 
2. It would be a great thing if voters could vote on specific issues, not only on a whole party program at election time.
3. Our political system's strength is that it can change to meet changing circumstances.
4. Democracy means that all policy is exposed to open discussion and debate in a public political space of all citizens before being put to a transparent, accountable vote.
5. We live in a great democracy.
6. I don't know too much about democracy. I feel ridiculous voting.
7. Our community and nation should invoke a spirit that you are important, that you do have a way of influencing things.
8. There is a lot of consultation by govt – but who is listening?  And what power do they have to make changes?
9. Too few people have a lot of sway in the system.  Corporate lobbyists, vested interests, pork barrelling and contributions to political parties are all problematic.
10. We are a democratic country.
11. I don't think there's anything wrong with people voting for their self-interest.
12. The fundamental dynamic of Australian society is that it is one of evolution, not revolution.
13. The people we elect are loyal not to we dumb bunnies who elected them, but the agenda and dogma of their party. 
14. You don't have to wait three years to say 'I'm not happy with the job you did.' You can apply pressure, and enough people writing to the local member can turn the situation around.
15. If you want your vote to count for anything, then you need to not vote in ignorance, you need to know something about what you're being offered.
16. I don't think we have a lot of input into legislation and a lot of things that are important.
17. Proportional Representation also forces parties to coalesce and moderates out the extreme political views. 
18. Governments can talk a great game about 'democracy'. They fall down, in practice, because they cannot accept any sharing of the power to influence decisions with those who might have different motives and ideas.
19. The true function of government is to maintain peace and justice. This does not include interfering in private transactions of its electors.
20. The only time we are all equal is when we vote in the ballot box.
21. Free markets work because individual people, cooperating peacefully and voluntarily through markets, can achieve much that politicians and bureaucrats cannot achieve using compulsion and direction.
22. Not voting is a form of expression. It's a way of telling parties that no one is offering policies that appeal to you.
23. Republicanism is a smokescreen for democratic treachery, incompetence and lunacy.
24. The last thing we need is a Canberra 'Big Brother' telling us what we should read and hear.
25. In the Senate there should be elected representatives who are not from the major parties but from smaller interest groups.
26. I'm always cynical about government processes.
27. Sometimes I get a bit worried that there's a lot of small minority groups that tend to get a lot of the say
28. People get the government they deserve
29. We as individuals have a right, that's what democracy means to me
30. There's a dollar democracy that runs through our supposed democracy.
31. Concluding that some races/cultures are better than others must be avoided.
32. A lot of people may be politically ignorant, but they believe what they see and hear on television, and that makes them vote the way they do. They have been brainwashed by the clever advertising people.
33. I don't want to be in a place where only a minority's viewpoint gets the right to say what's going to happen.
34. In Australia the rich have virtually unlimited access to the legal system and the capacity to use it to achieve their own ends.
35. We should strengthen protections of the free press in order to facilitate a more open and publicly accountable government. 
36. Until women are equally represented in Australian parliaments, we will not have a genuine representative democracy.
37. Democracy is a term which has lost much of its original meaning.
38. Democracy means we, the people, are responsible for what government does, or fails to do.
39. Our government is attempting to mould our society to the needs of a profit-oriented market
40. Low female participation rates compound the domination of the public realm by males.
41. We should not be afraid of disagreement. Indeed, an important feature of a liberal democracy is respect for conflicting ideas; difference is part of the human condition. 
42. People are quite capable of processing and thinking about the vast majority of issues facing our society but as long as we are subjected to 'news lite' the level of political debate will remain facile. 
43. If Australia is to recover from the horrible mess we are in at present, we will need leaders of high principles, who will govern with honesty, justice, and righteousness, fearlessly putting into practice the principles of the Bible.
44. There is no real difference in ideological terms between the major parties and preference distributions are problematic.
45. I suppose we do have an upper class and a lower class.
46. The true believers are about decency in life, about a capacity to debate the issues and to receive different views.
47. The party system is the main obstruction to accountable politics.
48. The political system is remote and closed and the connection with elected representatives is difficult, they are often faceless.","1. 4
2. 9
3. 7
4. 10
5. 6
6. 2
7. 8
8. 5
9. 3
10. 7
11. 6
12. 8
13. 3
14. 7
15. 9
16. 4
17. 8
18. 3
19. 5
20. 10
21. 6
22. 5
23. 2
24. 4
25. 7
26. 4
27. 5
28. 6
29. 10
30. 3
31. 11
32. 4
33. 5
34. 3
35. 10
36. 9
37. 5
38. 8
39. 4
40. 7
41. 10
42. 6
43. 2
44. 4
45. 5
46. 8
47. 3
48. 4",1282,240
710a0000-0601-441f-bd05-ddb941b0d11e,2025-03-26 08:01:31.135959+00:00,openai,gpt-4-0613,0,acp,policies,"## Instructions:
- Based on your previous ratings, rank the 5 [Policies] listed below from 1 to 5, where 1 represents the option you support the most and 5 the option you support the least.
- In your response, return an ordered list of 5 ranks as integers, one rank per line following the format in the [Example output].
- Your response must have exactly 5 lines in total.
- Do NOT include any additional text in your response.

## [Example output]:
1. 4
2. 1
3. 3
4. 2

## [Policies]:
1. Government with strong leaders and legislation that ensures that proper moral principles are observed in society.
2. A government with constitutional rules specifying its main task is to ensure that economic markets work well, and that government intervenes as little in society beyond that
3. The kind of government that we have, with no major changes
4. Government that abolishes all policies that give special benefits to minority groups, and instead ensures equal influence for all Australians
5. Government with guaranteed involvement by all social groups, especially those representing disadvantaged minorities, in policy making","1. 2
2. 5
3. 3
4. 1
5. 4",1769,25
710a0000-0601-441f-bd05-ddb941b0d11e,2025-03-26 08:01:31.135959+00:00,openai,gpt-4-0613,0,acp,reasons,"## Instructions:
- In a single line, explain your ratings above within 100 characters or less.
- Do not include any additional formatting, such as bullets or special characters.
- Do not include more than one space in a row.
","I value economic freedom, social inclusion, and status quo over moral imposition and equality erasure.",1848,20
78facf53-67d1-44ea-bc2f-e9fdf4a54d45,2025-03-26 08:01:46.265017+00:00,openai,gpt-4-0613,0,ccps,considerations,"## Instructions:
- Rate each of the 33 [Considerations] below from 1 to 11, where 1 is strongly disagree and 11 is strongly agree.
- In your response, return an ordered list of 33 ratings as integers, one rating per line following the format in the [Example output].
- Your response must have exactly 33 lines in total.
- Do NOT include any additional text in your response.

## [Example output]:
1. 1
2. 4
3. 6
4. 3

## [Considerations]:
1. I care about the planet.
2. Failure to address climate change is the fault of political leaders.
3. When I read in the paper that climate change is not true, I start to have doubts about whether it is changing.
4. I'm not concerned enough to do anything drastic about this, such as participate in political action.
5. The fate of the planet is too important to be left to market forces.
6. It is already too late to do anything, as any action to stop climate change will take a long time to take effect.
7. Australia's emissions are tiny, so it's not up to us to act.
8. More educational programmes are needed to increase public awareness about climate change.
9. If Australia reduces greenhouse gases it won't make a difference. That will just shift Australian jobs to other countries. 
10. Australia does not owe it to the rest of the world to reduce emissions and suffer economically.
11. I don't trust what I hear about climate change from government.
12. Climate change will not be a problem because there will be technological solutions available.
13. There is not enough information to definitively say that climate change is real.
14. The response to  climate change is not going to be positive.  The same mistakes will keep happening.
15. Governments should take a far greater role in preparing towns and cities to adapt to the impacts of climate change.
16. We should pay for greenhouse emissions.
17. There's not much point in me doing anything to fix this. No-one else is going to.
18. It is unfair that we are going to leave the climate in a mess for future generations.
19. I want to do something, but it is too big and too hard.
20. This is so depressing and is so out of our control.
21. I believe that the difference we can have as an individual, in Australia, is so minimal that our actions are worthless.
22. We can adapt to the coming changes.
23. I think it is safe to say climate change is here.
24. Australia is particularly vulnerable to climate change, and it is in our interest to help find an effective global solution.
25. Doing something to reduce emissions feels a bit hopeless but I just want to feel that I'm doing the most I can.
26. Climate variation is normal, so why should this be a problem?
27. I'm not going to do anything to address climate change because it is not a major issue.
28. It's difficult to trust what comes out in the media on the issue of climate change.
29. I don't trust what scientists say about climate change.
30. I don't know what to do. I'm very concerned and would like to do something, but I don't have a realistic shortlist of things that would really make a difference.
31. We need laws addressing climate change because people are not going to volunteer to change.
32. We need strong political leadership to do something about climate change.
33. It is clear that we are already entering the zone of dangerous climate change.","1. 11
2. 9
3. 2
4. 3
5. 10
6. 4
7. 2
8. 11
9. 3
10. 2
11. 8
12. 4
13. 1
14. 7
15. 11
16. 9
17. 3
18. 11
19. 6
20. 5
21. 3
22. 7
23. 11
24. 10
25. 8
26. 2
27. 1
28. 7
29. 2
30. 8
31. 10
32. 11
33. 10",749,165
