cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a moderate cut in CO2 emissions (at least 25% in over the next 10 years).,P4. Policies that involve a dramatic cut back in CO2 emissions (at least 50% in the next 10 years).,P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
e1c586b8-ed26-40ff-be0f-b13aa89d189a,2025-03-20 14:10:42.011830+00:00,mistralai,mistral-large-latest,0,3787,258,7,6,3,2,4,5,1
596cd1f8-b181-4739-9e40-4bbd4f1ba81e,2025-03-20 14:10:49.998833+00:00,mistralai,mistral-large-latest,0,3787,242,6,7,3,2,5,1,4
24e9707f-2e41-4c44-ac3b-b9821618f0fe,2025-03-20 14:10:57.957935+00:00,mistralai,mistral-large-latest,0,3787,246,6,7,3,5,1,2,4
356eeb80-7bf8-4b8d-97d6-f53a1acc7143,2025-03-20 14:11:08.906954+00:00,mistralai,mistral-large-latest,0,3787,243,7,6,4,2,1,3,5
4f600ed4-23c6-4481-b049-786db2648636,2025-03-20 14:11:16.379832+00:00,mistralai,mistral-large-latest,0,3787,255,7,6,4,5,2,3,1
018f82ef-0741-400f-9139-ff791959848b,2025-03-20 14:33:18.455403+00:00,mistralai,mistral-large-latest,0,3787,245,6,7,4,1,5,2,3
f861a0b2-65af-4588-a316-41fb9b0a82d3,2025-03-20 14:33:28.496267+00:00,mistralai,mistral-large-latest,0,3787,248,7,6,4,1,2,3,5
23743253-6cee-4826-8fd7-e59c12fcf339,2025-03-20 14:33:38.046169+00:00,mistralai,mistral-large-latest,0,3787,252,6,7,4,1,2,5,3
64a39d8c-6038-4c84-ae26-4ca38b56400b,2025-03-20 14:33:49.283003+00:00,mistralai,mistral-large-latest,0,3787,248,7,6,5,1,4,2,3
6d431548-7389-4b92-9fe6-76d86d918417,2025-03-20 14:33:59.970647+00:00,mistralai,mistral-large-latest,0,3787,255,6,7,5,4,2,3,1
c0515a53-957d-4e20-acd6-1c1bdb363471,2025-03-20 14:34:09.781414+00:00,mistralai,mistral-large-latest,0,3787,252,7,6,4,1,3,5,2
