cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Wind,P2. Biomass,P3. Coal with CO2 Burial,P4. Hydroelectric,P5. Natural Gas,P6. Geothermal Energy,P7. Solar Energy,P8. Nuclear Energy,P9. Coal
2693b9d2-1fe5-4b74-acda-aeb9f87e21c4,2025-04-08 14:54:37.674254+00:00,openai,gpt-4.5-preview,0,4523,290,2,9,5,7,4,3,1,6,8
cc7e3062-9ee3-40ea-8ae0-7dcc78146d68,2025-04-08 14:55:14.168539+00:00,openai,gpt-4.5-preview,0,4523,288,2,7,4,3,6,1,8,5,9
5e04a9a8-a852-4cf2-8c7c-2089b2b932e5,2025-04-08 14:55:53.840436+00:00,openai,gpt-4.5-preview,0,4523,288,8,2,7,4,6,3,1,5,9
6336cb5e-c30a-4bf1-a0a6-210f6c73752a,2025-04-08 14:56:30.339916+00:00,openai,gpt-4.5-preview,0,4523,289,2,4,7,5,6,3,1,8,9
5c98abcb-ab6b-4265-aa7f-54297ef33c35,2025-04-08 14:57:12.416611+00:00,openai,gpt-4.5-preview,0,4523,287,7,8,1,2,3,4,6,5,9
5757b245-bab2-459f-bdab-9d1323680534,2025-04-10 08:13:33.763150+00:00,openai,gpt-4.5-preview,0,4523,288,2,9,6,3,5,4,1,7,8
d2a672ef-297a-47c8-8333-c9ecde488973,2025-04-10 08:13:52.702988+00:00,openai,gpt-4.5-preview,0,4523,288,1,2,4,3,6,9,8,5,7
372e2ef8-0e98-418f-bdc4-40d156f56216,2025-04-10 08:14:11.010840+00:00,openai,gpt-4.5-preview,0,4523,288,8,2,7,4,5,3,1,6,9
341a1641-986a-4023-9f9e-1bef42cb0c12,2025-04-10 08:14:29.470709+00:00,openai,gpt-4.5-preview,0,4523,290,2,4,7,5,6,3,1,8,9
3afdfbc4-b067-4be4-9cba-6dde38827d69,2025-04-10 08:14:47.711495+00:00,openai,gpt-4.5-preview,0,4523,289,7,8,1,3,6,4,2,5,9
