cuid,created_at,provider,model,temperature,input_tokens,output_tokens,"P1. The kind of government that we have, with no major changes","P2. Government with guaranteed involvement by all social groups, especially those representing disadvantaged minorities, in policy making","P3. A government with constitutional rules specifying its main task is to ensure that economic markets work well, and that government intervenes as little in society beyond that",P4. Government with strong leaders and legislation that ensures that proper moral principles are observed in society.,"P5. Government that abolishes all policies that give special benefits to minority groups, and instead ensures equal influence for all Australians"
31cb4d85-43ba-4b7d-baef-fde3a5c06b01,2025-04-03 11:29:29.844157+00:00,google,gemma3:12b,0,0,0,2,4,1,5,3
91d379d8-bee1-4780-9ee6-24c2061d15f1,2025-04-03 11:30:03.458986+00:00,google,gemma3:12b,0,0,0,2,3,1,5,4
76c174ee-2b1f-495d-8aa7-c004ad20a35c,2025-04-03 11:30:36.740932+00:00,google,gemma3:12b,0,0,0,1,3,2,5,4
5d6f0f80-77bd-4c25-9a05-5f638d7b7ade,2025-04-03 11:31:09.711139+00:00,google,gemma3:12b,0,0,0,1,3,5,2,4
616d8e6b-df2c-4180-9c9b-4d758c798724,2025-04-03 11:31:42.306332+00:00,google,gemma3:12b,0,0,0,5,1,2,4,3
9583ce74-c23a-48c3-bee3-e0349a017406,2025-04-03 11:32:15.548484+00:00,google,gemma3:12b,0,0,0,1,2,3,4,5
16805ea3-4c33-4f5e-8082-0ae69d5cb9b7,2025-04-03 11:32:48.755816+00:00,google,gemma3:12b,0,0,0,2,1,4,3,5
5f88fc0a-6231-4ce2-a939-7484ac5ed629,2025-04-03 11:33:21.090382+00:00,google,gemma3:12b,0,0,0,1,4,2,3,5
cae5e457-ba17-4330-b8ee-f0fe3f9ec432,2025-04-03 11:33:53.915594+00:00,google,gemma3:12b,0,0,0,4,3,1,5,2
9c475ab3-14b1-4335-9afd-24b5d60b8ff9,2025-04-03 11:34:26.710703+00:00,google,gemma3:12b,0,0,0,1,2,3,4,5
1ceaadc2-c610-463a-97bc-bbce7c670222,2025-04-03 13:10:55.074377+00:00,google,gemma3:12b,0,0,0,2,1,4,5,3
43f13a52-3ded-4e9e-a36b-cd2a10012bed,2025-04-03 13:11:28.425672+00:00,google,gemma3:12b,0,0,0,3,2,1,5,4
13a9f753-3c34-4be8-912c-dc5cb7dc1dd7,2025-04-03 13:12:01.109214+00:00,google,gemma3:12b,0,0,0,1,2,3,5,4
07b92c1c-f8ca-45e9-b0d4-3c924b8e6e93,2025-04-03 13:12:33.762407+00:00,google,gemma3:12b,0,0,0,1,4,5,3,2
e7deebb0-985b-4d5b-bf56-347a6152836c,2025-04-03 13:13:06.760767+00:00,google,gemma3:12b,0,0,0,3,1,4,5,2
b5c15dd1-afd0-43e5-a8ce-bc33d4d3ea3d,2025-04-03 13:13:39.421408+00:00,google,gemma3:12b,0,0,0,1,3,2,5,4
b4df0691-e98d-4ddf-802f-fa43de322d55,2025-04-03 13:14:12.384783+00:00,google,gemma3:12b,0,0,0,3,2,1,5,4
11ff21db-ddc8-4d61-802c-363010b999c3,2025-04-03 13:14:44.846273+00:00,google,gemma3:12b,0,0,0,1,5,3,4,2
19dcb582-d401-47d9-afd6-fd1a93a5660b,2025-04-03 13:15:17.893470+00:00,google,gemma3:12b,0,0,0,2,4,1,5,3
2bf0fc74-6f84-486b-8064-d962809a7bdb,2025-04-03 13:15:52.149517+00:00,google,gemma3:12b,0,0,0,1,2,4,3,5
886bbcf4-5442-4854-bacb-74e8455bb1d5,2025-04-03 13:16:25.334756+00:00,google,gemma3:12b,0,0,0,1,5,3,4,2
dfe2e175-ba2a-4be5-9e49-9e9b662d00f2,2025-04-03 13:16:57.966629+00:00,google,gemma3:12b,0,0,0,1,2,3,4,5
135c6ae1-fb1d-4bd5-b230-631b22488e8d,2025-04-03 13:17:30.919885+00:00,google,gemma3:12b,0,0,0,1,2,5,3,4
611f6e85-c4b7-4112-98ea-ee816e824df2,2025-04-03 13:18:04.444335+00:00,google,gemma3:12b,0,0,0,2,3,1,5,4
9cb51a28-fcf3-4349-aa29-59de5972493b,2025-04-03 13:18:37.154020+00:00,google,gemma3:12b,0,0,0,3,1,4,2,5
a3a5b319-429f-4006-8c6f-459b90d549ba,2025-04-03 13:19:09.730771+00:00,google,gemma3:12b,0,0,0,2,4,1,5,3
018f759e-7558-4183-8c86-c70374359ab3,2025-04-03 13:20:16.930517+00:00,google,gemma3:12b,0,0,0,2,5,1,4,3
0e614176-76de-4ab1-9185-9aff10e30bde,2025-04-03 13:20:50.550096+00:00,google,gemma3:12b,0,0,0,1,3,2,5,4
d9e792c2-dae4-4578-ba24-1fb0824d887b,2025-04-03 13:21:23.694686+00:00,google,gemma3:12b,0,0,0,2,4,1,5,3
88e1142e-e63d-4b88-9907-d9a94f199aba,2025-04-03 13:21:56.234126+00:00,google,gemma3:12b,0,0,0,3,4,2,5,1
942fea45-7f3a-4fe8-85bf-2461e96ec8ee,2025-04-03 13:22:30.686621+00:00,google,gemma3:12b,0,0,0,3,5,1,4,2
