cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a dramatic cut back in CO2 emissions (by 50% in the next 10 years).,P4. Policies that involve a moderate cut in CO2 emissions (by 25% in over the next 10 years).,"P5. Adaptation policies and expenditure (e.g. coastal protection, water desalinisation, improving infrastructure etc). Planning controls and emergency response programs.","P6. Adaptation policies that target individual, small business or community-based actions (eg support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change. 
c1626b33-2266-4742-b5ca-66cf3f644008,2025-03-27 16:55:51.332328+00:00,qwen,qwen-plus,0,3442,253,6,7,5,2,4,3,1
f6f6f700-3144-4ec1-824a-64d5216fab92,2025-03-27 16:56:00.091051+00:00,qwen,qwen-plus,0,3438,249,6,7,2,5,3,4,1
8fc7373c-5537-45a2-8544-a54081cca8fe,2025-03-27 20:20:14.858903+00:00,qwen,qwen-plus,0,3436,250,6,7,5,3,4,2,1
44636786-6514-4fc5-8d66-55be07f11f4d,2025-03-27 20:20:23.968357+00:00,qwen,qwen-plus,0,3432,247,7,6,1,3,2,4,5
5b4e9c0e-7632-4199-99c6-cd098b805c0c,2025-03-27 20:20:32.854338+00:00,qwen,qwen-plus,0,3432,250,7,6,1,4,2,5,3
f8d356c4-f1d5-47c4-8054-b6ebfb254851,2025-03-27 20:20:41.876002+00:00,qwen,qwen-plus,0,3432,247,7,6,2,5,4,3,1
d63b9867-d65a-4e17-9342-4e93c7a3cddf,2025-03-27 20:20:50.681162+00:00,qwen,qwen-plus,0,3434,246,7,6,1,2,5,4,3
6edca7e8-190f-48c3-ae19-07c5bb6f6ed8,2025-03-27 20:20:59.487919+00:00,qwen,qwen-plus,0,3440,252,7,6,2,1,3,4,5
5d74aec2-4baa-4751-a56a-7dcb67356563,2025-03-27 20:21:08.603873+00:00,qwen,qwen-plus,0,3432,249,6,5,1,2,3,4,7
7b584113-9162-46fa-aacc-ec21eb09fda3,2025-03-27 20:21:17.712285+00:00,qwen,qwen-plus,0,3432,247,7,5,2,1,3,6,4
7a6d530d-ef3e-425c-bd7d-04ee7482a3da,2025-03-27 20:21:27.036242+00:00,qwen,qwen-plus,0,3428,246,7,6,2,3,5,4,1
9a00dcaf-fdd4-4921-8c42-9e6e133e2392,2025-03-27 20:21:36.035739+00:00,qwen,qwen-plus,0,3436,246,7,3,1,5,6,4,2
2ca6a2d8-79c8-4b04-9f87-5211ee5cfc97,2025-03-27 20:21:44.850926+00:00,qwen,qwen-plus,0,3442,251,7,6,5,2,4,3,1
d5777a94-75c2-4d43-ac3d-56aa52db23a2,2025-03-27 20:21:53.449824+00:00,qwen,qwen-plus,0,3434,250,6,7,2,5,4,3,1
75ce314d-cb93-485f-8a15-9a388b90338a,2025-03-27 20:22:02.053976+00:00,qwen,qwen-plus,0,3440,255,7,6,2,3,5,4,1
1eafbe82-a103-4d30-842a-43e0b960929b,2025-03-27 20:22:11.017342+00:00,qwen,qwen-plus,0,3438,254,6,7,1,4,5,3,2
938057c3-96d2-44a7-a53a-7b71cb2fbb64,2025-03-27 20:22:19.972465+00:00,qwen,qwen-plus,0,3428,243,6,7,2,3,1,4,5
884572b4-711f-4de3-b9e4-026d7ab86958,2025-03-27 20:22:28.203977+00:00,qwen,qwen-plus,0,3434,249,7,6,5,4,1,2,3
54b9a1e5-9cce-480b-9c06-58f636046a74,2025-03-27 20:22:37.075245+00:00,qwen,qwen-plus,0,3424,242,6,7,1,5,4,2,3
a23aca39-1e3c-4ce8-abff-8464222c56b0,2025-03-27 20:22:45.581103+00:00,qwen,qwen-plus,0,3438,254,6,7,1,5,2,4,3
1b49860e-c9a6-4009-9512-168e064622d4,2025-03-27 20:22:54.481007+00:00,qwen,qwen-plus,0,3432,251,6,7,2,4,3,1,5
8f2c8dac-d268-46ef-9546-5bf23a3304fc,2025-03-27 20:23:03.682196+00:00,qwen,qwen-plus,0,3436,250,7,6,2,5,4,3,1
59be1885-c1af-4aab-b28d-fe2ad2f82066,2025-03-27 20:23:12.379463+00:00,qwen,qwen-plus,0,3434,250,7,6,1,2,5,4,3
9cda8594-e869-4b34-91ea-61dfb247f061,2025-03-27 20:23:21.058315+00:00,qwen,qwen-plus,0,3426,246,5,6,1,2,4,3,7
cfecff91-fe45-454e-a111-b59b7c2131f3,2025-03-27 20:23:29.918819+00:00,qwen,qwen-plus,0,3426,249,7,6,1,4,3,5,2
7b5834f2-c8a4-4c07-98e8-fc3ca344d3a5,2025-03-27 20:23:39.010479+00:00,qwen,qwen-plus,0,3434,250,7,6,1,5,3,4,2
e036b33d-07b0-4cec-a3be-e814cd8eb840,2025-03-27 20:23:48.125175+00:00,qwen,qwen-plus,0,3442,250,6,7,1,4,3,2,5
f6558a49-bedb-4db4-867a-f888e1c67f81,2025-03-27 20:23:56.933246+00:00,qwen,qwen-plus,0,3434,250,7,6,2,1,3,4,5
d932f371-ec77-4845-a0c5-a8d9229924a7,2025-03-27 20:24:05.950606+00:00,qwen,qwen-plus,0,3436,248,7,5,1,3,4,2,6
db2c221f-ad24-4792-b674-8ade12c74c44,2025-03-27 20:24:14.871427+00:00,qwen,qwen-plus,0,3434,251,7,6,1,5,4,2,3
d27cc63b-a965-4bce-a62b-5750aaa75902,2025-03-27 20:24:25.838878+00:00,qwen,qwen-plus,0,3430,246,6,7,5,2,4,3,1
