cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Permit all uses of human genome editing and mitochondrial donation only if not for profit,"P2. Prohibit all forms of human genome editing for now, except for research purposes.",P3.  Permit only non-heritable human genome editing in both research and in clinics.,"P4. Permit only non-heritable human genome editing for clinical treatments, and mitochondrial donation.",P5.  Permit both heritable and non-heritable uses of genome editing for any purpose with minimal restrictions to ensure safety and compliance with ethical standards.,"P6. Permit non-heritable and heritable human genome editing (including mitochondrial donation), but only for clinical purposes, and if there is strong oversight, regular community input and (re)approval.",P7. Prohibit all uses of human genome editing and mitochondrial donation.,P8. Permit only non-heritable human genome editing in both research and in clinics and mitochondrial donation only if not for profit.
cff814ae-c978-4b55-8808-88936bb0d563,2025-03-25 08:19:29.840984+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,291,3,6,4,2,7,5,8,1
43fd6da5-96d8-4475-b0da-0a5d94d4e753,2025-03-25 08:19:38.614859+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,290,4,5,7,3,8,1,6,2
dc0c01b6-de9e-488f-bb12-1aa5a4afb44a,2025-03-25 08:19:51.622696+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,288,5,4,7,6,3,1,8,2
837094f0-657e-4a31-9e89-eea277c6a616,2025-03-25 08:19:59.691361+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,291,3,4,5,1,8,6,7,2
d791472e-d2fc-4212-a983-f2dc5983c75f,2025-03-25 08:20:09.771198+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,290,5,4,6,2,7,1,8,3
1d404d8a-7be4-4d80-bbee-06163b10ddba,2025-03-25 09:24:44.597360+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,289,5,6,4,2,8,1,7,3
5527bf5c-bf91-4601-bf4e-836b9c0a2a63,2025-03-25 09:24:51.852985+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,290,3,6,4,2,7,1,8,5
730e6b3f-4a74-4544-aee6-90ecea7e4ded,2025-03-25 09:24:59.530093+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,290,4,6,3,2,7,1,8,5
22c4ee2c-b034-4d9f-80bd-539ab3edab50,2025-03-25 09:25:09.469429+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,291,3,5,2,7,4,1,8,6
b46707a4-5248-4dd0-8331-dc3cc38f8eed,2025-03-25 09:25:17.123542+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,290,5,4,6,3,7,2,8,1
a2f71afc-8aa1-4555-9f85-bcb383f3085b,2025-03-25 09:25:25.140605+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,288,6,5,3,7,4,1,8,2
a36ced85-4553-4022-9248-d380ae4c4067,2025-03-25 09:25:33.161762+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,288,5,6,3,4,8,1,7,2
021982e8-b915-4b29-837a-e056f17f4412,2025-03-25 09:25:43.606294+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,288,5,6,4,2,7,1,8,3
ef672a4b-9f9b-4c57-bac8-88cf12a34518,2025-03-25 09:25:52.068917+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,288,4,7,6,1,2,3,8,5
832f93da-38c1-4efc-86cf-4baa81f744c1,2025-03-25 09:25:59.952700+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,288,6,3,4,2,7,1,8,5
408cd768-81ce-4d75-a33e-4ddce5087c68,2025-04-02 10:00:54.740451+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,288,6,5,2,1,8,3,7,4
c898c763-3811-46ca-89b8-f4c5e459fb75,2025-04-02 10:01:01.351245+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,288,6,4,3,1,8,5,7,2
1c4b584a-a7de-40f8-9740-32b88a721669,2025-04-02 10:01:08.830298+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,288,5,4,2,3,8,1,6,7
2be7490e-7ddb-4104-91f8-ece3bd9e29c1,2025-04-02 10:01:15.695083+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,288,4,6,3,5,8,1,7,2
ae49a982-4a8a-4aeb-acb1-9742fe14b584,2025-04-02 10:01:23.067920+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,288,5,3,6,4,7,1,8,2
2da4c92b-c84f-424e-a8a9-f5dc6706f3ce,2025-04-02 10:01:32.165166+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,288,3,7,2,5,6,1,8,4
39bf6cbf-ebd0-4799-9dc2-3b252274f291,2025-04-02 10:01:38.329726+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,292,4,5,6,3,7,2,8,1
3d30d954-0678-4821-ae71-5e36ff347658,2025-04-02 10:01:45.650762+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,290,6,7,5,1,4,3,8,2
e9a31e6c-c74a-45c5-921b-8cce378314ea,2025-04-02 10:01:53.104250+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,291,6,3,4,2,8,1,7,5
b5fd2c2f-80d8-481c-9080-bb60bd2ceb36,2025-04-02 10:01:59.862218+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,288,5,3,6,1,7,4,8,2
fa4aa659-20b1-4e34-b210-c0500b50185c,2025-04-02 10:02:07.435146+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,289,6,4,5,3,8,1,7,2
3c7a575e-82a5-4bb9-8eae-d5de703140ce,2025-04-02 10:02:15.341527+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,289,3,6,5,2,7,1,8,4
09c579c0-d266-4db8-9cf1-c4a4d2df51fe,2025-04-02 10:02:22.191078+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,290,7,5,2,3,6,1,8,4
454a472e-a227-4392-adca-024174a52e44,2025-04-02 10:02:32.743187+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,287,6,4,3,5,7,1,8,2
18a3e638-9073-4a32-bda5-c53aec4be874,2025-04-02 10:02:40.757932+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,288,5,6,4,3,7,1,8,2
0afb288e-4d19-42cd-8650-6837e8520141,2025-04-02 10:02:49.426109+00:00,anthropic,claude-3-5-sonnet-20241022,0,4607,289,6,4,2,5,3,1,8,7
